player_id,movement,acceleration,sprint_speed,agility,reactions,balance
4894,363,76,69,73,65,80
4895,342,69,67,71,68,67
4896,373,81,77,77,61,77
4897,399,89,92,78,65,75
4898,370,68,64,80,68,90
4899,386,79,84,79,67,77
4900,360,73,71,74,70,72
4901,363,77,82,80,69,55
4902,283,58,51,57,62,55
4903,319,55,52,67,71,74
4904,316,53,50,70,70,73
4905,180,32,15,35,65,33
4906,328,60,53,70,68,77
4907,306,61,67,73,58,47
4908,271,52,50,51,62,56
4909,386,82,78,80,61,85
4910,365,83,84,77,67,54
4911,297,55,54,59,73,56
4912,373,78,75,78,67,75
4913,410,90,90,84,62,84
4914,262,56,57,52,64,33
4915,289,53,55,61,69,51
4916,380,77,80,74,69,80
4917,216,33,37,38,66,42
4918,341,77,77,63,63,61
4919,390,87,86,80,71,66
4920,352,71,70,74,68,69
4921,339,69,68,76,72,54
4922,286,51,52,58,66,59
4923,369,81,77,73,66,72
4924,345,75,72,70,65,63
4925,393,84,90,82,65,72
4926,350,66,67,70,71,76
4927,335,65,69,65,68,68
4928,353,69,69,69,72,74
4929,382,78,78,84,68,74
4930,358,72,77,75,65,69
4931,325,66,68,61,68,62
4932,360,73,74,73,70,70
4933,242,44,40,41,70,47
4934,334,65,66,62,63,78
4935,399,83,82,80,66,88
4936,306,64,64,62,66,50
4937,308,63,55,63,65,62
4938,360,72,69,75,68,76
4939,341,62,74,71,74,60
4940,296,58,64,54,66,54
4941,379,79,73,77,63,87
4942,351,71,68,74,68,70
4943,361,75,67,76,72,71
4944,362,77,86,72,62,65
4945,368,75,72,77,66,78
4946,384,77,85,70,71,81
4947,347,61,53,73,80,80
4948,312,55,64,68,59,66
4949,380,81,79,79,66,75
4950,347,72,69,71,67,68
4951,249,42,46,52,66,43
4952,271,56,53,43,64,55
4953,260,42,55,42,68,53
4954,295,55,38,71,68,63
4955,270,32,42,67,65,64
4956,391,79,78,82,73,79
4957,257,51,48,41,70,47
4958,210,34,29,41,73,33
4959,328,73,68,63,65,59
4960,385,76,72,88,64,85
4961,347,65,64,76,64,78
4962,376,77,69,76,69,85
4963,360,69,71,71,73,76
4964,384,87,75,84,64,74
4965,306,63,53,67,65,58
4966,331,73,75,65,67,51
4967,353,71,76,71,68,67
4968,262,55,53,41,66,47
4969,334,68,67,67,67,65
4970,363,77,76,70,70,70
4971,317,57,48,73,73,66
4972,282,54,51,58,63,56
4973,378,80,77,76,65,80
4974,394,87,79,74,65,89
4975,350,73,74,74,65,64
4976,374,80,82,78,62,72
4977,373,73,68,81,66,85
4978,372,75,73,74,72,78
4979,303,53,52,73,65,60
4980,375,75,75,79,67,79
4981,342,68,72,67,64,71
4982,358,71,73,75,71,68
4983,245,39,40,46,71,49
4984,383,79,79,77,72,76
4985,402,95,91,77,64,75
4986,337,73,75,67,64,58
4987,350,71,67,75,67,70
4988,197,25,25,36,69,42
4989,340,66,64,70,71,69
4990,251,49,52,33,70,47
4991,354,79,73,73,65,64
4992,327,67,69,61,67,63
4993,297,59,49,59,62,68
4994,409,89,85,85,63,87
4995,342,63,66,69,70,74
4996,334,71,63,65,68,67
4997,256,51,55,36,60,54
4998,306,58,54,67,66,61
4999,311,65,70,59,61,56
5000,325,64,66,63,67,65
5001,349,75,72,67,68,67
5002,391,86,88,75,69,73
5003,298,49,47,68,71,63
5004,237,46,46,38,62,45
5005,370,79,79,77,73,62
5006,261,41,49,51,64,56
5007,364,78,78,76,59,73
5008,328,70,68,73,60,57
5009,330,69,70,60,70,61
5010,374,76,77,76,70,75
5011,331,64,62,67,70,68
5012,352,68,66,70,69,79
5013,288,58,55,64,65,46
5014,293,57,64,52,68,52
5015,385,77,72,85,61,90
5016,362,74,74,72,68,74
5017,370,73,75,73,73,76
5018,376,76,72,83,65,80
5019,373,83,82,72,52,84
5020,347,67,74,67,68,71
5021,348,67,67,76,68,70
5022,256,65,50,35,60,46
5023,235,45,46,40,65,39
5024,233,46,30,44,68,45
5025,324,67,67,69,68,53
5026,301,51,56,62,72,60
5027,321,59,56,71,68,67
5028,347,69,72,70,69,67
5029,339,69,67,67,69,67
5030,363,75,70,72,71,75
5031,395,81,77,85,61,91
5032,273,56,57,46,62,52
5033,383,84,76,79,60,84
5034,328,71,70,61,68,58
5035,285,53,57,47,71,57
5036,361,74,74,76,63,74
5037,367,74,76,72,68,77
5038,309,54,66,55,69,65
5039,340,73,77,69,68,53
5040,424,85,87,87,78,87
5041,346,73,78,65,64,66
5042,388,86,87,78,75,62
5043,313,66,70,58,63,56
5044,330,65,77,58,71,59
5045,269,54,54,48,64,49
5046,362,72,68,79,70,73
5047,357,70,71,74,74,68
5048,419,89,85,90,70,85
5049,237,40,40,38,65,54
5050,298,52,68,58,68,52
5051,407,77,78,90,77,85
5052,409,89,84,81,68,87
5053,367,81,86,70,71,59
5054,242,47,58,37,62,38
5055,254,44,50,53,65,42
5056,291,52,55,62,68,54
5057,297,54,52,62,68,61
5058,349,69,76,73,69,62
5059,224,38,51,31,66,38
5060,339,69,70,66,67,67
5061,395,88,87,80,63,77
5062,361,65,59,83,69,85
5063,355,76,73,69,67,70
5064,329,64,67,62,67,69
5065,276,56,63,43,71,43
5066,335,75,72,59,63,66
5067,307,65,63,42,69,68
5068,316,54,58,67,70,67
5069,364,74,68,78,67,77
5070,326,65,69,60,68,64
5071,259,34,37,57,74,57
5072,409,83,79,92,65,90
5073,350,75,68,71,71,65
5074,330,68,65,68,67,62
5075,169,26,25,21,69,28
5076,315,56,58,66,71,64
5077,357,71,76,73,67,70
5078,317,73,86,41,67,50
5079,341,69,73,69,65,65
5080,325,66,62,67,73,57
5081,306,60,63,53,66,64
5082,208,29,42,30,69,38
5083,366,72,72,78,69,75
5084,227,48,47,32,66,34
5085,294,57,66,55,68,48
5086,241,32,42,61,72,34
5087,280,60,40,55,71,54
5088,347,71,68,67,66,75
5089,316,64,69,54,68,61
5090,355,75,76,74,68,62
5091,347,73,79,65,65,65
5092,408,86,89,83,70,80
5093,373,75,77,77,69,75
5094,354,74,71,70,67,72
5095,327,63,73,58,68,65
5096,372,76,76,75,70,75
5097,311,56,57,67,58,73
5098,268,43,60,55,62,48
5099,302,49,53,65,70,65
5100,295,53,66,63,62,51
5101,350,69,76,73,67,65
5102,390,87,85,79,65,74
5103,328,65,68,66,66,63
5104,384,86,89,79,70,60
5105,343,67,66,71,69,70
5106,355,69,75,72,68,71
5107,196,23,30,46,68,29
5108,294,50,62,62,59,61
5109,354,70,73,68,69,74
5110,413,92,92,79,65,85
5111,311,57,63,72,58,61
5112,372,83,81,81,57,70
5113,387,79,81,78,71,78
5114,395,80,76,86,67,86
5115,345,70,68,75,64,68
5116,366,75,76,73,68,74
5117,348,68,70,75,65,70
5118,383,75,72,80,73,83
5119,360,73,68,69,74,76
5120,270,51,52,48,63,56
5121,353,74,72,76,67,64
5122,408,83,78,88,73,86
5123,319,66,75,65,71,42
5124,366,76,73,76,62,79
5125,346,68,64,69,66,79
5126,159,27,20,23,67,22
5127,336,70,70,62,68,66
5128,234,36,36,38,66,58
5129,391,82,85,83,69,72
5130,368,77,78,77,63,73
5131,375,76,78,69,75,77
5132,382,80,80,82,62,78
5133,306,62,74,57,62,51
5134,377,80,91,75,64,67
5135,394,88,84,85,55,82
5136,385,83,75,85,66,76
5137,254,36,64,52,62,40
5138,348,68,70,76,61,73
5139,281,48,61,46,69,57
5140,389,88,89,81,68,63
5141,317,60,62,62,63,70
5142,219,41,46,34,55,43
5143,349,72,70,73,74,60
5144,318,66,68,65,64,55
5145,340,66,66,70,67,71
5146,336,68,69,66,68,65
5147,370,80,81,74,60,75
5148,328,70,63,54,65,76
5149,327,58,59,72,67,71
5150,325,65,62,67,70,61
5151,274,48,49,58,69,50
5152,355,84,79,73,64,55
5153,352,68,66,73,67,78
5154,297,51,53,58,70,65
5155,352,73,78,68,69,64
5156,311,64,55,62,72,58
5157,340,70,69,66,68,67
5158,339,69,67,68,67,68
5159,344,65,67,71,68,73
5160,329,54,64,66,67,78
5161,407,91,84,84,63,85
5162,384,81,77,84,69,73
5163,339,70,66,63,71,69
5164,363,76,80,70,64,73
5165,354,69,70,67,72,76
5166,369,74,72,78,68,77
5167,383,79,84,79,63,78
5168,310,48,45,73,72,72
5169,358,75,72,72,67,72
5170,227,41,40,32,60,54
5171,235,36,39,36,70,54
5172,320,59,66,67,67,61
5173,420,88,87,88,71,86
5174,236,44,46,36,61,49
5175,382,86,77,74,70,75
5176,279,54,64,34,66,61
5177,363,77,79,71,71,65
5178,361,78,75,78,66,64
5179,382,87,85,78,67,65
5180,248,54,59,33,67,35
5181,307,60,46,69,69,63
5182,360,83,79,67,62,69
5183,390,90,86,78,57,79
5184,266,44,51,56,70,45
5185,215,30,33,45,64,43
5186,206,31,28,59,56,32
5187,325,65,68,61,66,65
5188,342,67,66,70,67,72
5189,387,85,76,83,63,80
5190,366,79,89,71,68,59
5191,340,69,68,73,63,67
5192,278,55,55,43,67,58
5193,347,73,75,68,66,65
5194,316,58,62,60,66,70
5195,319,67,69,61,68,54
5196,311,66,69,64,64,48
5197,328,67,72,61,66,62
5198,361,73,76,74,70,68
5199,355,63,62,83,69,78
5200,420,92,72,94,69,93
5201,365,74,68,76,66,81
5202,386,80,87,80,67,72
5203,364,73,74,72,63,82
5204,315,63,64,61,62,65
5205,404,93,94,82,59,76
5206,232,48,50,33,60,41
5207,368,74,71,76,69,78
5208,319,63,62,62,69,63
5209,392,89,83,82,63,75
5210,297,47,58,60,69,63
5211,301,66,61,52,70,52
5212,356,77,84,66,67,62
5213,367,81,80,70,68,68
5214,395,81,81,83,67,83
5215,334,60,45,74,73,82
5216,347,71,77,75,68,56
5217,306,60,62,62,67,55
5218,275,48,52,66,68,41
5219,374,79,79,79,65,72
5220,289,60,63,43,67,56
5221,349,78,78,65,62,66
5222,279,53,58,59,62,47
5223,394,87,88,78,64,77
5224,394,80,79,84,64,87
5225,394,81,71,88,66,88
5226,349,69,72,69,69,70
5227,333,64,65,67,69,68
5228,342,69,68,63,70,72
5229,318,65,65,62,69,57
5230,343,66,71,60,65,81
5231,221,38,37,43,68,35
5232,318,65,74,60,68,51
5233,410,92,90,79,58,91
5234,368,79,75,75,69,70
5235,431,85,84,90,78,94
5236,332,65,59,67,73,68
5237,371,74,70,73,70,84
5238,339,63,67,68,70,71
5239,335,65,62,66,70,72
5240,253,53,64,41,59,36
5241,321,74,78,62,67,40
5242,236,42,62,32,69,31
5243,333,64,67,65,70,67
5244,369,74,76,79,63,77
5245,372,83,78,82,63,66
5246,253,51,52,41,61,48
5247,219,34,42,40,64,39
5248,373,77,81,75,67,73
5249,181,34,36,31,58,22
5250,248,46,43,51,67,41
5251,361,87,94,59,59,62
5252,368,76,77,78,63,74
5253,379,75,72,86,68,78
5254,352,68,70,78,66,70
5255,400,91,90,83,63,73
5256,296,43,57,65,69,62
5257,309,62,61,62,59,65
5258,376,78,81,76,61,80
5259,378,81,79,80,66,72
5260,323,65,63,62,64,69
5261,351,68,64,70,67,82
5262,287,53,63,57,62,52
5263,337,66,71,63,68,69
5264,332,69,65,68,69,61
5265,311,64,59,57,66,65
5266,381,86,83,85,55,72
5267,371,76,76,85,62,72
5268,314,63,57,63,68,63
5269,350,78,75,66,61,70
5270,309,53,54,67,66,69
5271,362,73,69,79,69,72
5272,246,42,47,32,69,56
5273,353,71,70,73,66,73
5274,390,79,77,85,65,84
5275,412,90,92,84,67,79
5276,361,75,68,67,71,80
5277,404,90,93,87,67,67
5278,313,55,51,68,72,67
5279,340,74,70,72,65,59
5280,242,50,44,43,65,40
5281,324,69,68,58,65,64
5282,366,82,81,78,61,64
5283,301,59,42,60,64,76
5284,220,30,31,54,70,35
5285,339,69,60,69,68,73
5286,364,76,75,77,52,84
5287,288,55,62,51,66,54
5288,311,72,70,52,59,58
5289,354,78,73,70,69,64
5290,346,70,73,73,70,60
5291,200,31,32,35,65,37
5292,283,64,49,59,68,43
5293,350,72,75,66,69,68
5294,312,62,53,61,70,66
5295,378,79,86,72,73,68
5296,336,64,63,69,74,66
5297,353,69,71,74,66,73
5298,363,74,69,78,61,81
5299,256,48,46,55,64,43
5300,165,21,33,24,62,25
5301,310,60,70,65,60,55
5302,354,70,72,78,62,72
5303,355,76,76,69,64,70
5304,374,82,81,73,66,72
5305,340,70,69,66,68,67
5306,321,67,67,67,67,53
5307,358,80,73,69,64,72
5308,230,33,47,54,62,34
5309,341,68,69,69,69,66
5310,366,73,78,72,66,77
5311,380,76,78,78,71,77
5312,282,62,58,48,69,45
5313,296,64,84,47,66,35
5314,388,85,82,80,67,74
5315,351,72,76,67,67,69
5316,322,65,52,68,67,70
5317,379,79,75,77,72,76
5318,193,31,33,30,68,31
5319,360,70,72,73,70,75
5320,243,44,41,57,73,28
5321,266,49,47,44,70,56
5322,335,69,73,73,65,55
5323,334,62,64,73,71,64
5324,392,79,83,81,72,77
5325,369,81,74,77,66,71
5326,365,73,69,79,66,78
5327,259,41,34,53,69,62
5328,340,69,73,73,67,58
5329,192,51,50,36,32,23
5330,335,59,68,69,66,73
5331,402,85,88,84,63,82
5332,407,86,91,91,70,69
5333,353,76,81,74,58,64
5334,211,39,46,32,63,31
5335,294,62,66,51,60,55
5336,307,64,63,59,69,52
5337,251,44,38,50,66,53
5338,299,72,67,49,67,44
5339,304,62,46,64,69,63
5340,346,76,73,69,66,62
5341,373,72,66,75,66,94
5342,379,77,73,81,68,80
5343,322,69,72,57,65,59
5344,389,76,74,80,71,88
5345,371,69,70,73,73,86
5346,367,69,71,83,68,76
5347,348,73,72,71,64,68
5348,360,72,70,73,69,76
5349,304,57,57,67,68,55
5350,309,61,64,62,71,51
5351,264,46,37,62,66,53
5352,343,72,67,71,73,60
5353,398,86,88,90,61,73
5354,227,34,60,35,64,34
5355,352,73,72,70,66,71
5356,407,87,88,87,66,79
5357,209,35,41,33,67,33
5358,383,76,76,90,60,81
5359,342,72,77,64,69,60
5360,364,77,77,85,58,67
5361,250,55,55,38,68,34
5362,283,54,74,51,71,33
5363,417,82,84,92,67,92
5364,305,63,59,53,68,62
5365,225,34,36,43,72,40
5366,325,65,59,66,70,65
5367,323,60,61,68,79,55
5368,254,43,48,39,69,55
5369,213,42,28,44,65,34
5370,353,68,63,71,72,79
5371,364,71,66,75,74,78
5372,327,61,64,66,67,69
5373,326,67,73,59,65,62
5374,354,68,77,71,70,68
5375,246,41,43,50,70,42
5376,305,64,76,53,71,41
5377,381,77,74,81,67,82
5378,361,73,80,69,64,75
5379,344,72,70,70,68,64
5380,262,49,62,36,68,47
5381,233,45,35,57,60,36
5382,291,45,43,71,69,63
5383,374,77,75,81,65,76
5384,353,69,67,73,70,74
5385,273,55,54,48,65,51
5386,298,63,59,56,63,57
5387,314,64,71,62,65,52
5388,273,50,50,65,65,43
5389,329,62,64,68,67,68
5390,333,68,69,71,66,59
5391,347,69,61,75,66,76
5392,359,73,66,75,65,80
5393,347,70,64,74,68,71
5394,361,73,75,72,69,72
5395,383,70,71,77,75,90
5396,341,68,67,76,60,70
5397,314,61,70,66,73,44
5398,351,68,72,68,71,72
5399,306,59,61,57,68,61
5400,298,55,64,65,66,48
5401,354,72,75,70,71,66
5402,310,62,58,62,62,66
5403,384,72,80,80,72,80
5404,163,20,23,23,72,25
5405,337,70,61,65,67,74
5406,401,91,90,82,66,72
5407,327,66,65,63,68,65
5408,343,65,63,70,70,75
5409,351,70,70,77,64,70
5410,340,68,67,67,66,72
5411,226,44,36,35,75,36
5412,363,76,77,73,69,68
5413,382,78,72,82,67,83
5414,419,92,88,89,65,85
5415,325,69,69,59,63,65
5416,359,74,67,78,69,71
5417,355,72,73,71,69,70
5418,361,75,61,78,69,78
5419,202,34,35,33,70,30
5420,392,84,73,85,70,80
5421,335,70,68,69,62,66
5422,339,73,74,64,69,59
5423,237,30,31,45,64,67
5424,371,74,74,74,78,71
5425,353,68,65,69,70,81
5426,305,68,69,59,62,47
5427,346,67,60,74,68,77
5428,322,57,65,70,61,69
5429,334,66,64,64,72,68
5430,344,69,71,70,64,70
5431,202,33,36,29,67,37
5432,357,62,77,77,66,75
5433,346,70,73,67,70,66
5434,388,80,79,73,64,92
5435,330,64,68,67,65,66
5436,277,53,54,43,62,65
5437,420,92,89,86,66,87
5438,360,67,63,79,71,80
5439,374,78,77,83,67,69
5440,235,43,41,48,58,45
5441,328,66,74,61,65,62
5442,368,78,84,77,66,63
5443,306,55,52,69,66,64
5444,240,46,51,49,64,30
5445,209,41,47,14,64,43
5446,363,74,77,72,67,73
5447,359,75,76,72,66,70
5448,385,77,66,86,66,90
5449,385,90,89,73,64,69
5450,314,64,69,56,66,59
5451,383,81,84,78,68,72
5452,305,62,53,61,62,67
5453,360,74,74,75,66,71
5454,264,36,41,63,64,60
5455,381,74,76,88,60,83
5456,342,76,75,62,68,61
5457,314,55,65,63,66,65
5458,232,47,40,30,60,55
5459,360,75,78,74,63,70
5460,330,79,78,63,58,52
5461,350,74,78,72,63,63
5462,268,45,52,53,67,51
5463,326,66,68,65,60,67
5464,390,84,77,83,65,81
5465,348,72,70,73,63,70
5466,201,31,37,33,65,35
5467,337,68,76,66,67,60
5468,336,68,67,67,68,66
5469,343,73,76,62,64,68
5470,243,34,35,51,58,65
5471,359,72,63,80,64,80
5472,328,61,62,65,72,68
5473,338,67,70,67,67,67
5474,350,75,78,67,64,66
5475,272,50,50,59,64,49
5476,349,72,68,75,59,75
5477,378,85,74,76,68,75
5478,355,70,71,67,70,77
5479,332,68,67,65,63,69
5480,376,74,79,79,65,79
5481,230,49,48,32,68,33
5482,349,70,69,68,67,75
5483,305,60,62,66,62,55
5484,374,76,71,79,68,80
5485,410,88,82,88,60,92
5486,282,52,57,54,65,54
5487,362,75,74,74,65,74
5488,374,84,88,82,58,62
5489,310,65,71,59,67,48
5490,365,75,74,73,65,78
5491,339,71,65,69,68,66
5492,379,74,76,82,70,77
5493,277,52,55,55,65,50
5494,322,63,61,67,67,64
5495,333,73,73,68,62,57
5496,324,65,63,69,67,60
5497,301,52,56,60,65,68
5498,311,58,63,65,67,58
5499,337,68,74,62,64,69
5500,350,74,77,71,64,64
5501,384,79,81,80,69,75
5502,400,86,80,92,60,82
5503,293,50,58,57,64,64
5504,302,72,78,58,59,35
5505,340,69,66,66,64,75
5506,227,29,33,49,66,50
5507,387,78,73,81,68,87
5508,299,62,71,57,60,49
5509,198,28,35,39,62,34
5510,385,93,93,73,63,63
5511,238,42,39,44,68,45
5512,346,74,69,72,61,70
5513,400,90,89,89,61,71
5514,230,45,33,44,68,40
5515,332,68,71,65,66,62
5516,391,83,82,81,65,80
5517,377,80,70,82,67,78
5518,327,68,78,58,66,57
5519,321,63,67,59,64,68
5520,265,51,49,55,60,50
5521,276,54,50,53,69,50
5522,417,91,90,88,64,84
5523,218,37,41,37,72,31
5524,361,69,70,77,64,81
5525,190,29,30,29,63,39
5526,329,67,63,64,70,65
5527,376,74,83,77,69,73
5528,366,76,79,74,59,78
5529,350,69,72,71,71,67
5530,275,53,45,57,62,58
5531,258,54,54,48,69,33
5532,325,64,73,61,62,65
5533,408,91,80,93,58,86
5534,312,61,66,58,67,60
5535,271,45,36,58,70,62
5536,300,63,62,62,58,55
5537,382,87,85,76,64,70
5538,342,70,69,71,66,66
5539,331,68,67,52,65,79
5540,355,71,64,72,70,78
5541,268,53,49,47,66,53
5542,287,56,51,60,63,57
5543,375,77,77,74,65,82
5544,282,51,58,51,62,60
5545,319,70,73,61,64,51
5546,302,68,68,52,59,55
5547,377,74,77,79,68,79
5548,325,70,76,59,70,50
5549,313,61,65,62,65,60
5550,396,86,82,83,73,72
5551,300,62,61,59,65,53
5552,336,67,69,67,69,64
5553,382,78,82,76,72,74
5554,369,76,77,71,66,79
5555,354,75,74,78,61,66
5556,378,75,68,84,65,86
5557,342,69,70,69,65,69
5558,247,53,59,46,50,39
5559,337,71,68,63,64,71
5560,265,57,66,41,61,40
5561,220,33,37,46,61,43
5562,375,79,76,74,62,84
5563,380,82,79,79,60,80
5564,282,53,79,51,62,37
5565,332,62,65,68,70,67
5566,256,44,50,50,59,53
5567,341,67,72,67,68,67
5568,265,43,49,48,73,52
5569,348,66,70,80,65,67
5570,378,82,78,78,58,82
5571,376,77,79,82,55,83
5572,383,83,86,79,59,76
5573,383,83,81,75,60,84
5574,364,66,64,76,71,87
5575,400,82,80,82,72,84
5576,353,74,69,73,68,69
5577,296,62,59,63,65,47
5578,325,70,76,59,54,66
5579,380,88,89,78,63,62
5580,366,78,74,72,64,78
5581,326,62,60,70,72,62
5582,390,78,78,84,69,81
5583,395,78,76,83,71,87
5584,308,59,45,69,71,64
5585,382,79,76,79,63,85
5586,204,30,30,37,62,45
5587,336,67,64,72,65,68
5588,376,75,70,79,68,84
5589,274,59,62,34,64,55
5590,325,55,72,64,65,69
5591,319,66,59,63,71,60
5592,330,62,61,68,68,71
5593,370,79,74,77,67,73
5594,244,49,43,45,61,46
5595,335,66,65,67,64,73
5596,351,72,72,70,63,74
5597,222,39,44,32,67,40
5598,388,83,84,73,68,80
5599,341,73,77,68,62,61
5600,369,79,77,79,60,74
5601,392,79,78,81,70,84
5602,362,79,68,81,69,65
5603,379,80,78,84,57,80
5604,275,50,61,61,66,37
5605,357,71,69,77,65,75
5606,284,54,60,54,63,53
5607,326,66,65,67,66,62
5608,361,74,76,75,62,74
5609,314,59,65,61,66,63
5610,223,43,38,42,66,34
5611,187,23,30,42,59,33
5612,350,78,79,76,52,65
5613,267,44,40,68,59,56
5614,332,64,65,64,66,73
5615,252,40,43,40,70,59
5616,302,64,71,50,70,47
5617,374,79,79,67,71,78
5618,369,86,85,75,49,74
5619,355,76,73,71,66,69
5620,296,59,55,60,60,62
5621,349,69,69,65,64,82
5622,323,64,67,63,65,64
5623,366,77,78,76,59,76
5624,326,60,60,66,66,74
5625,233,42,43,51,67,30
5626,329,68,68,63,67,63
5627,395,89,90,83,59,74
5628,289,53,50,66,60,60
5629,353,73,78,69,55,78
5630,334,69,67,75,68,55
5631,317,72,77,50,68,50
5632,319,64,62,65,69,59
5633,261,42,44,56,65,54
5634,268,47,41,58,64,58
5635,322,70,63,48,70,71
5636,315,50,52,61,74,78
5637,350,71,70,75,63,71
5638,253,43,32,59,58,61
5639,270,48,46,49,67,60
5640,300,61,67,58,71,43
5641,311,60,52,60,63,76
5642,369,78,80,76,61,74
5643,359,88,79,81,56,55
5644,240,31,34,54,66,55
5645,247,50,50,48,71,28
5646,312,57,65,62,66,62
5647,332,68,76,74,64,50
5648,329,67,65,66,65,66
5649,349,78,67,65,61,78
5650,381,75,79,80,70,77
5651,390,74,67,93,66,90
5652,296,64,64,58,61,49
5653,376,72,65,84,72,83
5654,376,81,80,76,60,79
5655,375,86,84,69,65,71
5656,240,52,41,57,52,38
5657,319,76,72,58,55,58
5658,290,53,53,66,59,59
5659,177,30,35,26,60,26
5660,329,71,68,64,66,60
5661,222,32,31,36,73,50
5662,313,57,51,65,77,63
5663,320,59,61,81,57,62
5664,389,86,81,84,65,73
5665,393,90,86,74,68,75
5666,208,34,33,43,67,31
5667,346,77,69,75,63,62
5668,311,65,83,46,65,52
5669,267,43,45,53,66,60
5670,362,72,77,72,71,70
5671,310,62,64,64,60,60
5672,312,57,71,50,66,68
5673,288,52,55,60,68,53
5674,409,87,84,90,64,84
5675,363,75,74,72,70,72
5676,357,69,63,75,67,83
5677,362,77,78,72,61,74
5678,317,60,53,71,65,68
5679,355,72,74,74,62,73
5680,378,83,84,79,61,71
5681,361,80,80,73,63,65
5682,261,52,48,50,67,44
5683,384,77,78,83,66,80
5684,280,52,55,57,61,55
5685,333,67,68,64,68,66
5686,328,67,72,65,63,61
5687,356,69,75,74,68,70
5688,407,90,91,86,66,74
5689,369,80,76,82,66,65
5690,348,78,71,65,67,67
5691,353,71,71,70,70,71
5692,263,53,61,39,68,42
5693,334,65,68,55,68,78
5694,354,77,60,77,65,75
5695,322,60,69,73,67,53
5696,271,54,48,52,66,51
5697,342,67,64,63,68,80
5698,344,71,67,55,65,86
5699,407,88,86,90,60,83
5700,353,70,71,78,68,66
5701,360,74,72,64,70,80
5702,296,67,65,55,65,44
5703,304,65,70,61,61,47
5704,313,58,49,60,68,78
5705,355,74,75,71,67,68
5706,362,79,75,68,67,73
5707,320,67,63,60,65,65
5708,307,64,61,59,68,55
5709,209,31,36,28,65,49
5710,242,55,34,40,65,48
5711,394,79,78,88,66,83
5712,386,78,79,90,65,74
5713,343,67,67,70,69,70
5714,285,55,65,54,66,45
5715,311,58,55,63,68,67
5716,246,55,38,44,67,42
5717,314,61,57,66,70,60
5718,298,52,56,58,66,66
5719,366,70,74,80,68,74
5720,336,70,67,68,65,66
5721,258,45,46,39,69,59
5722,290,59,53,56,71,51
5723,375,85,82,71,70,67
5724,322,66,66,63,64,63
5725,361,75,69,79,65,73
5726,255,44,42,43,69,57
5727,316,62,64,62,65,63
5728,342,68,67,74,66,67
5729,423,93,94,89,62,85
5730,302,59,55,64,70,54
5731,373,73,73,81,68,78
5732,348,69,68,75,67,69
5733,344,79,73,72,55,65
5734,308,61,61,53,64,69
5735,322,61,55,65,68,73
5736,394,91,92,77,64,70
5737,311,60,58,69,65,59
5738,333,53,66,74,72,68
5739,308,55,68,59,66,60
5740,349,74,70,71,66,68
5741,371,79,79,73,63,77
5742,354,76,76,68,70,64
5743,218,32,23,39,71,53
5744,404,93,93,83,69,66
5745,263,54,66,44,67,32
5746,317,64,66,63,60,64
5747,283,58,52,47,67,59
5748,346,71,76,67,64,68
5749,318,69,67,54,62,66
5750,165,31,22,22,66,24
5751,339,69,67,72,66,65
5752,343,72,78,74,66,53
5753,329,68,69,66,60,66
5754,346,65,69,73,66,73
5755,333,72,75,63,61,62
5756,364,79,77,73,67,68
5757,354,74,74,72,68,66
5758,373,71,72,83,66,81
5759,400,83,76,84,68,89
5760,352,69,70,74,69,70
5761,383,81,90,85,56,71
5762,358,73,72,77,72,64
5763,320,64,55,66,69,66
5764,378,85,87,70,68,68
5765,243,40,42,40,66,55
5766,249,56,53,51,63,26
5767,389,88,84,83,62,72
5768,257,48,49,43,66,51
5769,347,72,76,74,60,65
5770,318,64,55,65,67,67
5771,281,47,45,60,60,69
5772,400,87,80,82,68,83
5773,336,68,71,65,72,60
5774,352,72,73,73,66,68
5775,305,49,62,59,64,71
5776,325,65,61,65,70,64
5777,375,76,79,76,69,75
5778,332,78,66,62,66,60
5779,318,63,65,55,68,67
5780,237,34,34,58,69,42
5781,379,78,77,81,61,82
5782,305,51,73,62,65,54
5783,276,42,50,62,72,50
5784,346,72,73,69,63,69
5785,352,77,78,74,58,65
5786,284,49,66,52,69,48
5787,350,74,77,68,63,68
5788,354,76,73,71,65,69
5789,179,33,32,27,60,27
5790,297,53,56,61,62,65
5791,325,62,64,69,60,70
5792,334,69,70,69,67,59
5793,355,77,74,70,62,72
5794,381,80,81,80,61,79
5795,366,81,71,75,63,76
5796,353,74,71,66,66,76
5797,353,83,71,73,50,76
5798,344,76,80,64,61,63
5799,343,68,69,71,65,70
5800,223,44,48,33,66,32
5801,232,34,42,49,67,40
5802,278,51,42,67,71,47
5803,351,72,70,70,65,74
5804,304,59,50,61,66,68
5805,234,32,42,47,65,48
5806,324,63,65,63,63,70
5807,352,71,73,69,67,72
5808,356,82,77,75,60,62
5809,335,68,61,64,72,70
5810,305,62,54,53,67,69
5811,358,72,71,79,61,75
5812,379,86,85,81,64,63
5813,223,33,32,33,62,63
5814,322,65,69,57,65,66
5815,377,73,72,87,65,80
5816,424,90,92,91,63,88
5817,329,69,74,59,73,54
5818,413,91,91,91,53,87
5819,345,61,68,74,66,76
5820,367,73,74,75,70,75
5821,324,60,66,69,66,63
5822,327,69,66,60,64,68
5823,351,68,66,74,72,71
5824,281,54,54,52,60,61
