player_id,defender,composure,defending,marking,standing_tackle,sliding_tackle
5261,491,69,211,72,72,67
5262,485,65,210,67,72,71
5263,475,61,207,70,70,67
5264,464,62,201,65,68,68
5265,474,66,204,65,70,69
5266,400,62,169,56,60,53
5267,345,63,141,28,59,54
5268,486,74,206,67,70,69
5269,249,61,94,29,36,29
5270,447,71,188,67,64,57
5271,279,55,112,45,44,23
5272,166,50,58,23,20,15
5273,375,65,155,60,50,45
5274,325,67,129,45,49,35
5275,203,63,70,25,23,22
5276,463,57,203,66,69,68
5277,219,65,77,24,31,22
5278,436,68,184,71,58,55
5279,329,59,135,46,47,42
5280,188,56,66,30,18,18
5281,486,64,211,68,74,69
5282,236,58,89,37,24,28
5283,314,76,119,44,43,32
5284,491,67,212,69,72,71
5285,469,65,202,70,66,66
5286,465,61,202,65,66,71
5287,477,57,210,68,73,69
5288,489,63,213,67,77,69
5289,480,68,206,69,68,69
5290,199,55,72,32,21,19
5291,463,51,206,70,68,68
5292,491,59,216,72,73,71
5293,454,70,192,67,65,60
5294,467,63,202,64,70,68
5295,447,57,195,70,68,57
5296,298,76,111,46,37,28
5297,465,61,202,64,69,69
5298,482,66,208,66,73,69
5299,124,48,38,12,14,12
5300,156,54,51,19,15,17
5301,491,75,208,71,68,69
5302,484,74,205,65,70,70
5303,466,54,206,66,69,71
5304,455,51,202,66,69,67
5305,196,64,66,27,20,19
5306,292,70,111,45,36,30
5307,456,58,199,65,68,66
5308,479,63,208,69,70,69
5309,420,68,176,64,60,52
5310,458,62,198,67,66,65
5311,453,61,196,59,69,68
5312,474,60,207,70,69,68
5313,229,55,87,23,36,28
5314,258,56,101,45,31,25
5315,443,61,191,65,64,62
5316,448,56,196,62,69,65
5317,151,61,45,12,18,15
5318,472,50,211,70,72,69
5319,430,70,180,62,61,57
5320,130,36,47,13,17,17
5321,135,45,45,15,11,19
5322,266,70,98,37,32,29
5323,364,70,147,57,46,44
5324,394,66,164,56,55,53
5325,296,70,113,45,37,31
5326,280,74,103,39,37,27
5327,500,70,215,71,74,70
5328,314,60,127,49,43,35
5329,78,28,25,5,10,10
5330,502,72,215,71,73,71
5331,455,71,192,59,63,70
5332,289,69,110,55,26,29
5333,196,66,65,23,23,19
5334,440,52,194,70,63,61
5335,473,61,206,64,74,68
5336,479,59,210,68,74,68
5337,158,54,52,20,13,19
5338,202,64,69,27,23,19
5339,489,75,207,67,69,71
5340,285,65,110,28,46,36
5341,469,73,198,68,65,65
5342,268,72,98,27,35,36
5343,477,67,205,65,69,71
5344,477,71,203,64,71,68
5345,497,71,213,70,74,69
5346,294,72,111,41,41,29
5347,474,62,206,68,70,68
5348,451,71,190,70,64,56
5349,244,64,90,41,30,19
5350,272,70,101,47,31,23
5351,476,76,200,70,70,60
5352,474,78,198,66,66,66
5353,325,65,130,42,46,42
5354,510,66,222,69,77,76
5355,237,55,91,29,32,30
5356,246,64,91,39,33,19
5357,470,54,208,67,71,70
5358,233,67,83,32,30,21
5359,483,69,207,71,70,66
5360,236,64,86,21,41,24
5361,153,49,52,20,16,16
5362,159,67,46,17,18,11
5363,305,61,122,39,44,39
5364,424,74,175,63,58,54
5365,496,62,217,74,73,70
5366,463,67,198,59,70,69
5367,494,70,212,64,73,75
5368,492,60,216,70,75,71
5369,120,42,39,12,15,12
5370,219,75,72,24,25,23
5371,415,73,171,57,59,55
5372,500,66,217,75,72,70
5373,486,64,211,68,75,68
5374,308,74,117,35,45,37
5375,173,61,56,27,11,18
5376,195,61,67,20,22,25
5377,243,71,86,42,22,22
5378,436,60,188,57,65,66
5379,237,67,85,33,33,19
5380,477,55,211,70,72,69
5381,129,55,37,12,11,14
5382,326,70,128,36,56,36
5383,412,50,181,57,65,59
5384,420,68,176,55,65,56
5385,496,66,215,73,72,70
5386,459,61,199,72,63,64
5387,196,62,67,24,23,20
5388,492,64,214,74,72,68
5389,487,65,211,72,71,68
5390,172,52,60,21,23,16
5391,486,68,209,65,71,73
5392,346,70,138,44,52,42
5393,281,69,106,38,33,35
5394,295,73,111,38,40,33
5395,467,75,196,70,64,62
5396,365,71,147,48,50,49
5397,500,70,215,76,67,72
5398,476,70,203,65,72,66
5399,492,68,212,72,70,70
5400,484,74,205,69,69,67
5401,156,52,52,15,18,19
5402,477,69,204,68,69,67
5403,232,68,82,40,22,20
5404,132,54,39,12,13,14
5405,472,66,203,67,70,66
5406,271,67,102,37,30,35
5407,472,62,205,69,69,67
5408,486,72,207,68,72,67
5409,468,70,199,65,67,67
5410,468,58,205,66,71,68
5411,476,60,208,67,68,73
5412,465,67,199,68,68,63
5413,201,69,66,22,30,14
5414,267,67,100,50,28,22
5415,454,64,195,59,69,67
5416,480,68,206,68,69,69
5417,239,63,88,45,22,21
5418,274,68,103,45,35,23
5419,524,72,226,75,77,74
5420,396,66,165,55,59,51
5421,469,71,199,60,70,69
5422,462,64,199,63,68,68
5423,481,65,208,70,70,68
5424,254,66,94,45,22,27
5425,485,77,204,69,69,66
5426,462,60,201,62,72,67
5427,462,66,198,64,68,66
5428,282,68,107,31,36,40
5429,434,68,183,63,64,56
5430,467,63,202,66,69,67
5431,129,31,49,21,13,15
5432,443,65,189,63,67,59
5433,361,63,149,41,59,49
5434,459,67,196,67,64,65
5435,203,67,68,21,25,22
5436,492,62,215,68,74,73
5437,223,59,82,21,34,27
5438,458,66,196,65,62,69
5439,299,69,115,28,46,41
5440,157,67,45,16,16,13
5441,449,57,196,66,66,64
5442,322,64,129,32,52,45
5443,425,71,177,55,60,62
5444,467,67,200,65,72,63
5445,118,52,33,10,11,12
5446,447,69,189,66,60,63
5447,444,58,193,64,65,64
5448,254,68,93,36,31,26
5449,394,58,168,59,59,50
5450,466,58,204,67,70,67
5451,168,60,54,20,20,14
5452,490,66,212,65,75,72
5453,229,67,81,35,29,17
5454,455,59,198,66,70,62
5455,276,66,105,38,42,25
5456,458,60,199,60,71,68
5457,300,66,117,47,40,30
5458,121,33,44,15,15,14
5459,454,64,195,61,66,68
5460,434,62,186,60,64,62
5461,468,60,204,69,70,65
5462,486,66,210,70,71,69
5463,469,63,203,66,69,68
5464,469,67,201,66,68,67
5465,453,63,195,64,66,65
5466,143,47,48,24,13,11
5467,217,67,75,29,24,22
5468,465,57,204,71,69,64
5469,451,63,194,66,65,63
5470,508,80,214,80,68,66
5471,292,68,112,34,42,36
5472,466,70,198,65,71,62
5473,235,69,83,35,23,25
5474,473,59,207,67,68,72
5475,482,66,208,68,72,68
5476,273,65,104,48,29,27
5477,221,65,78,29,29,20
5478,514,70,222,75,73,74
5479,488,60,214,74,73,67
5480,236,52,92,31,26,35
5481,473,67,203,67,69,67
5482,270,60,105,28,47,30
5483,474,62,206,65,71,70
5484,261,67,97,33,35,29
5485,223,55,84,26,30,28
5486,472,62,205,67,70,68
5487,456,68,194,57,68,69
5488,345,61,142,40,52,50
5489,488,60,214,72,71,71
5490,295,59,118,49,32,37
5491,248,68,90,44,25,21
5492,247,69,89,41,25,23
5493,198,58,70,32,22,16
5494,473,67,203,67,69,67
5495,215,55,80,29,28,23
5496,486,74,206,68,70,68
5497,488,66,211,70,71,70
5498,218,72,73,23,27,23
5499,453,57,198,64,68,66
5500,459,59,200,69,67,64
5501,258,70,94,26,35,33
5502,271,65,103,35,35,33
5503,451,65,193,63,70,60
5504,455,65,195,59,68,68
5505,481,71,205,72,66,67
5506,167,49,59,24,18,17
5507,451,55,198,68,63,67
5508,177,67,55,15,21,19
5509,150,52,49,19,17,13
5510,358,54,152,53,51,48
5511,117,41,38,12,12,14
5512,290,60,115,43,37,35
5513,433,59,187,63,63,61
5514,118,40,39,18,11,10
5515,462,66,198,68,66,64
5516,436,70,183,60,62,61
5517,459,63,198,66,68,64
5518,184,66,59,18,23,18
5519,504,74,215,71,72,72
5520,128,50,39,18,11,10
5521,469,59,205,69,70,66
5522,195,71,62,18,21,23
5523,114,48,33,9,10,14
5524,461,65,198,59,69,70
5525,147,51,48,15,14,19
5526,422,72,175,53,63,59
5527,439,73,183,59,63,61
5528,208,52,78,48,12,18
5529,428,66,181,62,62,57
5530,485,69,208,73,70,65
5531,192,62,65,19,28,18
5532,476,54,211,69,72,70
5533,284,58,113,26,41,46
5534,210,66,72,39,18,15
5535,479,75,202,70,67,65
5536,474,52,211,67,70,74
5537,201,61,70,32,20,18
5538,264,70,97,31,36,30
5539,459,55,202,61,67,74
5540,246,80,83,35,28,20
5541,473,59,207,66,71,70
5542,489,69,210,68,72,70
5543,440,64,188,64,61,63
5544,494,70,212,70,72,70
5545,342,66,138,45,46,47
5546,458,50,204,67,69,68
5547,241,53,94,32,27,35
5548,487,75,206,72,66,68
5549,462,56,203,66,71,66
5550,200,64,68,31,17,20
5551,469,55,207,71,70,66
5552,468,70,199,68,66,65
5553,268,72,98,28,34,36
5554,457,67,195,64,66,65
5555,260,56,102,42,33,27
5556,218,66,76,31,22,23
5557,434,64,185,67,63,55
5558,492,56,218,68,76,74
5559,446,60,193,68,62,63
5560,495,67,214,67,76,71
5561,97,25,36,9,13,14
5562,344,62,141,37,53,51
5563,200,62,69,26,21,22
5564,261,49,106,35,38,33
5565,266,62,102,20,44,38
5566,477,61,208,67,71,70
5567,458,64,197,66,56,75
5568,292,74,109,42,38,29
5569,217,67,75,37,17,21
5570,454,70,192,64,65,63
5571,484,70,207,72,66,69
5572,216,54,81,36,23,22
5573,457,57,200,65,72,63
5574,321,69,126,43,37,46
5575,354,72,141,41,52,48
5576,262,66,98,42,33,23
5577,485,61,212,70,70,72
5578,245,71,87,24,31,32
5579,324,60,132,53,56,23
5580,308,62,123,55,35,33
5581,480,64,208,68,72,68
5582,236,66,85,30,24,31
5583,218,66,76,23,26,27
5584,475,71,202,64,70,68
5585,441,67,187,62,60,65
5586,93,31,31,5,14,12
5587,470,52,209,71,72,66
5588,389,65,162,49,63,50
5589,464,52,206,65,71,70
5590,453,67,193,67,62,64
5591,490,80,205,64,68,73
5592,192,68,62,30,17,15
5593,276,64,106,41,37,28
5594,169,61,54,21,16,17
5595,491,75,208,73,68,67
5596,464,52,206,65,71,70
5597,133,39,47,19,16,12
5598,433,57,188,61,63,64
5599,433,57,188,60,63,65
5600,277,69,104,28,42,34
5601,224,60,82,31,24,27
5602,407,69,169,59,60,50
5603,346,60,143,41,52,50
5604,458,56,201,65,69,67
5605,362,70,146,42,51,53
5606,472,58,207,69,70,68
5607,154,60,47,12,17,18
5608,397,67,165,53,53,59
5609,473,61,206,66,72,68
5610,129,45,42,13,19,10
5611,124,40,42,17,13,12
5612,206,66,70,36,13,21
5613,117,31,43,13,17,13
5614,417,63,177,53,71,53
5615,445,57,194,60,74,60
5616,479,69,205,68,74,63
5617,467,69,199,62,69,68
5618,223,49,87,27,29,31
5619,470,64,203,65,68,70
5620,477,55,211,70,72,69
5621,420,74,173,58,58,57
5622,472,66,203,65,70,68
5623,287,65,111,39,38,34
5624,312,70,121,46,38,37
5625,125,55,35,11,13,11
5626,492,70,211,69,72,70
5627,314,62,126,40,42,44
5628,464,60,202,68,69,65
5629,443,51,196,63,67,66
5630,172,60,56,21,19,16
5631,319,59,130,39,47,44
5632,193,67,63,18,24,21
5633,443,55,194,57,69,68
5634,472,62,205,70,68,67
5635,469,59,205,72,65,68
5636,357,71,143,50,55,38
5637,344,66,139,60,39,40
5638,470,54,208,71,69,68
5639,123,47,38,12,15,11
5640,217,65,76,28,26,22
5641,281,73,104,36,33,35
5642,477,65,206,69,68,69
5643,289,65,112,49,35,28
5644,466,64,201,69,66,66
5645,151,61,45,20,11,14
5646,453,53,200,68,70,62
5647,319,67,126,49,47,30
5648,419,59,180,52,64,64
5649,447,55,196,60,68,68
5650,451,63,194,64,67,63
5651,294,52,121,69,25,27
5652,467,61,203,70,70,63
5653,420,78,171,65,59,47
5654,415,53,181,57,60,64
5655,264,66,99,53,34,12
5656,476,52,212,72,72,68
5657,347,51,148,42,58,48
5658,253,57,98,15,43,40
5659,95,41,27,9,11,7
5660,390,64,163,57,56,50
5661,124,58,33,11,10,12
5662,458,56,201,68,69,64
5663,453,57,198,70,60,68
5664,267,71,98,58,22,18
5665,272,64,104,37,38,29
5666,114,36,39,12,13,14
5667,183,59,62,22,19,21
5668,475,55,210,68,72,70
5669,128,46,41,12,18,11
5670,257,67,95,43,24,28
5671,464,66,199,65,68,66
5672,484,68,208,67,70,71
5673,457,73,192,58,69,65
5674,271,55,108,33,36,39
5675,452,62,195,66,67,62
5676,191,53,69,40,14,15
5677,455,65,195,64,67,64
5678,361,65,148,53,48,47
5679,462,62,200,65,68,67
5680,457,65,196,66,63,67
5681,374,66,154,68,47,39
5682,471,57,207,66,71,70
5683,434,54,190,63,61,66
5684,489,65,212,71,73,68
5685,440,56,192,62,68,62
5686,453,61,196,64,66,66
5687,459,69,195,64,65,66
5688,201,59,71,22,28,21
5689,250,70,90,41,24,25
5690,454,58,198,66,68,64
5691,490,76,207,69,71,67
5692,455,43,206,75,70,61
5693,481,67,207,68,70,69
5694,167,63,52,18,19,15
5695,172,68,52,23,15,14
5696,485,65,210,70,71,69
5697,285,67,109,27,42,40
5698,500,68,216,72,74,70
5699,296,74,111,66,22,23
5700,305,67,119,28,51,40
5701,467,59,204,68,69,67
5702,471,69,201,66,70,65
5703,174,60,57,15,20,22
5704,481,67,207,70,66,71
5705,454,60,197,68,65,64
5706,294,68,113,36,42,35
5707,469,65,202,65,70,67
5708,483,73,205,67,70,68
5709,464,64,200,66,70,64
5710,493,65,214,71,74,69
5711,377,69,154,59,49,46
5712,181,55,63,33,14,16
5713,471,63,204,68,68,68
5714,473,63,205,68,70,67
5715,475,63,206,69,69,68
5716,132,50,41,19,12,10
5717,452,68,192,63,67,62
5718,479,69,205,69,69,67
5719,449,67,191,59,66,66
5720,255,61,97,36,38,23
5721,126,50,38,8,17,13
5722,395,61,167,48,66,53
5723,223,71,76,23,30,23
5724,472,64,204,69,69,66
5725,306,56,125,37,46,42
5726,134,62,36,10,15,11
5727,307,75,116,35,35,46
5728,399,69,165,58,59,48
5729,281,59,111,38,40,33
5730,472,58,207,70,70,67
5731,472,76,198,63,68,67
5732,389,55,167,47,59,61
5733,298,58,120,38,42,40
5734,477,55,211,70,71,70
5735,453,69,192,59,68,65
5736,296,62,117,59,30,28
5737,486,70,208,70,72,66
5738,453,69,192,63,66,63
5739,478,62,208,67,69,72
5740,462,62,200,66,68,66
5741,351,51,150,40,59,51
5742,233,69,82,20,28,34
5743,177,59,59,21,23,15
5744,281,67,107,50,28,29
5745,435,61,187,64,65,58
5746,477,65,206,65,72,69
5747,488,70,209,72,68,69
5748,476,66,205,61,66,78
5749,524,66,229,76,79,74
5750,82,24,29,6,11,12
5751,420,72,174,61,60,53
5752,461,61,200,64,69,67
5753,478,68,205,67,67,71
5754,357,67,145,50,48,47
5755,471,67,202,67,68,67
5756,454,66,194,62,67,65
5757,333,67,133,50,45,38
5758,176,62,57,10,24,23
5759,178,66,56,18,23,15
5760,323,73,125,29,50,46
5761,274,64,105,39,32,34
5762,424,60,182,63,59,60
5763,465,69,198,62,70,66
5764,239,59,90,35,31,24
5765,93,13,40,15,13,12
5766,278,62,108,39,40,29
5767,427,63,182,60,65,57
5768,468,66,201,65,69,67
5769,346,58,144,46,48,50
5770,490,70,210,70,70,70
5771,156,50,53,16,19,18
5772,198,78,60,20,25,15
5773,163,63,50,14,20,16
5774,446,58,194,57,69,68
5775,462,60,201,66,68,67
5776,473,71,201,62,71,68
5777,186,68,59,21,17,21
5778,452,60,196,64,68,64
5779,502,70,216,69,74,73
5780,483,67,208,70,71,67
5781,215,63,76,16,31,29
5782,476,56,210,68,72,70
5783,167,57,55,22,15,18
5784,429,61,184,63,61,60
5785,440,64,188,59,65,64
5786,482,66,208,70,71,67
5787,258,58,100,40,38,22
5788,314,68,123,40,44,39
5789,130,38,46,21,13,12
5790,471,59,206,68,69,69
5791,356,70,143,45,46,52
5792,209,67,71,25,21,25
5793,453,69,192,60,65,67
5794,442,56,193,60,71,62
5795,480,68,206,69,68,69
5796,473,67,203,67,67,69
5797,430,60,185,71,57,57
5798,457,61,198,61,67,70
5799,478,72,203,70,66,67
5800,466,68,199,67,69,63
5801,468,68,200,69,70,61
5802,115,43,36,13,11,12
5803,453,61,196,61,68,67
5804,389,57,166,50,58,58
5805,143,67,38,12,12,14
5806,462,60,201,68,66,67
5807,454,52,201,65,68,68
5808,320,50,135,50,45,40
5809,395,57,169,60,57,52
5810,501,63,219,73,73,73
5811,452,72,190,58,67,65
5812,430,64,183,57,64,62
5813,195,73,61,30,15,16
5814,477,59,209,70,70,69
5815,178,58,60,20,17,23
5816,264,64,100,36,35,29
5817,229,69,80,42,18,20
5818,354,62,146,61,45,40
5819,455,63,196,63,65,68
5820,442,62,190,59,66,65
5821,471,73,199,66,67,66
5822,477,67,205,68,70,67
5823,360,74,143,53,49,41
5824,469,67,201,63,72,66
5825,506,70,218,70,73,75
5826,500,64,218,70,73,75
5827,460,62,199,66,66,67
5828,462,70,196,66,65,65
5829,139,19,60,23,24,13
5830,233,69,82,31,28,23
5831,459,69,195,62,67,66
5832,327,65,131,40,50,41
5833,448,66,191,67,64,60
5834,256,68,94,37,25,32
5835,461,57,202,67,68,67
5836,384,70,157,39,65,53
5837,187,69,59,18,20,21
5838,446,66,190,64,66,60
5839,494,64,215,67,75,73
5840,252,60,96,42,32,22
5841,116,32,42,18,11,13
5842,219,65,77,29,28,20
5843,474,66,204,65,70,69
5844,249,59,95,33,33,29
5845,294,60,117,44,34,39
5846,115,41,37,15,12,10
5847,226,66,80,17,32,31
5848,461,65,198,65,69,64
5849,258,66,96,29,39,28
5850,466,62,202,66,68,68
5851,470,66,202,65,72,65
5852,480,76,202,72,64,66
5853,281,71,105,33,34,38
5854,490,60,215,75,71,69
5855,105,45,30,8,11,11
5856,486,66,210,69,72,69
5857,435,55,190,60,64,66
5858,453,63,195,66,67,62
5859,457,55,201,63,71,67
5860,92,38,27,8,9,10
5861,473,57,208,67,71,70
5862,264,68,98,23,41,34
5863,343,69,137,62,40,35
5864,339,71,134,48,45,41
5865,445,59,193,67,64,62
5866,162,50,56,19,16,21
5867,279,67,106,46,27,33
5868,480,66,207,71,66,70
5869,440,54,193,64,65,64
5870,297,65,116,48,34,34
5871,447,59,194,65,64,65
5872,477,63,207,67,72,68
5873,456,68,194,66,63,65
5874,139,57,41,12,13,16
5875,155,29,63,28,18,17
5876,484,66,209,68,70,71
5877,465,67,199,62,69,68
5878,458,64,197,66,67,64
5879,123,51,36,14,11,11
5880,185,67,59,22,20,17
5881,478,62,208,69,71,68
5882,477,55,211,72,72,67
5883,338,70,134,53,41,40
5884,395,75,160,48,55,57
5885,474,64,205,72,68,65
5886,306,64,121,51,32,38
5887,148,48,50,16,14,20
5888,251,71,90,30,32,28
5889,294,76,109,55,34,20
5890,461,67,197,66,65,66
5891,420,68,176,61,61,54
5892,480,68,206,69,67,70
5893,456,58,199,66,67,66
5894,279,63,108,35,40,33
5895,440,56,192,67,63,62
5896,469,75,197,71,65,61
5897,474,64,205,70,69,66
5898,464,62,201,69,68,64
5899,458,64,197,71,66,60
5900,431,73,179,60,60,59
5901,332,62,135,49,40,46
5902,476,70,203,70,68,65
5903,451,57,197,64,66,67
5904,199,63,68,25,21,22
5905,253,61,96,30,33,33
5906,474,64,205,68,70,67
5907,267,71,98,22,34,42
5908,462,64,199,67,68,64
5909,232,58,87,54,14,19
5910,448,58,195,64,66,65
5911,248,62,93,32,31,30
5912,470,68,201,64,70,67
5913,275,61,107,28,41,38
5914,461,53,204,67,68,69
5915,271,61,105,32,40,33
5916,483,59,212,66,76,70
5917,327,73,127,32,53,42
5918,484,70,207,65,70,72
5919,481,59,211,71,72,68
5920,454,66,194,58,66,70
5921,479,67,206,69,67,70
5922,478,68,205,66,70,69
5923,490,74,208,70,76,62
5924,463,69,197,68,65,64
5925,447,51,198,67,65,66
5926,431,55,188,61,63,64
5927,167,61,53,16,21,16
5928,418,56,181,60,58,63
5929,179,59,60,30,16,14
5930,467,57,205,70,69,66
5931,436,56,190,61,66,63
5932,488,64,212,72,70,70
5933,443,57,193,59,65,69
5934,169,57,56,21,19,16
5935,376,62,157,52,52,53
5936,156,68,44,16,14,14
5937,452,58,197,68,69,60
5938,443,65,189,63,64,62
5939,234,68,83,46,19,18
5940,466,56,205,62,73,70
5941,439,63,188,58,67,63
5942,450,58,196,65,67,64
5943,170,70,50,17,19,14
5944,487,69,209,68,71,70
5945,189,65,62,25,21,16
5946,197,69,64,20,26,18
5947,325,71,127,46,46,35
5948,279,55,112,34,40,38
5949,268,58,105,32,37,36
5950,423,67,178,67,58,53
5951,454,64,195,62,66,67
5952,456,66,195,65,68,62
5953,172,74,49,15,18,16
5954,306,70,118,31,48,39
5955,217,67,75,28,25,22
5956,416,60,178,65,61,52
5957,448,60,194,67,65,62
5958,476,60,208,68,71,69
5959,117,55,31,9,11,11
5960,320,66,127,40,49,38
5961,343,75,134,38,47,49
5962,160,66,47,17,15,15
5963,492,64,214,71,72,71
5964,442,58,192,63,63,66
5965,453,69,192,59,68,65
5966,439,63,188,59,65,64
5967,335,67,134,32,49,53
5968,261,65,98,37,30,31
5969,461,55,203,68,69,66
5970,217,61,78,31,24,23
5971,305,53,126,47,36,43
5972,263,57,103,45,38,20
5973,329,71,129,55,44,30
5974,199,59,70,31,21,18
5975,326,60,133,58,37,38
5976,466,60,203,64,71,68
5977,375,69,153,40,55,58
5978,266,68,99,38,32,29
5979,144,42,51,19,17,15
5980,475,65,205,60,73,72
5981,364,60,152,43,58,51
5982,480,68,206,70,69,67
5983,293,69,112,39,37,36
5984,456,74,191,68,69,54
5985,242,60,91,52,21,18
5986,452,62,195,63,67,65
5987,488,68,210,74,69,67
5988,473,71,201,66,69,66
5989,450,62,194,65,65,64
5990,444,70,187,61,64,62
5991,471,63,204,68,69,67
5992,428,58,185,65,63,57
5993,464,64,200,66,67,67
5994,436,70,183,62,63,58
5995,430,74,178,59,60,59
5996,255,69,93,39,25,29
5997,263,65,99,35,33,31
5998,456,54,201,65,71,65
5999,263,67,98,30,35,33
6000,467,53,207,70,70,67
6001,459,65,197,63,67,67
6002,190,60,65,31,19,15
6003,452,68,192,61,67,64
6004,445,65,190,64,60,66
6005,461,65,198,65,67,66
6006,213,69,72,27,23,22
6007,457,55,201,67,70,64
6008,466,54,206,69,68,69
6009,263,51,106,35,37,34
6010,308,72,118,35,48,35
6011,300,68,116,57,30,29
6012,454,58,198,65,70,63
6013,396,76,160,53,55,52
6014,265,69,98,37,31,30
6015,306,70,118,40,38,40
6016,460,74,193,63,66,64
6017,320,66,127,47,42,38
6018,269,69,100,56,24,20
6019,461,53,204,71,67,66
6020,449,71,189,66,65,58
6021,164,62,51,19,18,14
6022,484,66,209,67,72,70
6023,242,68,87,34,29,24
6024,469,61,204,61,73,70
6025,393,69,162,55,62,45
6026,247,57,95,39,32,24
6027,463,65,199,63,68,68
6028,333,71,131,37,48,46
6029,381,61,160,53,55,52
6030,272,64,104,35,34,35
6031,472,64,204,65,74,65
6032,344,68,138,30,55,53
6033,439,69,185,60,66,59
6034,458,62,198,66,65,67
6035,181,67,57,16,23,18
6036,458,60,199,62,71,66
6037,264,66,99,51,26,22
6038,296,68,114,37,42,35
6039,377,67,155,55,52,48
6040,492,74,209,77,67,65
6041,303,51,126,30,49,47
6042,284,68,108,28,40,40
6043,234,66,84,34,26,24
6044,471,59,206,68,70,68
6045,301,69,116,44,42,30
6046,461,67,197,69,66,62
6047,176,50,63,21,24,18
6048,394,72,161,53,59,49
6049,302,68,117,35,49,33
6050,246,58,94,48,26,20
6051,471,65,203,61,72,70
6052,476,66,205,68,72,65
6053,498,70,214,70,73,71
6054,477,57,210,66,73,71
6055,350,64,143,41,56,46
6056,499,73,213,68,74,71
6057,480,70,205,69,67,69
6058,292,66,113,36,39,38
6059,129,61,34,17,8,9
6060,340,70,135,43,41,51
6061,430,54,188,64,64,60
6062,475,65,205,66,67,72
6063,469,61,204,67,71,66
6064,486,62,212,71,72,69
6065,484,60,212,68,74,70
6066,470,64,203,69,68,66
6067,490,68,211,70,72,69
6068,457,49,204,70,68,66
6069,234,60,87,24,31,32
6070,463,65,199,69,66,64
6071,141,51,45,20,12,13
6072,421,61,180,59,57,64
6073,464,68,198,69,64,65
6074,460,64,198,68,66,64
6075,255,65,95,52,22,21
6076,464,64,200,68,68,64
6077,469,65,202,66,68,68
6078,464,62,201,63,70,68
6079,237,55,91,35,25,31
6080,196,68,64,20,23,21
6081,129,53,38,13,13,12
6082,474,60,207,67,71,69
6083,484,68,208,69,69,70
6084,277,67,105,45,33,27
6085,452,56,198,63,65,70
6086,149,55,47,16,16,15
6087,481,61,210,69,71,70
6088,485,61,212,71,72,69
6089,472,70,201,67,68,66
6090,479,51,214,71,72,71
6091,281,67,107,43,33,31
6092,471,69,201,64,69,68
6093,493,71,211,67,73,71
6094,479,67,206,66,69,71
6095,284,70,107,25,39,43
6096,468,52,208,66,74,68
6097,173,61,56,15,21,20
6098,477,71,203,68,70,65
6099,440,60,190,62,63,65
6100,245,65,90,40,22,28
6101,220,64,78,52,16,10
6102,455,59,198,66,65,67
6103,424,56,184,55,63,66
6104,495,73,211,69,74,68
6105,278,68,105,34,37,34
6106,143,63,40,8,19,13
6107,453,63,195,62,71,62
6108,456,70,193,63,66,64
6109,294,66,114,23,50,41
6110,481,71,205,68,69,68
6111,451,65,193,64,64,65
6112,464,70,197,65,70,62
6113,475,69,203,72,66,65
6114,285,69,108,38,38,32
6115,445,55,195,65,68,62
6116,450,56,197,64,67,66
6117,439,67,186,59,65,62
6118,166,66,50,19,16,15
6119,428,52,188,61,64,63
6120,463,65,199,66,68,65
6121,209,69,70,22,27,21
6122,475,69,203,71,68,64
6123,480,66,207,68,70,69
6124,477,59,209,68,73,68
6125,482,62,210,66,74,70
6126,398,72,163,49,58,56
6127,470,62,204,69,68,67
6128,234,70,82,25,36,21
6129,455,69,193,60,66,67
6130,132,50,41,15,14,12
6131,488,62,213,67,72,74
6132,209,63,73,31,30,12
6133,429,69,180,61,62,57
6134,124,54,35,10,13,12
6135,458,66,196,67,68,61
6136,225,59,83,44,19,20
6137,443,61,191,64,62,65
6138,425,55,185,63,63,59
6139,237,71,83,17,34,32
6140,463,59,202,68,69,65
6141,104,40,32,10,10,12
6142,258,62,98,33,32,33
6143,469,63,203,69,68,66
6144,471,61,205,72,68,65
6145,268,58,105,32,35,38
6146,494,70,212,69,71,72
6147,249,65,92,27,31,34
6148,280,70,105,47,32,26
6149,288,66,111,31,34,46
6150,466,58,204,65,73,66
6151,117,53,32,8,15,9
6152,256,58,99,20,40,39
6153,474,60,207,70,69,68
6154,452,58,197,62,70,65
6155,473,75,199,71,71,57
6156,491,73,209,73,68,68
6157,321,69,126,47,32,47
6158,407,67,170,59,59,52
6159,317,61,128,38,43,47
6160,277,73,102,40,33,29
6161,491,63,214,73,71,70
6162,442,62,190,60,66,64
6163,244,66,89,28,34,27
6164,471,63,204,66,72,66
6165,285,67,109,33,36,40
6166,203,51,76,22,25,29
6167,97,35,31,7,11,13
6168,485,61,212,69,72,71
6169,163,51,56,18,15,23
6170,449,49,200,67,70,63
6171,397,65,166,55,60,51
6172,449,57,196,66,66,64
6173,196,56,70,21,25,24
6174,163,49,57,25,15,17
6175,425,61,182,58,66,58
6176,143,57,43,14,12,17
6177,481,67,207,68,69,70
6178,442,62,190,61,67,62
6179,308,56,126,30,43,53
6180,322,64,129,49,41,39
6181,140,60,40,15,12,13
6182,444,66,189,58,68,63
6183,194,70,62,18,19,25
6184,125,53,36,11,13,12
6185,284,58,113,34,39,40
6186,162,56,53,22,13,18
6187,475,63,206,65,71,70
6188,237,65,86,20,38,28
6189,457,67,195,63,67,65
6190,446,62,192,65,65,62
6191,238,66,86,32,30,24
