player_id,attacking,crossing,finishing,heading_accuracy,short_passing,volleys
2802,283,59,51,68,73,32
2803,255,56,45,55,73,26
2804,327,80,51,64,73,59
2805,336,66,77,62,66,65
2806,332,74,57,71,75,55
2807,346,65,74,62,72,73
2808,338,68,73,64,69,64
2809,313,67,65,44,75,62
2810,238,39,30,73,63,33
2811,342,52,75,76,71,68
2812,236,38,35,72,65,26
2813,328,65,69,57,68,69
2814,270,29,45,73,68,55
2815,366,69,76,72,74,75
2816,82,10,10,17,35,10
2817,289,69,45,70,72,33
2818,245,38,32,73,69,33
2819,312,36,77,76,63,60
2820,309,65,70,51,66,57
2821,304,71,54,63,69,47
2822,241,29,38,80,66,28
2823,272,68,38,57,69,40
2824,317,71,47,63,83,53
2825,297,56,52,63,74,52
2826,266,72,32,62,67,33
2827,329,73,70,52,73,61
2828,315,67,66,54,65,63
2829,314,69,53,65,74,53
2830,305,71,66,48,65,55
2831,322,71,68,59,67,57
2832,325,65,66,56,68,70
2833,290,70,35,66,69,50
2834,276,60,45,71,65,35
2835,353,65,70,74,72,72
2836,84,15,15,16,24,14
2837,319,73,54,64,70,58
2838,324,70,68,60,66,60
2839,276,68,28,62,69,49
2840,88,21,13,15,25,14
2841,332,62,74,61,69,66
2842,333,40,73,77,67,76
2843,331,66,71,47,75,72
2844,323,64,46,70,75,68
2845,291,66,69,32,69,55
2846,83,16,20,18,12,17
2847,340,66,68,68,72,66
2848,341,74,65,54,75,73
2849,338,54,77,73,65,69
2850,270,60,46,51,73,40
2851,341,77,67,52,77,68
2852,311,70,53,62,68,58
2853,85,18,11,12,28,16
2854,272,66,28,68,73,37
2855,268,67,30,68,72,31
2856,292,72,40,59,73,48
2857,280,51,40,75,70,44
2858,204,30,22,79,53,20
2859,268,67,33,70,66,32
2860,325,71,56,58,78,62
2861,341,70,66,77,67,61
2862,298,75,52,54,70,47
2863,308,73,46,65,71,53
2864,340,71,71,54,72,72
2865,279,65,65,24,73,52
2866,281,61,32,83,66,39
2867,257,40,22,72,65,58
2868,269,68,38,70,65,28
2869,245,49,25,74,67,30
2870,66,14,10,14,18,10
2871,350,62,76,73,65,74
2872,263,36,34,74,63,56
2873,340,70,66,60,79,65
2874,77,11,13,11,31,11
2875,271,72,35,61,67,36
2876,297,69,45,73,71,39
2877,307,69,53,47,74,64
2878,110,21,20,18,31,20
2879,238,40,29,70,71,28
2880,309,76,61,43,67,62
2881,339,55,75,76,66,67
2882,285,71,53,46,75,40
2883,216,37,23,76,54,26
2884,302,55,53,63,75,56
2885,340,71,74,58,69,68
2886,322,51,79,72,57,63
2887,339,69,65,61,77,67
2888,307,72,58,62,64,51
2889,334,73,61,64,77,59
2890,322,48,73,69,66,66
2891,242,43,23,76,70,30
2892,86,14,15,18,23,16
2893,256,70,22,60,66,38
2894,321,64,55,73,69,60
2895,299,72,60,28,71,68
2896,318,67,69,46,71,65
2897,290,58,39,68,67,58
2898,272,70,43,54,70,35
2899,339,68,66,65,76,64
2900,288,58,56,60,70,44
2901,330,75,63,65,69,58
2902,59,10,9,11,23,6
2903,261,73,23,64,66,35
2904,311,75,53,76,75,32
2905,351,64,73,80,66,68
2906,199,17,27,77,55,23
2907,336,66,76,57,68,69
2908,325,65,58,63,75,64
2909,357,71,75,70,69,72
2910,348,64,76,73,72,63
2911,293,73,49,58,74,39
2912,348,51,75,77,69,76
2913,332,70,65,57,77,63
2914,325,70,65,46,74,70
2915,337,65,71,70,67,64
2916,327,72,69,64,66,56
2917,122,17,20,30,36,19
2918,326,70,56,76,70,54
2919,310,73,44,64,69,60
2920,304,58,65,44,77,60
2921,300,77,62,51,67,43
2922,336,66,71,55,74,70
2923,74,12,12,20,15,15
2924,337,64,73,59,69,72
2925,320,75,68,62,72,43
2926,355,60,76,79,66,74
2927,284,48,24,76,70,66
2928,282,44,46,76,73,43
2929,274,57,41,55,74,47
2930,353,70,72,63,75,73
2931,271,66,41,53,70,41
2932,293,70,43,67,69,44
2933,299,71,47,67,71,43
2934,288,72,40,59,68,49
2935,337,70,62,65,76,64
2936,315,70,65,50,69,61
2937,104,20,16,21,27,20
2938,316,68,63,51,70,64
2939,312,55,73,58,73,53
2940,334,56,74,77,64,63
2941,312,70,66,45,72,59
2942,77,11,10,14,27,15
2943,245,39,25,74,67,40
2944,274,57,42,72,75,28
2945,262,43,39,74,71,35
2946,360,74,71,61,77,77
2947,347,62,75,73,68,69
2948,332,76,66,56,75,59
2949,275,68,34,66,66,41
2950,299,77,59,42,62,59
2951,239,38,38,64,64,35
2952,343,67,60,71,80,65
2953,331,79,54,66,72,60
2954,367,58,79,82,69,79
2955,282,70,48,53,66,45
2956,343,74,57,70,77,65
2957,299,67,41,67,72,52
2958,298,72,63,39,72,52
2959,331,65,76,59,72,59
2960,344,63,74,74,72,61
2961,87,11,9,19,33,15
2962,323,65,68,47,73,70
2963,261,60,47,52,67,35
2964,285,66,54,46,71,48
2965,336,64,73,59,76,64
2966,315,60,69,51,79,56
2967,315,72,57,62,73,51
2968,347,62,75,70,69,71
2969,269,54,42,72,72,29
2970,247,43,31,79,62,32
2971,77,20,13,19,12,13
2972,262,46,36,74,64,42
2973,331,41,75,73,66,76
2974,329,67,59,70,71,62
2975,322,79,67,36,70,70
2976,347,84,71,56,74,62
2977,100,13,12,11,52,12
2978,303,80,35,73,78,37
2979,307,74,47,64,72,50
2980,327,71,59,50,79,68
2981,270,46,36,76,68,44
2982,319,76,45,69,74,55
2983,333,66,68,67,70,62
2984,315,63,64,59,74,55
2985,283,47,49,72,60,55
2986,336,61,77,71,68,59
2987,325,69,66,49,76,65
2988,235,39,39,81,52,24
2989,331,68,75,48,69,71
2990,224,35,25,76,62,26
2991,339,68,75,61,71,64
2992,276,67,51,25,69,64
2993,328,69,63,58,72,66
2994,296,68,49,65,69,45
2995,282,74,41,64,69,34
2996,307,64,46,64,74,59
2997,325,69,68,50,73,65
2998,340,71,68,72,73,56
2999,309,77,46,75,69,42
3000,330,50,76,78,63,63
3001,294,67,38,68,70,51
3002,317,71,70,56,71,49
3003,73,11,12,13,24,13
3004,88,14,17,16,24,17
3005,237,30,40,79,59,29
3006,308,63,60,53,76,56
3007,284,66,45,68,64,41
3008,309,47,73,62,62,65
3009,310,36,76,69,65,64
3010,341,80,62,57,76,66
3011,311,65,69,54,64,59
3012,254,46,43,59,73,33
3013,301,66,62,45,74,54
3014,243,65,38,54,52,34
3015,317,58,62,62,76,59
3016,240,46,30,71,67,26
3017,322,70,69,43,76,64
3018,244,49,30,75,60,30
3019,247,60,38,44,65,40
3020,332,76,64,38,79,75
3021,268,53,62,58,73,22
3022,349,76,62,60,78,73
3023,348,63,81,70,69,65
3024,356,61,79,76,66,74
3025,326,75,57,60,74,60
3026,293,55,48,73,64,53
3027,305,69,58,44,72,62
3028,97,24,14,13,34,12
3029,335,74,60,66,70,65
3030,298,73,65,40,69,51
3031,247,45,43,69,60,30
3032,243,66,40,37,67,33
3033,290,65,59,51,77,38
3034,356,72,73,72,71,68
3035,305,59,54,65,74,53
3036,321,64,57,68,71,61
3037,312,57,58,55,80,62
3038,353,63,74,74,68,74
3039,243,30,28,74,65,46
3040,308,72,45,59,73,59
3041,219,22,35,75,50,37
3042,245,38,32,73,69,33
3043,273,56,32,73,70,42
3044,334,69,57,64,75,69
3045,340,68,68,61,76,67
3046,343,68,69,67,71,68
3047,222,60,20,65,63,14
3048,322,74,56,42,76,74
3049,266,42,42,69,71,42
3050,282,69,50,72,67,24
3051,229,30,36,70,63,30
3052,353,75,68,62,77,71
3053,307,73,63,36,74,61
3054,325,67,62,60,72,64
3055,305,69,58,50,80,48
3056,320,45,75,72,62,66
3057,335,79,61,55,76,64
3058,307,61,52,70,77,47
3059,67,11,10,10,26,10
3060,300,58,60,71,76,35
3061,256,68,28,59,70,31
3062,293,56,51,64,75,47
3063,300,74,41,69,74,42
3064,308,70,59,66,70,43
3065,270,51,41,74,68,36
3066,296,74,58,25,75,64
3067,82,9,13,9,38,13
3068,264,73,31,61,64,35
3069,290,73,39,62,69,47
3070,302,62,47,74,68,51
3071,308,68,63,56,70,51
3072,309,71,48,59,67,64
3073,334,63,71,60,72,68
3074,99,22,15,14,32,16
3075,293,67,48,64,67,47
3076,257,47,35,66,69,40
3077,333,70,71,53,73,66
3078,335,66,62,70,77,60
3079,261,66,44,51,61,39
3080,331,68,69,59,69,66
3081,295,57,47,72,69,50
3082,318,71,66,52,64,65
3083,322,69,69,52,73,59
3084,313,43,76,68,70,56
3085,338,73,66,59,71,69
3086,226,45,28,82,42,29
3087,292,73,35,69,72,43
3088,98,11,14,11,48,14
3089,338,54,75,74,63,72
3090,84,15,15,13,29,12
3091,347,46,72,78,77,74
3092,302,72,65,42,69,54
3093,249,57,38,29,80,45
3094,302,64,65,52,70,51
3095,314,65,59,62,75,53
3096,275,72,48,66,69,20
3097,290,54,44,76,65,51
3098,273,69,64,35,69,36
3099,327,73,75,52,70,57
3100,274,65,38,48,76,47
3101,70,12,13,12,23,10
3102,317,75,57,59,73,53
3103,261,65,40,47,68,41
3104,60,12,10,16,12,10
3105,238,28,35,74,64,37
3106,269,67,35,59,66,42
3107,238,58,24,73,59,24
3108,276,52,39,74,67,44
3109,242,44,35,71,59,33
3110,76,12,13,12,28,11
3111,270,68,37,62,65,38
3112,273,64,32,71,65,41
3113,292,68,62,44,68,50
3114,275,43,48,71,70,43
3115,312,69,67,39,73,64
3116,316,69,65,49,77,56
3117,314,68,64,58,66,58
3118,315,71,62,62,69,51
3119,315,69,56,69,76,45
3120,313,68,68,49,71,57
3121,297,64,59,45,77,52
3122,316,72,52,64,69,59
3123,331,62,69,66,71,63
3124,346,76,66,56,76,72
3125,328,69,67,58,68,66
3126,306,65,65,44,75,57
3127,277,65,34,75,71,32
3128,304,45,65,73,71,50
3129,291,67,46,64,70,44
3130,343,68,72,64,68,71
3131,329,71,67,55,67,69
3132,253,63,33,62,61,34
3133,340,52,74,80,65,69
3134,304,74,66,22,74,68
3135,294,67,68,54,63,42
3136,328,48,80,74,59,67
3137,315,70,48,54,75,68
3138,296,65,69,39,68,55
3139,303,63,68,49,65,58
3140,279,63,51,43,73,49
3141,281,69,40,58,67,47
3142,266,58,53,37,72,46
3143,294,72,49,68,69,36
3144,356,60,76,73,72,75
3145,308,73,50,60,68,57
3146,305,57,58,56,74,60
3147,253,42,47,72,59,33
3148,309,63,47,76,75,48
3149,345,60,75,70,68,72
3150,322,70,64,55,71,62
3151,337,58,70,73,66,70
3152,92,18,18,12,29,15
3153,253,56,45,55,76,21
3154,245,48,30,74,69,24
3155,261,42,40,69,72,38
3156,319,65,66,67,73,48
3157,305,57,50,73,72,53
3158,322,59,72,47,75,69
3159,336,68,68,68,69,63
3160,312,69,60,59,74,50
3161,310,74,65,32,76,63
3162,78,18,14,17,16,13
3163,345,68,73,62,73,69
3164,337,69,71,62,71,64
3165,363,69,73,68,75,78
3166,306,67,55,67,73,44
3167,244,32,37,76,67,32
3168,283,67,45,69,71,31
3169,269,40,48,77,58,46
3170,325,67,69,59,71,59
3171,81,12,16,14,27,12
3172,265,78,30,57,67,33
3173,332,82,62,49,72,67
3174,290,48,60,62,75,45
3175,343,47,74,77,75,70
3176,302,60,56,54,76,56
3177,341,74,65,57,75,70
3178,304,66,68,43,72,55
3179,295,66,71,46,68,44
3180,311,76,53,58,73,51
3181,312,65,67,46,67,67
3182,320,74,55,54,72,65
3183,189,14,30,70,60,15
3184,354,52,74,85,62,81
3185,288,80,56,30,65,57
3186,278,49,51,75,65,38
3187,80,12,14,15,26,13
3188,273,76,30,60,68,39
3189,335,68,75,67,65,60
3190,290,65,66,47,67,45
3191,310,71,55,69,71,44
3192,299,73,71,43,69,43
3193,347,70,65,64,79,69
3194,307,63,63,52,73,56
3195,313,64,55,71,69,54
3196,281,59,59,46,75,42
3197,233,35,30,68,69,31
3198,315,52,71,65,60,67
3199,291,72,55,70,69,25
3200,96,21,13,13,37,12
3201,224,39,24,73,65,23
3202,313,66,55,63,73,56
3203,278,74,30,68,70,36
3204,342,58,72,82,63,67
3205,348,67,73,74,70,64
3206,309,65,65,51,72,56
3207,343,73,67,63,73,67
3208,219,21,40,72,61,25
3209,358,69,70,74,73,72
3210,213,22,32,73,63,23
3211,273,64,48,57,69,35
3212,92,14,16,20,26,16
3213,334,71,69,60,71,63
3214,255,66,35,53,67,34
3215,294,72,44,62,68,48
3216,328,71,62,60,80,55
3217,304,69,64,46,65,60
3218,286,51,51,73,72,39
3219,226,39,20,73,64,30
3220,231,37,27,73,68,26
3221,345,57,74,79,66,69
3222,285,72,62,43,70,38
3223,242,45,28,74,69,26
3224,293,64,64,44,66,55
3225,336,64,64,63,76,69
3226,323,44,79,69,62,69
3227,323,63,69,57,71,63
3228,301,57,56,65,75,48
3229,68,11,10,13,24,10
3230,335,69,70,60,69,67
3231,334,72,70,60,71,61
3232,227,30,22,72,70,33
3233,94,7,9,47,24,7
3234,271,65,37,61,69,39
3235,313,69,66,47,74,57
3236,97,25,15,14,29,14
3237,310,61,67,63,60,59
3238,254,63,31,69,58,33
3239,317,62,71,64,66,54
3240,349,64,75,74,70,66
3241,336,72,64,69,76,55
3242,99,13,12,14,43,17
3243,216,26,23,74,64,29
3244,286,73,53,42,71,47
3245,316,69,66,48,67,66
3246,324,71,67,51,73,62
3247,330,51,76,70,60,73
3248,324,44,75,75,64,66
3249,363,66,69,78,74,76
3250,312,59,71,52,70,60
3251,317,61,53,74,67,62
3252,308,52,76,62,62,56
3253,334,54,73,70,68,69
3254,241,51,24,71,68,27
3255,324,68,66,48,75,67
3256,271,50,40,71,66,44
3257,346,63,75,72,68,68
3258,264,52,47,50,74,41
3259,329,68,70,49,70,72
3260,334,73,72,42,74,73
3261,255,59,33,53,73,37
3262,281,55,53,68,72,33
3263,87,15,20,17,17,18
3264,294,61,67,42,74,50
3265,230,30,32,70,58,40
3266,258,73,35,58,68,24
3267,329,58,75,73,60,63
3268,226,36,23,76,56,35
3269,294,70,33,64,70,57
3270,285,68,61,36,70,50
3271,304,65,61,51,76,51
3272,319,74,70,49,68,58
3273,247,50,40,76,56,25
3274,224,26,23,74,71,30
3275,277,67,45,55,65,45
3276,291,70,53,48,65,55
3277,321,61,69,61,63,67
3278,251,57,35,65,71,23
3279,99,19,16,15,35,14
3280,327,75,60,50,70,72
3281,325,73,62,56,70,64
3282,322,63,65,55,74,65
3283,310,65,68,46,66,65
3284,272,64,50,71,64,23
3285,342,74,64,58,73,73
3286,253,68,47,42,66,30
3287,259,39,33,72,69,46
3288,314,64,67,55,68,60
3289,319,66,63,60,65,65
3290,266,74,27,54,70,41
3291,293,60,70,50,76,37
3292,296,68,47,55,68,58
3293,280,72,30,68,71,39
3294,327,67,70,58,68,64
3295,269,55,33,58,77,46
3296,238,36,30,77,66,29
3297,258,67,32,63,66,30
3298,305,67,62,46,76,54
3299,259,75,21,65,65,33
3300,340,72,72,69,73,54
3301,293,63,60,45,78,47
3302,271,55,43,53,73,47
3303,284,47,42,72,73,50
3304,317,72,59,58,72,56
3305,257,62,35,61,62,37
3306,294,59,58,62,72,43
3307,299,71,54,50,72,52
3308,327,50,74,75,60,68
3309,275,67,42,59,69,38
3310,243,57,42,55,60,29
3311,318,71,66,41,72,68
3312,316,68,70,54,66,58
3313,295,64,61,43,74,53
3314,302,58,52,61,78,53
3315,343,52,75,74,68,74
3316,64,11,7,10,28,8
3317,296,71,50,58,68,49
3318,335,62,74,64,67,68
3319,301,67,50,60,68,56
3320,313,74,61,51,72,55
3321,255,72,33,44,69,37
3322,85,12,11,13,35,14
3323,282,78,55,28,67,54
3324,310,61,52,63,75,59
3325,341,62,74,69,73,63
3326,338,72,65,59,71,71
3327,106,21,19,23,30,13
3328,298,64,71,35,66,62
3329,266,34,57,76,76,23
3330,283,69,37,63,71,43
3331,355,74,70,60,77,74
3332,313,64,62,56,62,69
3333,289,59,44,72,68,46
3334,342,56,74,78,62,72
3335,276,58,45,73,67,33
3336,257,59,33,57,65,43
3337,310,66,70,43,67,64
3338,266,67,31,63,68,37
3339,260,70,24,64,71,31
3340,323,64,71,59,70,59
3341,268,52,39,67,69,41
3342,301,62,54,56,77,52
3343,266,67,69,27,70,33
3344,314,58,71,62,62,61
3345,344,66,71,70,61,76
3346,307,73,49,65,69,51
3347,304,67,63,50,74,50
3348,95,19,20,12,28,16
3349,317,65,68,64,66,54
3350,259,52,41,59,71,36
3351,336,67,67,64,75,63
3352,81,11,19,13,23,15
3353,259,68,23,66,72,30
3354,260,51,34,67,73,35
3355,282,63,41,52,76,50
3356,265,43,46,63,71,42
3357,281,38,38,78,67,60
3358,339,42,73,76,71,77
3359,242,44,30,68,70,30
3360,283,69,63,34,70,47
3361,282,72,43,54,71,42
3362,306,71,65,42,68,60
3363,227,30,23,68,62,44
3364,274,39,46,65,75,49
3365,93,18,11,14,39,11
3366,242,49,29,74,67,23
3367,327,62,74,69,59,63
3368,310,74,61,52,73,50
3369,283,64,34,68,65,52
3370,270,70,36,64,69,31
3371,254,66,21,73,62,32
3372,276,65,27,59,66,59
3373,325,53,75,64,56,77
3374,325,59,62,68,74,62
3375,326,72,64,45,74,71
3376,309,72,58,50,73,56
3377,338,51,74,70,67,76
3378,86,19,17,11,28,11
3379,350,67,70,70,71,72
3380,269,73,34,61,69,32
3381,321,52,75,67,64,63
3382,261,70,44,58,66,23
3383,284,64,55,67,68,30
3384,305,72,63,57,64,49
3385,300,65,72,37,66,60
3386,327,77,66,58,73,53
3387,224,37,30,72,59,26
3388,332,72,72,43,73,72
3389,347,72,71,68,68,68
3390,341,79,58,54,75,75
3391,284,65,67,39,71,42
3392,310,73,65,40,70,62
3393,265,51,42,55,70,47
3394,233,46,26,69,66,26
3395,306,72,55,68,70,41
3396,335,63,75,59,70,68
3397,87,14,9,17,38,9
3398,91,12,15,16,34,14
3399,323,65,68,47,73,70
3400,355,68,73,71,70,73
3401,307,71,61,49,65,61
3402,266,66,24,52,71,53
3403,334,50,72,74,64,74
3404,273,65,55,62,66,25
3405,270,72,41,55,68,34
3406,321,42,74,80,53,72
3407,245,46,41,75,62,21
3408,285,73,48,56,68,40
3409,330,47,76,75,61,71
3410,233,40,31,72,67,23
3411,266,56,42,69,66,33
3412,329,56,69,71,69,64
3413,310,59,58,69,72,52
3414,310,64,65,56,76,49
3415,255,66,30,65,65,29
3416,272,74,42,58,62,36
3417,250,67,22,60,70,31
3418,261,70,36,48,71,36
3419,294,63,64,36,77,54
3420,85,14,11,17,30,13
3421,252,66,45,54,64,23
3422,315,70,63,40,70,72
3423,311,62,53,75,68,53
3424,328,71,68,70,68,51
3425,346,68,71,68,68,71
3426,255,66,26,60,66,37
3427,313,75,66,40,71,61
3428,285,58,68,36,72,51
3429,110,30,13,13,34,20
3430,341,56,74,75,69,67
3431,337,68,62,59,72,76
3432,293,66,49,69,70,39
3433,279,70,38,65,68,38
3434,88,15,12,14,31,16
3435,264,61,29,70,66,38
3436,353,70,71,68,76,68
3437,189,22,18,70,62,17
3438,213,39,28,73,47,26
3439,291,61,53,55,73,49
3440,247,68,35,53,71,20
3441,343,76,70,54,76,67
3442,327,64,69,61,67,66
3443,310,48,58,60,76,68
3444,331,65,50,75,79,62
3445,54,9,9,9,19,8
3446,247,42,33,73,66,33
3447,319,65,60,74,62,58
3448,339,67,72,68,66,66
3449,300,68,43,71,66,52
3450,257,24,38,75,65,55
3451,303,66,66,57,65,49
3452,304,73,68,41,69,53
3453,253,70,35,57,57,34
3454,307,72,64,43,70,58
3455,300,73,55,55,68,49
3456,250,54,31,71,62,32
3457,312,48,55,70,67,72
3458,327,66,67,63,70,61
3459,346,75,69,62,77,63
3460,330,68,71,56,73,62
3461,89,11,13,13,41,11
3462,279,72,54,53,72,28
3463,295,48,55,61,71,60
3464,340,59,75,72,67,67
3465,238,56,27,78,60,17
3466,328,57,75,67,68,61
3467,279,64,41,66,67,41
3468,68,9,10,12,24,13
3469,345,63,78,63,68,73
3470,345,64,75,62,76,68
3471,326,67,67,60,77,55
3472,72,11,14,13,23,11
3473,259,60,33,65,68,33
3474,341,69,74,64,72,62
3475,306,69,48,73,70,46
3476,332,67,66,69,68,62
3477,83,12,17,16,25,13
3478,320,71,66,44,73,66
3479,317,62,68,56,71,60
3480,310,75,49,68,73,45
3481,297,46,59,62,73,57
3482,260,50,36,63,74,37
3483,329,68,67,55,68,71
3484,284,59,40,72,69,44
3485,303,67,69,34,68,65
3486,308,64,72,47,76,49
3487,194,27,27,71,53,16
3488,344,50,79,80,65,70
3489,273,54,49,59,69,42
3490,275,79,34,54,64,44
3491,269,55,36,74,66,38
3492,217,32,24,76,58,27
3493,333,57,75,64,64,73
3494,93,20,11,20,28,14
3495,91,10,14,10,38,19
3496,262,59,69,32,62,40
3497,71,13,12,13,14,19
3498,254,30,44,77,64,39
3499,313,71,62,52,74,54
3500,318,70,50,59,77,62
3501,225,63,20,59,57,26
3502,297,60,54,65,73,45
3503,304,68,49,71,72,44
3504,328,49,75,72,65,67
3505,90,13,15,12,37,13
3506,325,48,73,68,72,64
3507,300,69,48,67,72,44
3508,224,31,23,70,70,30
3509,293,54,61,53,75,50
3510,108,20,20,18,30,20
3511,337,59,75,71,62,70
3512,311,34,75,77,63,62
3513,315,39,75,73,61,67
3514,322,74,50,60,70,68
3515,292,72,48,68,67,37
3516,366,73,73,67,76,77
3517,328,65,72,64,68,59
3518,312,72,52,60,70,58
3519,232,36,21,73,71,31
3520,214,24,21,77,65,27
3521,272,49,42,69,71,41
3522,305,68,66,39,73,59
3523,337,56,73,71,68,69
3524,326,73,70,49,73,61
3525,319,57,70,61,68,63
3526,323,59,72,72,68,52
3527,304,61,55,59,76,53
3528,266,66,55,20,71,54
3529,261,70,29,64,68,30
3530,319,70,54,67,69,59
3531,329,58,70,67,70,64
3532,364,79,73,75,64,73
3533,289,59,70,41,75,44
3534,337,66,55,68,74,74
3535,258,43,40,71,71,33
3536,233,37,29,76,68,23
3537,294,59,46,70,72,47
3538,311,54,66,59,76,56
3539,224,28,31,72,68,25
3540,306,67,63,58,66,52
3541,315,70,63,55,68,59
3542,313,69,59,38,76,71
3543,317,64,64,53,72,64
3544,295,75,50,59,71,40
3545,324,51,73,65,73,62
3546,284,56,44,76,66,42
3547,263,48,30,76,65,44
3548,282,71,57,46,70,38
3549,231,35,39,71,66,20
3550,292,72,70,32,72,46
3551,249,40,40,80,56,33
3552,302,66,49,63,65,59
3553,217,32,22,72,65,26
3554,213,21,23,74,71,24
3555,222,36,21,70,69,26
3556,311,50,63,71,67,60
3557,297,64,50,51,76,56
3558,314,41,73,77,69,54
3559,319,74,62,54,67,62
3560,69,13,11,13,24,8
3561,277,68,37,59,72,41
3562,235,44,25,76,63,27
3563,354,70,72,73,69,70
3564,271,62,64,22,74,49
3565,279,57,35,58,73,56
3566,302,53,56,79,59,55
3567,275,57,38,71,68,41
3568,57,12,5,10,23,7
3569,307,72,66,49,72,48
3570,216,30,21,70,68,27
3571,334,61,70,70,67,66
3572,326,70,65,53,74,64
3573,253,43,41,58,74,37
3574,265,69,36,62,67,31
3575,309,67,65,48,68,61
3576,308,61,61,45,74,67
3577,351,66,75,72,65,73
3578,263,70,40,56,69,28
3579,318,73,50,70,76,49
3580,352,67,71,65,74,75
3581,303,72,59,48,75,49
3582,240,44,34,80,60,22
3583,105,32,14,19,25,15
3584,116,17,12,15,59,13
3585,341,51,75,76,66,73
3586,289,59,47,67,73,43
3587,307,66,63,48,70,60
3588,322,60,70,65,63,64
3589,318,72,63,54,72,57
3590,292,63,52,72,67,38
3591,54,9,7,8,19,11
3592,318,71,68,43,73,63
3593,276,47,51,63,69,46
3594,339,71,63,60,69,76
3595,323,78,63,50,72,60
3596,84,12,13,12,36,11
3597,242,49,31,66,66,30
3598,309,62,55,62,75,55
3599,316,71,51,77,68,49
3600,245,28,36,80,70,31
3601,289,72,45,56,73,43
3602,352,65,76,74,65,72
3603,85,11,12,13,36,13
3604,356,71,78,66,74,67
3605,313,65,52,73,76,47
3606,311,69,57,54,68,63
3607,299,71,42,70,70,46
3608,312,65,70,48,70,59
3609,264,70,48,53,63,30
3610,332,69,76,63,65,59
3611,337,74,65,57,72,69
3612,308,68,65,38,73,64
3613,102,12,13,21,44,12
3614,325,74,68,62,75,46
3615,290,71,47,60,71,41
3616,309,69,59,44,73,64
3617,281,69,32,69,69,42
3618,247,64,30,64,60,29
3619,335,70,70,57,69,69
3620,310,68,68,52,67,55
3621,307,65,65,34,73,70
3622,326,69,69,49,72,67
3623,301,72,58,39,73,59
3624,321,65,58,66,74,58
3625,324,70,67,49,72,66
3626,339,60,76,70,65,68
3627,319,68,69,57,65,60
3628,93,13,11,17,37,15
3629,346,61,73,83,63,66
3630,322,76,66,61,75,44
3631,304,68,51,59,76,50
3632,95,13,15,15,34,18
3633,317,65,60,55,78,59
3634,335,59,70,66,67,73
3635,332,72,66,55,75,64
3636,327,70,66,49,77,65
3637,205,30,28,74,52,21
3638,301,65,68,43,71,54
3639,332,65,59,66,75,67
3640,269,47,38,78,71,35
3641,239,29,25,77,71,37
3642,309,69,66,52,66,56
3643,299,68,60,46,78,47
3644,331,58,72,68,69,64
3645,304,75,52,59,73,45
3646,227,41,24,76,65,21
3647,310,45,76,63,66,60
3648,72,15,8,15,22,12
3649,344,72,58,71,74,69
3650,315,37,74,67,65,72
3651,322,46,72,73,64,67
3652,254,55,27,74,72,26
3653,360,67,71,74,70,78
3654,328,66,60,62,68,72
3655,243,60,29,56,65,33
3656,330,72,54,58,73,73
3657,329,58,73,81,54,63
3658,243,35,40,74,63,31
3659,292,63,65,31,73,60
3660,250,52,35,67,65,31
3661,99,13,16,15,38,17
3662,287,75,41,54,68,49
3663,262,41,28,72,63,58
3664,333,75,71,48,75,64
3665,309,70,53,55,76,55
3666,306,66,70,41,68,61
3667,87,11,11,16,36,13
3668,94,20,19,14,29,12
3669,304,57,59,56,76,56
3670,262,62,35,70,63,32
3671,276,68,58,46,69,35
3672,263,70,35,54,66,38
3673,293,61,63,49,75,45
3674,272,67,38,51,66,50
3675,292,60,60,45,77,50
3676,311,70,61,54,70,56
3677,341,60,75,75,62,69
3678,324,73,65,49,72,65
3679,347,71,65,68,75,68
3680,299,70,55,59,76,39
3681,347,62,62,78,76,69
3682,303,29,75,78,65,56
3683,90,19,13,12,27,19
3684,80,11,19,14,21,15
3685,294,64,53,62,72,43
3686,267,59,35,65,73,35
3687,293,66,70,38,65,54
3688,258,73,44,39,68,34
3689,291,49,52,67,78,45
3690,257,43,35,73,68,38
3691,257,51,35,71,61,39
3692,248,42,37,73,65,31
3693,64,15,7,15,20,7
3694,323,76,60,65,68,54
3695,293,66,45,67,71,44
3696,353,74,70,66,72,71
3697,237,34,29,78,64,32
3698,304,71,65,38,68,62
3699,286,56,53,53,74,50
3700,194,18,17,73,63,23
3701,331,71,56,66,70,68
3702,270,54,41,61,74,40
3703,309,30,74,76,61,68
3704,308,35,73,74,68,58
3705,344,73,66,73,67,65
3706,298,63,66,38,72,59
3707,291,57,63,40,71,60
3708,319,66,69,41,74,69
3709,336,55,77,78,65,61
3710,239,29,33,75,67,35
3711,293,73,60,57,67,36
3712,323,68,54,65,73,63
3713,201,27,20,73,65,16
3714,293,71,64,31,66,61
3715,81,11,13,12,33,12
3716,301,67,45,66,72,51
3717,309,70,39,65,69,66
3718,320,75,68,53,65,59
3719,335,67,63,67,70,68
3720,107,16,12,16,48,15
3721,101,13,20,15,35,18
3722,339,77,66,60,73,63
3723,284,72,51,57,70,34
3724,336,61,67,76,76,56
3725,289,66,61,36,69,57
3726,317,65,67,54,69,62
3727,323,58,74,61,62,68
3728,329,53,74,70,70,62
3729,284,67,41,64,67,45
3730,269,71,50,60,63,25
3731,87,14,14,18,27,14
3732,273,68,38,57,66,44
