player_id,mentality,aggression,interceptions,positioning,vision,penalties
2694,307,68,48,70,60,61
2695,318,75,70,65,63,45
2696,336,75,70,65,66,60
2697,118,26,25,15,20,32
2698,149,18,25,15,70,21
2699,296,61,22,72,76,65
2700,312,72,19,76,75,70
2701,359,86,70,60,72,71
2702,299,54,33,70,76,66
2703,256,33,24,68,65,66
2704,331,57,62,73,71,68
2705,341,62,69,59,79,72
2706,335,81,65,59,73,57
2707,299,65,73,62,63,36
2708,302,77,72,62,52,39
2709,276,35,38,75,69,59
2710,337,63,69,68,72,65
2711,288,49,22,77,68,72
2712,266,40,32,67,67,60
2713,154,41,21,13,56,23
2714,273,62,68,56,48,39
2715,353,81,70,65,64,73
2716,336,63,66,67,76,64
2717,317,72,34,77,63,71
2718,334,72,71,62,65,64
2719,327,71,42,71,73,70
2720,95,19,22,15,17,22
2721,277,30,29,71,73,74
2722,312,66,67,67,65,47
2723,348,77,72,66,68,65
2724,260,25,30,68,75,62
2725,321,63,66,67,74,51
2726,316,45,60,75,76,60
2727,271,42,20,75,68,66
2728,280,75,72,36,59,38
2729,297,73,72,52,52,48
2730,267,40,26,68,75,58
2731,302,64,45,71,75,47
2732,252,29,16,79,59,69
2733,316,71,67,61,65,52
2734,297,31,62,64,73,67
2735,327,67,53,64,75,68
2736,286,53,72,54,60,47
2737,314,70,76,63,65,40
2738,357,70,75,69,74,69
2739,302,78,23,75,56,70
2740,335,69,56,67,71,72
2741,323,72,73,57,65,56
2742,280,24,18,78,73,87
2743,307,48,65,66,74,54
2744,83,26,7,8,30,12
2745,291,71,27,79,42,72
2746,349,63,72,68,80,66
2747,130,23,17,14,52,24
2748,307,68,37,71,70,61
2749,365,80,71,66,71,77
2750,108,26,14,10,47,11
2751,285,77,73,56,43,36
2752,335,78,68,68,58,63
2753,343,76,73,66,67,61
2754,251,64,70,40,37,40
2755,124,41,15,4,34,30
2756,357,80,74,72,76,55
2757,286,72,70,53,44,47
2758,310,83,74,46,52,55
2759,298,62,19,79,64,74
2760,295,82,72,48,37,56
2761,243,79,67,23,32,42
2762,295,46,40,71,74,64
2763,336,77,51,72,70,66
2764,325,75,70,60,63,57
2765,323,71,75,62,57,58
2766,345,67,58,76,76,68
2767,261,39,21,76,57,68
2768,112,20,21,13,37,21
2769,300,66,39,75,56,64
2770,304,69,25,74,58,78
2771,324,44,55,71,79,75
2772,295,47,52,67,74,55
2773,141,38,25,17,40,21
2774,270,83,72,37,38,40
2775,313,73,70,67,59,44
2776,345,77,69,69,65,65
2777,293,45,39,71,73,65
2778,102,41,20,11,10,20
2779,316,67,34,73,74,68
2780,348,66,67,68,75,72
2781,313,59,43,69,69,73
2782,306,62,70,69,62,43
2783,294,75,75,25,51,68
2784,289,81,76,36,48,48
2785,334,64,60,69,71,70
2786,102,18,22,4,41,17
2787,349,72,76,67,70,64
2788,341,83,71,59,65,63
2789,142,30,22,14,52,24
2790,195,36,24,16,70,49
2791,306,48,41,73,70,74
2792,317,77,70,62,63,45
2793,336,66,71,70,72,57
2794,276,43,28,71,77,57
2795,289,64,66,56,62,41
2796,297,69,24,70,64,70
2797,294,70,70,51,65,38
2798,281,42,28,71,70,70
2799,262,42,20,70,64,66
2800,296,61,66,63,63,43
2801,297,62,33,77,56,69
2802,322,78,68,63,65,48
2803,300,80,75,34,54,57
2804,309,59,61,65,69,55
2805,277,35,29,72,67,74
2806,325,54,54,73,75,69
2807,304,70,18,76,75,65
2808,262,30,38,68,67,59
2809,282,48,32,70,68,64
2810,269,74,76,35,44,40
2811,294,44,28,77,73,72
2812,280,78,73,50,38,41
2813,294,55,41,73,61,64
2814,313,74,74,39,59,67
2815,316,46,46,82,73,69
2816,126,24,21,10,55,16
2817,251,70,73,24,45,39
2818,282,74,72,39,53,44
2819,283,70,15,78,44,76
2820,273,54,20,70,67,62
2821,330,71,67,59,59,74
2822,246,80,70,25,34,37
2823,300,73,73,55,53,46
2824,337,83,65,55,77,57
2825,327,65,76,62,67,57
2826,310,79,74,57,59,41
2827,310,66,35,71,72,66
2828,310,57,54,73,68,58
2829,334,74,74,56,56,74
2830,267,49,21,68,67,62
2831,352,84,70,66,67,65
2832,275,50,26,73,71,55
2833,305,75,71,60,50,49
2834,274,69,74,45,38,48
2835,370,84,70,73,71,72
2836,149,27,15,14,67,26
2837,320,67,72,65,67,49
2838,244,35,17,69,64,59
2839,291,65,71,59,58,38
2840,112,27,14,9,40,22
2841,330,80,41,74,67,68
2842,308,81,29,76,57,65
2843,335,66,58,71,73,67
2844,310,80,74,47,58,51
2845,291,74,26,69,66,56
2846,90,13,26,12,25,14
2847,328,78,40,66,74,70
2848,324,68,42,74,79,61
2849,275,40,29,75,55,76
2850,318,77,71,54,68,48
2851,311,58,35,74,74,70
2852,347,85,72,66,64,60
2853,139,36,22,13,47,21
2854,279,73,69,59,43,35
2855,258,69,82,40,37,30
2856,290,69,74,56,53,38
2857,289,80,72,36,49,52
2858,255,80,72,25,31,47
2859,316,92,73,49,51,51
2860,315,62,69,68,74,42
2861,340,71,63,73,67,66
2862,251,30,31,63,66,61
2863,314,65,70,70,68,41
2864,323,62,44,73,76,68
2865,272,32,34,72,74,60
2866,291,70,75,51,47,48
2867,294,81,68,25,53,67
2868,293,73,75,51,59,35
2869,277,72,70,29,51,55
2870,87,25,13,10,29,10
2871,283,55,22,80,56,70
2872,285,66,73,42,50,54
2873,337,74,71,67,73,52
2874,149,16,24,18,48,43
2875,287,69,68,58,61,31
2876,356,87,75,65,69,60
2877,338,68,70,67,71,62
2878,146,22,25,18,59,22
2879,240,74,74,29,31,32
2880,287,72,27,69,65,54
2881,304,78,23,76,60,67
2882,340,80,74,65,72,49
2883,262,76,75,30,41,40
2884,330,79,74,53,65,59
2885,296,65,39,72,65,55
2886,310,70,41,77,53,69
2887,346,63,73,74,72,64
2888,322,72,75,65,58,52
2889,340,70,66,67,76,61
2890,271,52,29,73,55,62
2891,259,67,74,37,44,37
2892,89,20,19,13,18,19
2893,274,74,73,42,44,41
2894,338,76,71,65,69,57
2895,316,57,52,73,72,62
2896,305,65,35,69,69,67
2897,362,84,76,68,68,66
2898,285,76,67,53,42,47
2899,350,73,73,70,73,61
2900,354,91,71,69,70,53
2901,303,61,41,69,71,61
2902,85,16,14,6,32,17
2903,296,73,69,59,54,41
2904,290,59,73,63,60,35
2905,315,75,30,75,61,74
2906,259,81,73,39,49,17
2907,278,47,22,78,64,67
2908,336,66,72,65,72,61
2909,298,45,31,79,70,73
2910,325,82,29,74,71,69
2911,321,74,66,64,64,53
2912,299,61,23,78,65,72
2913,355,71,62,68,76,78
2914,279,39,31,70,72,67
2915,312,53,45,75,70,69
2916,345,76,65,65,70,69
2917,94,12,11,11,38,22
2918,339,77,73,63,70,56
2919,350,74,74,69,56,77
2920,345,78,69,67,69,62
2921,326,58,66,76,71,55
2922,338,55,58,71,75,79
2923,96,17,20,11,26,22
2924,309,53,31,76,70,79
2925,325,62,70,65,60,68
2926,292,75,10,77,68,62
2927,311,80,75,38,48,70
2928,315,76,72,41,66,60
2929,327,75,66,61,70,55
2930,317,69,31,76,73,68
2931,283,68,68,64,56,27
2932,326,69,71,63,67,56
2933,332,84,75,58,59,56
2934,226,41,67,40,40,38
2935,343,80,70,66,73,54
2936,295,66,43,64,62,60
2937,105,23,24,13,22,23
2938,321,78,54,68,60,61
2939,356,74,78,69,75,60
2940,314,50,50,70,67,77
2941,277,41,41,61,76,58
2942,101,22,14,14,35,16
2943,271,78,62,52,53,26
2944,275,75,71,35,57,37
2945,275,78,74,43,46,34
2946,311,64,34,70,70,73
2947,346,80,57,75,69,65
2948,290,50,27,73,72,68
2949,298,73,67,52,59,47
2950,278,49,31,72,71,55
2951,292,76,79,36,55,46
2952,356,76,76,71,69,64
2953,319,51,68,68,64,68
2954,309,66,35,83,63,62
2955,321,73,75,57,69,47
2956,343,70,70,69,70,64
2957,348,82,77,51,66,72
2958,242,32,21,67,67,55
2959,297,54,41,72,71,59
2960,297,48,37,76,67,69
2961,141,36,26,11,53,15
2962,312,54,40,72,75,71
2963,277,76,64,58,43,36
2964,298,53,48,72,74,51
2965,266,27,23,77,78,61
2966,312,56,62,67,73,54
2967,302,60,68,64,60,50
2968,323,61,22,82,78,80
2969,311,69,74,47,59,62
2970,273,70,80,33,47,43
2971,117,14,15,16,57,15
2972,272,72,74,34,40,52
2973,267,62,15,75,41,74
2974,331,81,70,55,67,58
2975,277,61,48,69,53,46
2976,333,61,63,68,76,65
2977,140,35,15,11,54,25
2978,357,79,71,63,77,67
2979,322,78,70,66,68,40
2980,324,50,60,68,74,72
2981,279,77,71,39,46,46
2982,288,54,59,51,61,63
2983,327,82,48,70,68,59
2984,321,57,70,64,73,57
2985,295,85,72,39,53,46
2986,263,54,23,74,51,61
2987,274,50,22,66,78,58
2988,281,84,71,31,35,60
2989,274,58,23,71,70,52
2990,252,72,73,36,26,45
2991,269,49,20,70,73,57
2992,311,77,72,62,65,35
2993,324,55,54,74,78,63
2994,299,55,72,70,66,36
2995,325,72,66,70,72,45
2996,326,69,70,60,69,58
2997,291,58,36,69,73,55
2998,345,71,70,77,67,60
2999,296,72,65,51,45,63
3000,288,72,15,73,56,72
3001,309,75,74,53,62,45
3002,265,33,35,75,70,52
3003,128,30,12,12,55,19
3004,114,18,17,18,38,23
3005,261,72,75,36,48,30
3006,350,85,69,70,72,54
3007,297,84,73,55,46,39
3008,274,54,25,74,56,65
3009,278,59,22,74,56,67
3010,315,45,57,66,78,69
3011,257,32,23,72,62,68
3012,321,81,80,53,62,45
3013,315,74,50,66,72,53
3014,276,65,73,49,44,45
3015,323,75,75,63,60,50
3016,253,73,76,40,43,21
3017,274,39,37,69,69,60
3018,289,82,74,45,49,39
3019,335,83,77,63,62,50
3020,307,52,49,66,77,63
3021,340,79,72,59,66,64
3022,325,55,49,72,73,76
3023,306,55,30,76,67,78
3024,330,76,33,81,65,75
3025,313,72,71,73,62,35
3026,325,85,70,45,59,66
3027,305,42,55,65,79,64
3028,162,45,20,12,62,23
3029,328,81,70,58,65,54
3030,265,42,41,65,66,51
3031,300,73,74,54,49,50
3032,309,76,71,65,54,43
3033,352,75,73,69,70,65
3034,338,75,48,78,70,67
3035,319,73,70,58,68,50
3036,338,83,76,63,64,52
3037,321,68,58,64,74,57
3038,307,64,25,75,68,75
3039,273,75,72,26,46,54
3040,350,81,73,68,68,60
3041,216,68,75,22,17,34
3042,282,74,72,39,53,44
3043,303,85,67,50,55,46
3044,343,72,73,64,75,59
3045,319,60,41,75,72,71
3046,263,39,38,73,66,47
3047,270,77,75,49,41,28
3048,341,72,59,63,77,70
3049,324,77,74,60,64,49
3050,306,78,72,58,60,38
3051,248,77,73,28,30,40
3052,332,65,43,76,80,68
3053,309,64,61,69,71,44
3054,324,71,57,60,70,66
3055,307,50,60,68,74,55
3056,308,67,42,75,49,75
3057,331,55,71,62,76,67
3058,323,82,66,66,73,36
3059,87,12,13,10,30,22
3060,340,69,74,71,72,54
3061,261,49,70,53,38,51
3062,308,85,69,54,59,41
3063,319,72,74,53,62,58
3064,321,68,70,65,68,50
3065,292,90,69,44,45,44
3066,278,50,23,66,74,65
3067,139,33,23,13,45,25
3068,306,82,70,62,52,40
3069,302,70,70,62,65,35
3070,293,78,73,41,34,67
3071,343,69,68,73,72,61
3072,314,64,73,63,59,55
3073,308,47,44,73,64,80
3074,137,25,24,16,48,24
3075,331,79,74,59,58,61
3076,287,72,69,46,56,44
3077,336,74,58,73,70,61
3078,356,82,74,70,68,62
3079,293,68,70,62,50,43
3080,308,53,41,72,69,73
3081,307,76,74,48,56,53
3082,335,82,54,66,68,65
3083,312,52,56,69,72,63
3084,265,48,17,70,68,62
3085,297,54,58,65,68,52
3086,277,78,72,45,42,40
3087,299,72,69,55,48,55
3088,122,28,12,11,41,30
3089,266,62,18,75,52,59
3090,113,20,25,13,34,21
3091,315,80,32,70,64,69
3092,267,48,26,69,68,56
3093,311,75,63,58,75,40
3094,263,43,30,66,67,57
3095,356,80,74,72,70,60
3096,315,71,69,66,68,41
3097,275,77,69,34,42,53
3098,252,43,22,65,70,52
3099,315,59,55,73,73,55
3100,297,53,74,55,74,41
3101,107,25,11,9,40,22
3102,327,85,67,59,71,45
3103,288,62,69,48,56,53
3104,87,22,7,8,34,16
3105,287,86,68,38,47,48
3106,285,71,65,59,47,43
3107,241,68,65,38,36,34
3108,307,85,70,49,54,49
3109,291,84,68,45,45,49
3110,114,30,17,10,34,23
3111,290,66,67,53,51,53
3112,303,73,72,57,60,41
3113,243,39,21,65,63,55
3114,290,72,72,32,50,64
3115,263,38,30,67,70,58
3116,301,61,63,72,65,40
3117,284,48,40,65,66,65
3118,305,59,69,65,54,58
3119,340,75,72,67,68,58
3120,279,38,33,70,70,68
3121,323,63,67,67,74,52
3122,340,80,68,69,68,55
3123,317,72,35,74,71,65
3124,296,45,47,68,68,68
3125,336,72,55,67,74,68
3126,313,65,55,64,74,55
3127,291,68,67,61,58,37
3128,343,82,71,72,65,53
3129,325,73,73,56,59,64
3130,336,69,56,72,67,72
3131,315,66,42,68,71,68
3132,304,73,69,57,58,47
3133,338,75,42,79,68,74
3134,316,73,29,67,73,74
3135,288,58,38,71,65,56
3136,288,72,17,80,52,67
3137,329,63,73,64,71,58
3138,275,42,42,70,67,54
3139,251,36,23,67,63,62
3140,310,59,58,63,75,55
3141,302,68,66,64,58,46
3142,344,85,68,65,68,58
3143,296,72,64,59,56,45
3144,315,60,27,73,75,80
3145,309,70,62,66,54,57
3146,355,84,68,68,69,66
3147,253,59,73,45,42,34
3148,336,82,71,68,68,47
3149,278,41,35,75,63,64
3150,329,85,52,65,68,59
3151,323,75,39,78,65,66
3152,145,33,22,14,53,23
3153,300,64,73,29,75,59
3154,242,74,70,28,39,31
3155,310,85,72,50,56,47
3156,339,70,71,67,70,61
3157,323,75,68,58,60,62
3158,301,41,43,68,76,73
3159,330,73,59,69,66,63
3160,317,78,46,72,71,50
3161,326,58,63,71,80,54
3162,142,23,12,16,69,22
3163,344,80,65,69,64,66
3164,301,56,43,72,64,66
3165,308,52,39,78,71,68
3166,325,67,71,67,66,54
3167,276,76,70,32,51,47
3168,284,68,64,50,62,40
3169,263,74,71,35,46,37
3170,359,75,77,72,68,67
3171,147,27,24,20,57,19
3172,279,56,62,68,44,49
3173,306,57,38,59,74,78
3174,322,62,69,71,73,47
3175,287,52,43,73,55,64
3176,343,81,68,66,73,55
3177,341,68,67,68,75,63
3178,272,47,18,64,74,69
3179,305,59,53,72,69,52
3180,326,77,73,59,59,58
3181,264,48,36,71,65,44
3182,306,58,65,56,64,63
3183,220,75,75,22,20,28
3184,315,72,12,81,75,75
3185,236,32,26,59,73,46
3186,338,80,73,54,52,79
3187,152,25,25,13,76,13
3188,298,78,68,58,54,40
3189,296,69,22,76,57,72
3190,236,36,25,64,62,49
3191,265,55,64,55,41,50
3192,289,49,29,71,76,64
3193,303,66,58,63,70,46
3194,337,70,68,68,74,57
3195,322,73,72,53,63,61
3196,324,68,63,70,74,49
3197,268,72,73,31,48,44
3198,287,63,25,74,57,68
3199,309,82,68,60,55,44
3200,145,45,17,15,51,17
3201,256,78,69,25,38,46
3202,310,76,68,58,62,46
3203,285,67,66,59,57,36
3204,302,60,29,74,68,71
3205,330,60,50,76,69,75
3206,263,39,37,62,69,56
3207,313,64,53,70,69,57
3208,259,80,66,42,39,32
3209,323,84,34,77,64,64
3210,266,80,73,38,48,27
3211,322,72,75,59,57,59
3212,129,32,28,12,37,20
3213,265,32,28,69,72,64
3214,284,62,67,58,54,43
3215,306,67,68,63,64,44
3216,319,57,46,62,78,76
3217,286,58,24,65,68,71
3218,326,81,71,44,67,63
3219,236,71,73,27,30,35
3220,267,65,71,31,48,52
3221,307,74,24,79,65,65
3222,314,61,61,66,71,55
3223,295,69,71,54,57,44
3224,228,38,19,57,70,44
3225,324,52,58,69,74,71
3226,261,53,13,71,58,66
3227,256,36,16,71,70,63
3228,303,64,66,57,69,47
3229,103,25,21,11,23,23
3230,280,70,23,71,68,48
3231,311,78,26,70,71,66
3232,267,73,73,25,45,51
3233,113,27,9,14,41,22
3234,316,81,71,63,61,40
3235,339,74,60,68,73,64
3236,119,34,20,13,31,21
3237,285,64,26,70,66,59
3238,273,73,72,50,37,41
3239,297,84,31,72,60,50
3240,309,43,40,79,72,75
3241,344,68,56,68,77,75
3242,112,30,18,13,35,16
3243,254,75,68,22,56,33
3244,301,74,65,62,58,42
3245,309,67,36,66,70,70
3246,299,37,46,74,78,64
3247,293,67,31,69,62,64
3248,301,69,31,75,55,71
3249,337,73,48,77,69,70
3250,273,45,37,71,68,52
3251,309,72,75,64,57,41
3252,304,73,33,72,60,66
3253,284,55,24,76,61,68
3254,262,77,71,22,58,34
3255,329,63,48,71,76,71
3256,299,81,72,49,49,48
3257,307,73,16,71,66,81
3258,306,74,71,43,64,54
3259,308,63,44,70,66,65
3260,295,54,20,74,75,72
3261,297,83,69,53,51,41
3262,300,71,72,45,70,42
3263,106,24,18,15,20,29
3264,286,47,41,70,74,54
3265,268,74,76,28,44,46
3266,305,66,63,58,67,51
3267,288,70,24,74,55,65
3268,261,71,68,34,42,46
3269,289,65,72,59,58,35
3270,236,33,19,68,67,49
3271,327,73,73,64,66,51
3272,337,76,49,69,67,76
3273,276,74,77,44,37,44
3274,269,79,75,39,42,34
3275,303,67,65,65,59,47
3276,305,71,65,59,57,53
3277,281,59,22,69,61,70
3278,303,79,74,47,59,44
3279,138,23,22,11,61,21
3280,321,60,64,66,68,63
3281,317,71,67,64,64,51
3282,350,77,74,66,68,65
3283,276,68,28,67,64,49
3284,310,78,72,68,52,40
3285,342,66,66,72,69,69
3286,319,80,68,65,67,39
3287,287,78,77,37,51,44
3288,285,61,33,72,60,59
3289,280,50,37,66,64,63
3290,291,72,61,59,59,40
3291,303,53,63,66,70,51
3292,336,69,75,70,69,53
3293,305,78,70,61,52,44
3294,299,60,49,67,65,58
3295,312,72,68,55,64,53
3296,249,54,72,39,44,40
3297,253,58,66,52,41,36
3298,306,58,58,60,74,56
3299,269,62,69,58,58,22
3300,295,58,51,73,72,41
3301,298,43,66,64,75,50
3302,331,81,70,63,72,45
3303,300,80,65,55,50,50
3304,291,67,45,64,65,50
3305,299,71,69,54,54,51
3306,313,80,62,57,65,49
3307,338,90,69,61,63,55
3308,278,61,28,75,55,59
3309,294,60,69,63,56,46
3310,299,64,76,52,63,44
3311,326,62,42,69,74,79
3312,256,31,14,74,65,72
3313,287,30,64,71,75,47
3314,319,73,62,65,72,47
3315,322,83,21,81,59,78
3316,95,21,11,8,40,15
3317,315,66,69,62,63,55
3318,364,88,56,74,71,75
3319,308,71,67,60,60,50
3320,314,45,45,76,77,71
3321,278,75,69,41,55,38
3322,113,26,21,13,28,25
3323,317,68,71,63,62,53
3324,345,80,69,63,65,68
3325,349,69,67,70,74,69
3326,345,74,68,67,67,69
3327,128,24,22,15,42,25
3328,296,62,31,71,68,64
3329,319,88,67,42,56,66
3330,327,79,67,71,63,47
3331,336,79,50,70,73,64
3332,228,31,12,64,65,56
3333,303,70,75,53,56,49
3334,333,67,44,77,62,83
3335,315,62,76,52,62,63
3336,269,55,70,40,52,52
3337,265,42,28,68,68,59
3338,262,75,73,34,32,48
3339,254,73,64,54,33,30
3340,270,39,34,71,67,59
3341,302,84,71,46,55,46
3342,312,54,73,60,73,52
3343,307,55,59,69,68,56
3344,324,69,45,75,70,65
3345,341,80,48,72,73,68
3346,315,71,68,59,63,54
3347,333,60,62,66,76,69
3348,102,19,27,14,20,22
3349,298,63,28,73,67,67
3350,340,78,73,57,68,64
3351,317,54,60,73,75,55
3352,154,34,23,16,63,18
3353,273,62,68,57,49,37
3354,293,74,73,50,58,38
3355,317,67,69,62,77,42
3356,309,80,75,43,59,52
3357,307,78,77,43,66,43
3358,287,52,20,74,65,76
3359,276,73,71,26,58,48
3360,286,70,24,67,70,55
3361,302,74,68,36,64,60
3362,311,61,47,68,68,67
3363,248,77,73,35,30,33
3364,313,77,67,53,62,54
3365,142,41,26,12,40,23
3366,291,72,70,52,55,42
3367,279,53,26,69,73,58
3368,335,69,59,65,81,61
3369,326,87,73,53,50,63
3370,303,74,68,63,59,39
3371,256,72,72,27,50,35
3372,298,75,64,58,62,39
3373,279,55,25,67,56,76
3374,358,72,69,69,68,80
3375,310,58,46,66,71,69
3376,319,70,68,64,67,50
3377,291,55,31,77,51,77
3378,137,32,23,17,30,35
3379,310,72,35,72,57,74
3380,312,72,65,58,65,52
3381,296,81,24,73,53,65
3382,268,73,69,58,31,37
3383,313,81,68,63,60,41
3384,329,77,67,69,65,51
3385,258,57,26,68,59,48
3386,323,60,63,73,75,52
3387,265,75,70,41,38,41
3388,344,70,67,70,68,69
3389,338,74,56,73,70,65
3390,302,60,55,69,72,46
3391,328,65,53,71,80,59
3392,241,28,20,68,67,58
3393,331,90,72,62,64,43
3394,265,73,74,35,42,41
3395,300,69,67,61,57,46
3396,322,71,37,74,70,70
3397,141,37,17,16,52,19
3398,128,29,27,17,43,12
3399,356,72,52,71,76,85
3400,295,50,39,74,70,62
3401,342,75,61,70,70,66
3402,330,87,72,59,65,47
3403,278,58,20,75,48,77
3404,267,60,67,48,43,49
3405,307,71,69,70,63,34
3406,277,57,20,72,58,70
3407,330,81,75,45,60,69
3408,309,70,69,58,59,53
3409,271,66,19,75,47,64
3410,248,72,68,31,49,28
3411,271,72,73,43,47,36
3412,301,62,32,73,70,64
3413,335,77,73,64,63,58
3414,321,62,67,67,72,53
3415,294,81,69,46,44,54
3416,290,81,75,44,46,44
3417,262,51,72,50,38,51
3418,298,70,69,52,60,47
3419,333,72,66,68,72,55
3420,142,37,24,17,43,21
3421,291,65,67,70,43,46
3422,304,48,43,67,74,72
3423,335,82,75,54,66,58
3424,321,67,67,67,61,59
3425,319,60,48,65,69,77
3426,317,76,68,55,59,59
3427,322,58,58,68,76,62
3428,274,41,38,68,71,56
3429,148,29,25,15,54,25
3430,322,76,33,76,68,69
3431,293,34,47,70,76,66
3432,330,75,71,64,68,52
3433,291,81,65,66,43,36
3434,122,30,19,15,35,23
3435,280,75,70,49,56,30
3436,316,61,44,72,76,63
3437,198,67,72,12,28,19
3438,247,62,71,28,43,43
3439,330,82,70,61,72,45
3440,287,58,69,61,58,41
3441,288,46,38,74,73,57
3442,296,63,26,69,71,67
3443,337,80,72,56,69,60
3444,318,79,78,54,62,45
3445,170,41,20,21,71,17
3446,280,69,71,39,57,44
3447,330,88,63,50,56,73
3448,298,68,21,74,67,68
3449,282,82,71,53,42,34
3450,247,75,66,26,36,44
3451,252,33,22,73,69,55
3452,330,80,33,73,72,72
3453,304,70,70,54,48,62
3454,316,49,66,77,71,53
3455,289,55,67,67,50,50
3456,274,72,73,55,42,32
3457,285,78,71,34,54,48
3458,333,65,65,67,71,65
3459,331,63,57,74,76,61
3460,306,64,32,66,74,70
3461,109,24,23,15,34,13
3462,280,70,66,48,59,37
3463,308,67,76,58,54,53
3464,263,42,22,73,54,72
3465,268,74,73,32,45,44
3466,280,49,36,74,66,55
3467,309,63,68,66,62,50
3468,137,44,22,13,45,13
3469,329,70,56,76,67,60
3470,264,44,23,73,63,61
3471,281,44,35,77,69,56
3472,99,32,18,14,18,17
3473,290,68,76,51,49,46
3474,280,45,32,72,69,62
3475,305,72,72,64,57,40
3476,303,61,40,70,62,70
3477,139,24,23,15,55,22
3478,312,54,53,65,70,70
3479,296,54,38,70,69,65
3480,338,81,76,66,64,51
3481,318,72,70,67,65,44
3482,242,55,76,26,34,51
3483,300,64,29,72,64,71
3484,267,72,71,39,44,41
3485,275,42,38,67,68,60
3486,345,70,65,73,70,67
3487,239,83,75,24,38,19
3488,296,75,32,76,46,67
3489,325,77,62,64,65,57
3490,310,74,66,66,62,42
3491,265,76,68,37,53,31
3492,248,72,71,26,32,47
3493,296,58,37,75,54,72
3494,147,38,22,15,41,31
3495,130,29,21,12,45,23
3496,230,29,29,54,64,54
3497,113,31,11,12,39,20
3498,295,72,68,50,59,46
3499,349,79,75,69,66,60
3500,323,68,58,65,80,52
3501,270,87,69,37,42,35
3502,305,74,72,37,59,63
3503,298,82,72,61,35,48
3504,328,78,37,72,58,83
3505,124,36,28,15,20,25
3506,273,52,24,76,62,59
3507,355,78,73,54,69,81
3508,248,68,74,36,35,35
3509,327,73,62,61,74,57
3510,116,35,18,12,33,18
3511,273,62,16,74,65,56
3512,258,67,15,74,40,62
3513,278,61,25,70,48,74
3514,336,74,70,64,66,62
3515,285,62,70,60,48,45
3516,299,45,45,70,68,71
3517,293,62,24,74,65,68
3518,300,70,66,63,41,60
3519,285,67,72,44,56,46
3520,242,69,68,21,37,47
3521,321,79,67,62,58,55
3522,281,48,37,63,70,63
3523,289,44,29,79,64,73
3524,341,62,63,69,71,76
3525,275,61,20,69,56,69
3526,297,45,39,72,69,72
3527,346,75,69,59,74,69
3528,241,26,21,66,72,56
3529,310,76,66,66,57,45
3530,293,58,54,68,66,47
3531,303,74,30,68,63,68
3532,330,85,52,75,71,47
3533,320,57,68,74,76,45
3534,369,86,74,73,68,68
3535,293,75,73,36,51,58
3536,272,75,74,31,55,37
3537,274,73,72,36,47,46
3538,332,57,63,68,73,71
3539,267,81,72,30,48,36
3540,279,60,29,68,65,57
3541,278,64,25,67,67,55
3542,316,64,64,66,74,48
3543,278,51,31,69,68,59
3544,311,70,71,63,65,42
3545,253,38,14,74,64,63
3546,294,74,72,44,44,60
3547,285,73,74,44,39,55
3548,322,69,65,71,69,48
3549,260,73,71,30,52,34
3550,301,69,28,68,65,71
3551,294,83,71,27,55,58
3552,310,72,74,62,65,37
3553,264,80,72,32,41,39
3554,225,68,72,20,28,37
3555,247,80,72,21,32,42
3556,341,84,75,65,63,54
3557,333,62,64,65,75,67
3558,319,77,41,73,68,60
3559,314,72,68,65,60,49
3560,118,32,18,11,35,22
3561,325,70,69,67,64,55
3562,271,73,67,34,51,46
3563,310,72,32,72,66,68
3564,356,73,77,70,75,61
3565,319,77,75,52,60,55
3566,318,87,71,52,50,58
3567,300,80,71,48,56,45
3568,88,24,10,6,35,13
3569,276,31,36,68,72,69
3570,256,79,69,32,48,28
3571,305,60,37,73,63,72
3572,339,81,65,68,74,51
3573,316,85,69,55,58,49
3574,279,58,67,49,44,61
3575,305,60,53,69,71,52
3576,275,52,35,67,73,48
3577,274,55,29,75,53,62
3578,265,64,65,57,45,34
3579,283,54,67,58,56,48
3580,288,36,45,68,71,68
3581,313,58,59,68,70,58
3582,275,84,73,37,46,35
3583,107,13,20,11,33,30
3584,181,38,30,13,66,34
3585,313,71,35,76,68,63
3586,282,77,73,32,58,42
3587,288,59,29,69,65,66
3588,274,36,35,73,69,61
3589,305,78,67,63,50,47
3590,309,79,68,49,55,58
3591,156,36,26,20,61,13
3592,359,77,70,66,72,74
3593,324,84,70,51,62,57
3594,354,88,73,72,71,50
3595,339,62,69,70,68,70
3596,126,27,17,16,49,17
3597,269,67,74,47,49,32
3598,347,79,74,74,67,53
3599,324,75,70,63,57,59
3600,302,76,73,47,57,49
3601,308,68,67,65,60,48
3602,286,59,29,75,57,66
3603,140,35,16,10,56,23
3604,318,43,49,77,72,77
3605,351,80,75,64,73,59
3606,308,67,68,67,66,40
3607,307,73,68,53,61,52
3608,311,59,57,71,65,59
3609,297,71,72,54,57,43
3610,279,46,25,74,73,61
3611,287,40,55,66,71,55
3612,279,61,29,70,70,49
3613,124,22,10,10,50,32
3614,351,73,67,73,75,63
3615,324,81,69,62,66,46
3616,323,65,70,69,70,49
3617,271,64,76,38,56,37
3618,288,74,70,51,48,45
3619,302,72,33,67,65,65
3620,276,53,32,70,70,51
3621,333,60,71,67,71,64
3622,294,59,39,71,69,56
3623,290,56,38,60,71,65
3624,354,75,71,66,68,74
