player_id,best_position,first_position,second_position,third_position,w_f,sm,level_a_w,level_d_w
4084,GK,GK,NP,NP,2,1,2,2
4085,ST,ST,LM,NP,3,3,3,2
4086,GK,GK,NP,NP,3,1,2,2
4087,RWB,RB,LB,NP,5,3,3,3
4088,CAM,CM,CDM,NP,3,3,2,2
4089,CDM,CB,NP,NP,3,3,2,2
4090,LW,LW,LM,LB,2,3,3,3
4091,CAM,ST,LW,CAM,4,4,2,1
4092,RM,LM,ST,NP,3,3,3,3
4093,CDM,CM,NP,NP,3,3,2,3
4094,CDM,CDM,CM,NP,3,2,2,3
4095,CB,CDM,CM,ST,3,3,2,3
4096,LB,LB,CM,CDM,3,2,2,3
4097,RB,RB,LB,NP,4,3,3,3
4098,CB,CB,NP,NP,3,2,2,2
4099,RM,RM,NP,NP,2,3,3,2
4100,RM,RW,LW,NP,3,4,2,1
4101,CM,CM,CDM,NP,3,2,2,2
4102,LB,LB,LM,NP,3,3,3,2
4103,ST,ST,LW,NP,3,3,3,1
4104,CB,CB,NP,NP,3,2,2,2
4105,RB,RB,CB,NP,3,3,2,2
4106,CDM,CDM,CM,NP,3,3,2,2
4107,ST,ST,CF,NP,3,3,2,2
4108,CB,CB,NP,NP,3,2,1,3
4109,LM,LM,ST,NP,3,3,2,1
4110,ST,ST,NP,NP,3,3,3,3
4111,ST,CF,CAM,LM,4,3,2,2
4112,ST,RM,LM,CAM,4,3,2,1
4113,CB,CB,NP,NP,2,2,1,2
4114,CB,CB,LB,NP,2,2,2,3
4115,RM,RM,RB,NP,3,3,2,3
4116,CM,CM,NP,NP,3,3,3,2
4117,RM,RM,RW,NP,3,3,3,1
4118,CAM,CAM,CM,NP,4,4,2,2
4119,CDM,CDM,CM,NP,2,2,1,3
4120,CB,CB,RB,NP,3,2,2,3
4121,RM,CAM,CM,NP,5,3,3,2
4122,CM,CM,CDM,NP,3,3,2,2
4123,GK,GK,NP,NP,3,1,2,2
4124,GK,GK,NP,NP,2,1,2,2
4125,ST,ST,NP,NP,3,3,3,1
4126,RB,RB,NP,NP,3,3,3,2
4127,LM,LM,LB,NP,3,3,3,2
4128,RM,LB,LM,NP,3,3,3,2
4129,RM,RM,NP,NP,3,3,3,2
4130,CM,CM,CDM,NP,4,2,2,2
4131,CB,CB,RB,NP,3,2,1,3
4132,ST,ST,NP,NP,3,2,2,1
4133,LB,LB,NP,NP,3,2,2,2
4134,CM,CM,CDM,NP,3,3,3,2
4135,CAM,RW,CAM,NP,4,4,3,2
4136,ST,ST,NP,NP,4,3,3,2
4137,RB,RB,CB,NP,3,3,3,3
4138,RM,RM,LM,CAM,3,3,2,2
4139,CB,CB,NP,NP,4,2,1,3
4140,RM,RM,RW,CAM,4,4,2,2
4141,ST,ST,NP,NP,3,3,2,2
4142,CM,CM,CDM,NP,3,2,3,2
4143,ST,ST,CAM,NP,2,3,2,2
4144,CB,CB,NP,NP,3,2,2,2
4145,RWB,RWB,RB,NP,2,3,2,2
4146,CB,RB,RM,NP,2,2,2,3
4147,CB,CB,NP,NP,3,2,2,3
4148,CB,CB,NP,NP,2,2,1,3
4149,CB,CB,NP,NP,3,2,2,2
4150,GK,GK,NP,NP,3,1,2,2
4151,LM,LM,RM,ST,4,3,2,2
4152,LB,LB,LM,RB,5,3,3,2
4153,ST,ST,RM,LM,3,3,3,3
4154,RM,RM,LM,ST,3,3,3,1
4155,ST,ST,NP,NP,4,2,3,2
4156,CAM,CAM,CM,NP,4,3,3,2
4157,CF,ST,LM,NP,3,3,2,2
4158,CDM,CDM,CM,NP,2,2,2,3
4159,CB,CB,NP,NP,2,2,1,2
4160,CDM,CDM,CM,NP,3,3,3,3
4161,CDM,CDM,CM,NP,3,2,2,3
4162,RM,RM,LM,NP,3,2,3,2
4163,RM,LM,LW,NP,3,2,3,1
4164,RB,RB,RM,NP,3,3,3,2
4165,ST,ST,NP,NP,4,3,2,1
4166,CF,CF,CAM,LM,3,3,3,1
4167,CB,CB,NP,NP,2,2,2,3
4168,RB,RB,NP,NP,2,3,3,2
4169,LW,LW,RW,NP,4,4,2,2
4170,CB,CDM,CM,NP,3,2,2,3
4171,GK,GK,NP,NP,1,1,2,2
4172,CM,CM,CDM,NP,2,3,2,2
4173,CB,CB,NP,NP,3,2,1,2
4174,CB,CB,NP,NP,3,2,1,3
4175,CM,CM,CDM,CAM,2,3,2,2
4176,ST,ST,NP,NP,3,2,2,2
4177,ST,ST,NP,NP,3,2,2,2
4178,RM,RM,RB,NP,2,3,3,3
4179,CB,CB,NP,NP,2,2,2,2
4180,CDM,CDM,CM,CB,3,3,3,3
4181,CAM,RW,CAM,RM,3,3,2,1
4182,ST,ST,NP,NP,4,3,3,3
4183,RB,RB,LB,CB,2,3,2,2
4184,LM,LM,LB,NP,2,3,2,3
4185,ST,ST,RM,NP,5,3,2,1
4186,LB,LB,NP,NP,2,2,2,3
4187,CAM,CM,CAM,ST,4,3,3,2
4188,GK,GK,NP,NP,3,1,2,2
4189,CB,CB,NP,NP,3,2,2,3
4190,ST,ST,CF,NP,2,3,2,2
4191,ST,ST,LW,NP,4,3,2,1
4192,CB,CB,NP,NP,3,2,2,3
4193,GK,GK,NP,NP,3,1,2,2
4194,CAM,CM,CDM,NP,3,3,2,2
4195,CAM,CM,CDM,NP,3,3,3,3
4196,CB,CB,RB,NP,3,2,2,2
4197,ST,ST,NP,NP,2,3,3,1
4198,CAM,LW,LM,NP,4,4,3,1
4199,GK,GK,NP,NP,3,1,2,2
4200,ST,ST,NP,NP,3,2,3,2
4201,LM,CM,CDM,RB,3,3,3,2
4202,CDM,CDM,CM,NP,3,2,2,2
4203,CAM,RW,CM,CAM,5,4,3,2
4204,CAM,CAM,NP,NP,3,3,2,2
4205,CB,CB,LB,NP,3,2,2,3
4206,CAM,CM,NP,NP,3,4,2,2
4207,CDM,CAM,CDM,CM,3,3,2,2
4208,CDM,CDM,CM,NP,3,2,2,3
4209,RB,RB,RWB,NP,3,3,3,2
4210,LB,LB,NP,NP,3,3,3,3
4211,RM,RM,NP,NP,3,3,3,1
4212,CM,CM,CDM,CAM,4,3,3,3
4213,CAM,CM,CAM,NP,3,4,2,2
4214,CAM,CAM,CM,NP,4,3,2,2
4215,RB,RB,CB,NP,3,3,3,2
4216,RM,CAM,ST,RM,4,3,2,1
4217,RB,CB,RB,NP,3,2,1,3
4218,GK,GK,NP,NP,1,1,2,2
4219,GK,GK,NP,NP,2,1,2,2
4220,RB,RB,NP,NP,2,3,3,3
4221,CB,CB,NP,NP,2,2,1,3
4222,CB,CB,NP,NP,2,2,3,2
4223,CB,CB,NP,NP,4,2,2,2
4224,CAM,CAM,NP,NP,3,3,3,3
4225,CB,CB,NP,NP,2,2,2,2
4226,CM,CM,RM,NP,3,3,2,3
4227,GK,GK,NP,NP,3,1,2,2
4228,ST,ST,NP,NP,4,3,3,2
4229,LB,LB,LWB,NP,3,2,2,3
4230,LM,LM,LW,RW,4,3,3,1
4231,LM,LM,NP,NP,4,3,3,1
4232,ST,ST,NP,NP,4,3,1,1
4233,RM,RM,LM,NP,4,3,3,2
4234,CB,CB,RB,NP,2,2,2,3
4235,LM,LM,ST,NP,4,4,3,2
4236,ST,ST,NP,NP,4,2,3,1
4237,GK,GK,NP,NP,2,1,2,2
4238,CDM,CDM,CM,NP,3,3,2,2
4239,CB,CB,NP,NP,3,2,3,2
4240,GK,GK,NP,NP,2,1,2,2
4241,RM,RW,LM,LW,3,3,3,3
4242,LM,LM,RM,ST,3,3,2,1
4243,ST,ST,NP,NP,3,3,2,2
4244,LM,LM,LW,ST,3,3,3,2
4245,CAM,CM,CAM,NP,3,3,2,1
4246,LWB,LB,LWB,NP,3,3,3,2
4247,ST,CF,ST,NP,3,3,2,2
4248,CDM,CM,CDM,CAM,3,3,3,3
4249,CB,CM,CAM,CDM,2,3,3,3
4250,RB,RB,RM,NP,4,3,3,2
4251,ST,ST,NP,NP,3,3,2,2
4252,RW,ST,RW,RM,4,3,3,1
4253,CAM,CAM,CM,NP,3,3,3,2
4254,CB,CB,NP,NP,3,2,2,2
4255,GK,GK,NP,NP,3,1,2,2
4256,GK,GK,NP,NP,2,1,2,2
4257,CAM,RM,CM,CAM,3,3,2,2
4258,RW,RW,LW,NP,3,4,3,2
4259,RM,LM,NP,NP,3,3,2,2
4260,CM,CM,CDM,NP,4,3,2,2
4261,ST,ST,NP,NP,3,3,3,2
4262,CDM,CDM,CM,NP,5,3,2,3
4263,CB,CB,NP,NP,2,2,1,3
4264,CB,CB,NP,NP,3,2,2,3
4265,GK,GK,NP,NP,3,1,2,2
4266,CAM,CM,CAM,CDM,4,3,2,2
4267,GK,GK,NP,NP,2,1,2,2
4268,LB,LB,CB,NP,2,3,3,2
4269,CM,CM,LM,NP,4,3,2,2
4270,GK,GK,NP,NP,2,1,2,2
4271,RB,RB,NP,NP,3,2,2,2
4272,ST,ST,NP,NP,4,3,2,2
4273,CAM,LW,RW,ST,4,4,2,2
4274,GK,GK,NP,NP,3,1,2,2
4275,ST,ST,NP,NP,3,3,3,1
4276,GK,GK,NP,NP,3,1,2,2
4277,CM,CM,NP,NP,4,3,3,2
4278,CAM,CAM,CM,NP,3,3,2,2
4279,ST,ST,NP,NP,3,4,2,2
4280,CB,CDM,CM,NP,2,3,2,2
4281,ST,ST,NP,NP,3,3,2,2
4282,GK,GK,NP,NP,2,1,2,2
4283,CDM,CM,CDM,NP,3,2,2,2
4284,CB,CB,CDM,NP,3,2,2,2
4285,LB,LB,LWB,NP,2,3,2,2
4286,CAM,CM,NP,NP,3,3,2,2
4287,CB,CB,NP,NP,3,3,3,2
4288,LM,LM,RM,NP,4,3,3,2
4289,CB,CDM,CB,NP,3,2,2,3
4290,ST,ST,NP,NP,3,3,2,3
4291,CB,CB,NP,NP,2,2,2,2
4292,GK,GK,NP,NP,2,1,2,2
4293,ST,ST,NP,NP,2,3,3,1
4294,CB,CB,RB,NP,3,2,1,3
4295,RM,RM,NP,NP,3,3,2,2
4296,CB,CB,NP,NP,2,2,1,2
4297,CB,CB,NP,NP,4,2,2,3
4298,CDM,CDM,NP,NP,4,3,3,3
4299,CB,CB,NP,NP,3,2,2,2
4300,RW,CF,ST,NP,4,3,3,2
4301,CAM,LM,ST,NP,3,3,3,2
4302,GK,GK,NP,NP,5,1,2,2
4303,CM,CM,CDM,NP,3,3,3,3
4304,LB,LB,LWB,LM,2,3,3,2
4305,RB,RB,NP,NP,3,2,2,2
4306,CB,CB,NP,NP,3,2,1,2
4307,CB,CB,NP,NP,3,2,2,2
4308,RB,RB,RWB,RM,2,3,2,2
4309,RB,RB,RM,NP,3,3,3,2
4310,LB,LB,LM,RM,3,3,3,2
4311,GK,GK,NP,NP,2,1,2,2
4312,CB,CB,NP,NP,3,2,3,3
4313,RM,RM,LM,NP,3,3,3,2
4314,ST,ST,RM,LM,3,3,2,2
4315,LWB,LB,LM,NP,3,3,3,2
4316,ST,ST,NP,NP,3,3,2,1
4317,CDM,CDM,CM,NP,3,3,3,2
4318,GK,GK,NP,NP,3,1,2,2
4319,RB,RB,NP,NP,3,2,3,2
4320,RB,RB,NP,NP,3,3,2,2
4321,CAM,CM,CAM,NP,3,3,2,2
4322,ST,ST,NP,NP,2,3,2,2
4323,LB,LB,NP,NP,3,3,3,2
4324,CAM,CAM,LM,NP,4,3,3,2
4325,GK,GK,NP,NP,3,1,2,2
4326,CB,CB,NP,NP,3,2,1,3
4327,LM,LM,CAM,NP,3,3,3,2
4328,ST,ST,RM,LM,3,3,2,2
4329,CAM,CM,CDM,NP,4,3,2,3
4330,CAM,RW,RM,NP,3,4,3,2
4331,LB,LB,NP,NP,2,3,2,2
4332,CDM,RB,CB,NP,2,3,2,2
4333,CAM,CAM,RM,NP,3,3,2,2
4334,GK,GK,NP,NP,3,1,2,2
4335,CB,CB,LB,RB,3,2,2,3
4336,LM,LM,NP,NP,4,3,2,3
4337,ST,ST,NP,NP,3,3,3,2
4338,CDM,CDM,CM,NP,2,3,2,3
4339,CB,CB,NP,NP,4,2,2,3
4340,ST,ST,RM,CAM,3,3,3,2
4341,CB,RB,CB,NP,3,2,1,3
4342,ST,RM,LM,ST,2,5,3,2
4343,CB,CB,CDM,NP,3,2,2,3
4344,CB,CB,NP,NP,4,2,2,3
4345,RB,RB,NP,NP,3,2,3,2
4346,CB,CDM,CM,NP,3,2,3,3
4347,GK,GK,NP,NP,3,1,2,2
4348,CM,CM,CDM,CAM,3,3,2,2
4349,CDM,CB,CDM,NP,4,2,2,2
4350,CB,CB,NP,NP,3,2,2,2
4351,CB,CB,NP,NP,2,2,2,3
4352,CB,CB,NP,NP,3,2,1,2
4353,CDM,CDM,NP,NP,3,2,1,3
4354,CB,CDM,CM,NP,2,3,3,2
4355,ST,ST,NP,NP,3,3,3,3
4356,CAM,CAM,CM,RM,3,3,3,2
4357,RB,RB,RM,NP,3,3,3,2
4358,GK,GK,NP,NP,2,1,2,2
4359,ST,ST,NP,NP,3,3,3,2
4360,CAM,CAM,NP,NP,4,4,2,2
4361,CDM,CDM,CM,RB,3,3,1,2
4362,CM,CM,NP,NP,4,3,2,2
4363,LB,LB,NP,NP,3,2,3,2
4364,CDM,CM,NP,NP,2,3,2,2
4365,CM,CAM,NP,NP,2,3,2,1
4366,CDM,CDM,CM,NP,3,3,2,3
4367,RB,RB,RM,NP,3,3,3,2
4368,CAM,CF,NP,NP,3,3,2,1
4369,LB,LB,NP,NP,3,3,2,2
4370,ST,ST,NP,NP,3,3,2,2
4371,ST,ST,NP,NP,3,3,3,2
4372,CF,ST,NP,NP,3,3,2,1
4373,CB,CB,NP,NP,2,2,2,2
4374,GK,GK,NP,NP,4,1,2,2
4375,CB,RB,CB,NP,3,2,3,2
4376,LB,LB,NP,NP,3,2,2,2
4377,CB,CB,RB,NP,2,2,1,3
4378,CDM,CDM,NP,NP,3,3,2,3
4379,CB,CDM,CM,NP,4,3,2,2
4380,ST,ST,NP,NP,3,2,2,2
4381,LW,LW,LM,NP,2,3,3,2
4382,CDM,CDM,NP,NP,2,3,2,3
4383,CB,CB,RB,NP,3,2,2,2
4384,ST,ST,LM,RM,4,2,3,3
4385,ST,ST,NP,NP,2,3,3,2
4386,CB,CB,NP,NP,2,2,2,3
4387,RM,RM,ST,NP,3,3,3,1
4388,CB,CB,NP,NP,2,2,1,2
4389,LW,LW,RW,NP,3,4,3,2
4390,CB,CB,NP,NP,3,2,2,2
4391,RM,RM,LW,RW,3,4,3,2
4392,LB,LB,NP,NP,3,3,3,2
4393,RM,LM,RM,NP,2,3,2,1
4394,CB,CB,RB,NP,4,2,2,2
4395,CM,CM,CDM,RB,4,2,3,3
4396,RWB,RB,RWB,LB,3,3,3,2
4397,LWB,LB,LWB,LM,3,2,2,2
4398,ST,ST,RM,LM,3,3,3,1
4399,CM,CM,CAM,CDM,3,3,3,2
4400,LM,LM,CF,NP,3,3,2,2
4401,RB,RB,NP,NP,2,3,3,2
4402,CDM,CDM,CM,NP,3,2,2,2
4403,LM,LB,LWB,LM,4,3,3,1
4404,GK,GK,NP,NP,3,1,2,2
4405,LB,LB,NP,NP,3,2,3,2
4406,CDM,CDM,NP,NP,3,3,1,2
4407,CB,CB,NP,NP,3,2,3,2
4408,CB,CB,RWB,NP,2,2,2,3
4409,LB,LB,NP,NP,2,3,3,2
4410,CB,CB,NP,NP,3,2,1,3
4411,CM,CM,NP,NP,3,3,2,3
4412,RB,RB,NP,NP,3,3,3,2
4413,GK,GK,NP,NP,1,1,2,2
4414,CAM,CM,CDM,NP,3,3,2,2
4415,GK,GK,NP,NP,3,1,2,2
4416,ST,ST,NP,NP,3,3,2,2
4417,CB,CB,NP,NP,4,2,2,3
4418,GK,GK,NP,NP,3,1,2,2
4419,CDM,CDM,CM,NP,2,3,2,2
4420,CB,CB,NP,NP,3,2,2,2
4421,LB,LB,NP,NP,3,2,2,2
4422,RM,CDM,CM,NP,5,3,2,2
4423,CDM,CM,CDM,NP,4,3,3,3
4424,GK,GK,NP,NP,3,1,2,2
4425,CM,CM,CAM,NP,3,3,3,2
4426,RB,RB,RWB,NP,3,2,2,2
4427,CAM,CAM,CM,NP,4,3,2,1
4428,RB,RB,RWB,NP,3,2,2,2
4429,CDM,CDM,CM,NP,2,3,3,2
4430,CB,CB,NP,NP,3,2,2,3
4431,GK,GK,NP,NP,3,1,2,2
4432,ST,ST,RM,NP,4,3,3,3
4433,CB,CB,RWB,NP,3,2,2,2
4434,CB,CB,NP,NP,2,2,1,3
4435,GK,GK,NP,NP,3,1,2,2
4436,CDM,CDM,CM,NP,3,2,2,2
4437,CB,CB,NP,NP,2,2,2,2
4438,CB,CB,LB,NP,4,2,2,2
4439,RM,RB,RWB,NP,3,3,3,2
4440,ST,ST,NP,NP,4,3,2,2
4441,RB,RB,NP,NP,3,3,3,1
4442,CB,CB,NP,NP,2,2,1,3
4443,CB,CB,NP,NP,3,2,2,3
4444,CAM,CAM,LM,NP,3,4,2,2
4445,CB,CB,NP,NP,3,2,2,3
4446,RB,RB,CB,NP,3,3,3,3
4447,ST,ST,NP,NP,4,3,3,2
4448,CAM,CAM,RM,RW,3,3,2,2
4449,CB,CB,NP,NP,2,2,2,2
4450,GK,GK,NP,NP,2,1,2,2
4451,ST,ST,NP,NP,4,3,2,2
4452,ST,ST,CAM,CM,3,3,3,3
4453,RB,RB,NP,NP,2,3,3,2
4454,LM,LM,LW,NP,3,3,2,2
4455,LB,LB,LM,NP,3,3,3,3
4456,CM,CM,CDM,NP,3,3,3,3
4457,CAM,CM,CAM,NP,5,3,3,2
4458,ST,ST,CAM,NP,3,3,2,2
4459,CB,CB,NP,NP,2,2,1,2
4460,RB,RB,CB,NP,4,2,3,2
4461,CAM,CAM,CM,CDM,4,3,2,2
4462,GK,GK,NP,NP,4,1,2,2
4463,RM,RM,NP,NP,3,3,2,2
4464,CB,CB,NP,NP,3,2,3,2
4465,CDM,CDM,CM,NP,4,2,2,2
4466,CM,CM,CDM,NP,3,3,2,2
4467,CAM,CM,CAM,CDM,4,4,3,2
4468,GK,GK,NP,NP,2,1,2,2
4469,RB,RB,LB,RWB,3,3,2,2
4470,LB,LB,LWB,NP,3,3,2,2
4471,CB,CB,NP,NP,3,2,2,3
4472,CM,CDM,NP,NP,2,2,2,2
4473,CM,CM,CAM,NP,3,3,2,2
4474,RWB,CDM,CM,NP,3,3,3,3
4475,ST,ST,NP,NP,4,3,3,3
4476,CM,CM,CDM,NP,3,3,3,2
4477,RM,LM,RM,NP,4,4,3,2
4478,ST,ST,NP,NP,4,3,3,2
4479,CM,CM,NP,NP,3,3,2,2
4480,GK,GK,NP,NP,3,1,2,2
4481,CM,CM,CDM,NP,3,4,3,2
4482,ST,ST,NP,NP,3,2,3,2
4483,CB,CB,NP,NP,3,2,2,2
4484,GK,GK,NP,NP,3,1,2,2
4485,CM,CDM,CM,NP,4,4,2,2
4486,RB,RB,RM,NP,3,3,3,2
4487,CM,CM,CDM,NP,3,3,2,2
4488,CAM,CAM,CM,NP,2,4,2,1
4489,ST,ST,LM,RM,3,3,2,2
4490,CM,CM,CDM,NP,3,3,2,2
4491,LB,LB,LWB,NP,2,3,3,1
4492,CDM,CDM,CM,NP,3,3,2,3
4493,RB,RB,NP,NP,3,3,3,2
4494,CAM,CAM,NP,NP,3,3,2,2
4495,CB,CB,RB,CDM,3,2,2,2
4496,LM,CAM,RW,CM,2,4,3,3
4497,CB,CB,LB,NP,3,2,2,2
4498,RM,RM,NP,NP,4,3,3,2
4499,RW,RW,LW,ST,3,3,2,2
4500,CB,CB,NP,NP,3,2,2,3
4501,ST,ST,NP,NP,4,3,3,2
4502,GK,GK,NP,NP,2,1,2,2
4503,ST,ST,RW,LW,3,2,3,1
4504,RW,RM,LM,ST,4,2,3,2
4505,CB,CB,CDM,NP,1,2,1,2
4506,CB,CB,RB,NP,3,2,3,3
4507,RM,RM,LM,CAM,4,3,3,2
4508,CDM,CDM,NP,NP,2,2,2,3
4509,RWB,RB,NP,NP,4,2,3,3
4510,CB,CB,NP,NP,3,2,2,2
4511,GK,GK,NP,NP,3,1,2,2
4512,CAM,CM,CAM,NP,3,3,3,3
4513,CB,CB,NP,NP,3,2,2,3
4514,GK,GK,NP,NP,3,1,2,2
4515,GK,GK,NP,NP,3,1,2,2
4516,CM,CM,RM,NP,5,3,2,2
4517,CM,CDM,CM,NP,4,3,2,3
4518,CB,CB,NP,NP,3,2,2,3
4519,ST,ST,NP,NP,3,3,2,1
4520,CAM,CM,NP,NP,3,3,2,3
4521,LB,LB,NP,NP,3,3,3,2
4522,ST,ST,NP,NP,3,2,3,2
4523,CF,CAM,RM,LM,3,3,3,2
4524,CB,CB,CDM,NP,3,2,2,3
4525,RB,RB,NP,NP,3,2,2,3
4526,CDM,CM,CDM,NP,2,3,1,2
4527,CDM,CDM,CM,NP,3,2,2,3
4528,CDM,CB,CDM,RB,5,2,2,2
4529,GK,GK,NP,NP,3,1,2,2
4530,RWB,RWB,RB,NP,3,3,3,2
4531,CDM,CDM,CM,RM,4,3,2,2
4532,CB,CB,NP,NP,3,3,2,2
4533,RM,CAM,ST,NP,4,3,3,2
4534,RWB,LB,LM,RB,4,3,3,2
4535,CB,CDM,CB,NP,3,2,2,2
4536,LM,CM,LB,NP,3,3,2,3
4537,CB,CB,NP,NP,3,2,2,2
4538,CDM,CDM,CM,NP,3,3,2,3
4539,ST,ST,NP,NP,3,2,3,3
4540,CB,CB,RB,CDM,4,2,3,2
4541,RB,RB,NP,NP,3,3,2,2
4542,CAM,CM,CDM,NP,3,3,2,2
4543,ST,ST,RM,NP,2,2,3,3
4544,CB,CB,NP,NP,3,2,2,3
4545,GK,GK,NP,NP,2,1,2,2
4546,RB,RB,RM,LB,3,3,2,2
4547,RM,LM,NP,NP,4,4,3,1
4548,RM,LW,RW,NP,3,4,2,2
4549,RM,LM,NP,NP,2,3,3,2
4550,LWB,LWB,LB,NP,2,3,3,2
4551,CDM,CM,CDM,NP,4,2,2,2
4552,LB,LB,NP,NP,2,3,2,3
4553,LWB,LWB,NP,NP,3,3,3,2
4554,ST,LM,NP,NP,3,3,3,2
4555,CB,CB,NP,NP,3,2,2,2
4556,ST,ST,RW,NP,3,3,3,2
4557,GK,GK,NP,NP,1,1,2,2
4558,CDM,CM,CDM,NP,4,3,2,3
4559,CB,CB,NP,NP,3,2,2,3
4560,CB,CB,NP,NP,3,2,2,2
4561,LWB,LWB,LM,CM,4,4,2,2
4562,ST,CAM,LM,RM,4,3,2,2
4563,CB,CB,LB,LWB,3,3,2,2
4564,ST,ST,LM,RM,3,3,3,3
4565,ST,ST,RW,LW,3,2,2,2
4566,CDM,CDM,CM,NP,4,2,2,2
4567,LM,LM,RM,CAM,3,4,2,1
4568,RM,RM,NP,NP,3,2,2,2
4569,RB,RB,NP,NP,3,3,3,2
4570,LB,LB,NP,NP,2,3,3,2
4571,CAM,LW,RW,LM,3,3,3,2
4572,ST,ST,NP,NP,4,3,2,2
4573,GK,GK,NP,NP,3,1,2,2
4574,CM,CM,CDM,NP,3,3,2,2
4575,CB,CDM,NP,NP,3,3,1,2
4576,GK,GK,NP,NP,2,1,2,2
4577,CDM,CDM,CM,NP,3,2,2,3
4578,LB,LB,NP,NP,2,2,3,2
4579,CB,CB,NP,NP,3,2,1,3
4580,CB,CB,NP,NP,3,2,2,3
4581,GK,GK,NP,NP,4,1,2,2
4582,CAM,ST,RM,NP,4,3,3,2
4583,CB,CB,NP,NP,3,2,3,3
4584,CAM,RW,LW,RWB,3,3,3,2
4585,GK,GK,NP,NP,3,1,2,2
4586,ST,ST,NP,NP,3,3,3,3
4587,CB,CB,NP,NP,4,2,2,2
4588,ST,CAM,CF,CM,3,3,3,3
4589,GK,GK,NP,NP,2,1,2,2
4590,LB,LB,NP,NP,3,3,3,2
4591,CB,CDM,NP,NP,3,2,2,2
4592,CAM,CM,NP,NP,4,3,3,2
4593,GK,GK,NP,NP,2,1,2,2
4594,ST,ST,NP,NP,3,3,2,1
4595,CB,CB,NP,NP,2,2,1,3
4596,CDM,CDM,CM,RB,3,3,2,2
4597,LW,LW,NP,NP,4,4,3,2
4598,CB,CB,NP,NP,3,2,1,2
4599,CB,CB,NP,NP,3,2,2,2
4600,ST,ST,CAM,NP,3,3,2,2
4601,GK,GK,NP,NP,3,1,2,2
4602,GK,GK,NP,NP,3,1,2,2
4603,LB,LB,NP,NP,3,3,3,3
4604,CDM,CDM,CM,NP,3,2,2,3
4605,GK,GK,NP,NP,3,1,2,2
4606,CM,CM,NP,NP,3,3,2,2
4607,ST,ST,NP,NP,3,3,2,2
4608,CB,CB,NP,NP,3,2,2,3
4609,RM,CM,RM,NP,3,3,3,3
4610,CDM,CDM,CM,NP,3,3,1,3
4611,CB,CB,NP,NP,3,2,2,2
4612,RB,RB,RWB,RM,3,3,2,2
4613,LB,LB,LWB,LM,2,3,2,2
4614,ST,ST,CAM,NP,4,3,2,2
4615,CB,CB,LB,NP,3,2,2,2
4616,LB,LB,LWB,NP,3,2,2,2
4617,RW,RM,LM,NP,3,3,2,2
4618,CB,CB,NP,NP,2,2,2,2
4619,LWB,LB,LM,NP,3,3,2,2
4620,RWB,RB,RM,NP,3,3,3,2
4621,LB,LB,NP,NP,3,2,3,2
4622,ST,ST,NP,NP,2,3,2,2
4623,RW,RW,LW,NP,3,3,2,1
4624,ST,ST,NP,NP,3,2,2,2
4625,ST,ST,NP,NP,3,2,3,1
4626,GK,GK,NP,NP,2,1,2,2
4627,CAM,RW,LW,CAM,3,4,2,2
4628,RWB,RB,NP,NP,2,3,3,2
4629,CB,CB,RB,NP,3,2,2,2
4630,CB,CB,NP,NP,3,2,1,2
4631,GK,GK,NP,NP,2,1,2,2
4632,ST,ST,NP,NP,4,3,3,2
4633,CAM,CM,LM,ST,3,3,2,2
4634,GK,GK,NP,NP,2,1,2,2
4635,CDM,CDM,CB,CM,3,2,1,3
4636,CAM,CAM,CM,NP,3,4,2,2
4637,CB,CB,NP,NP,2,2,2,3
4638,GK,GK,NP,NP,3,1,2,2
4639,GK,GK,NP,NP,3,1,2,2
4640,CB,LB,CB,NP,2,2,2,2
4641,GK,GK,NP,NP,3,1,2,2
4642,LM,CM,RM,NP,3,3,3,2
4643,CB,CB,NP,NP,2,2,2,3
4644,ST,ST,NP,NP,3,3,2,2
4645,CM,CM,NP,NP,2,2,1,3
4646,CB,CB,NP,NP,3,2,2,2
4647,LB,LB,NP,NP,3,2,3,2
4648,LM,LM,LW,NP,2,3,2,1
4649,RB,RB,LB,NP,3,2,3,2
4650,RWB,RB,NP,NP,3,3,3,2
4651,CB,CB,NP,NP,3,2,3,3
4652,GK,GK,NP,NP,2,1,2,2
4653,CAM,CAM,CM,RM,3,3,2,2
4654,LM,LM,ST,LW,3,3,3,2
4655,CM,CM,NP,NP,3,3,3,2
4656,LM,LM,RM,NP,3,3,2,1
4657,ST,ST,NP,NP,3,3,3,3
4658,LB,LB,LM,NP,3,2,3,3
4659,CAM,RM,LM,NP,3,4,2,1
4660,CB,CB,NP,NP,3,2,1,2
4661,CDM,CDM,NP,NP,3,2,3,3
4662,LM,LM,ST,NP,3,3,2,2
4663,CB,CB,NP,NP,3,2,2,2
4664,CB,CB,NP,NP,2,2,2,2
4665,RW,RW,LW,NP,4,3,2,2
4666,ST,ST,NP,NP,5,3,2,2
4667,CDM,CDM,CM,NP,3,2,1,3
4668,ST,ST,NP,NP,3,3,3,2
4669,RM,RM,RB,NP,3,2,2,2
4670,CB,CB,NP,NP,2,2,1,3
4671,RM,RM,LM,RWB,3,3,2,2
4672,CB,ST,CAM,NP,3,3,3,2
4673,LM,RM,RW,NP,4,3,3,2
4674,CB,CB,NP,NP,3,2,2,3
4675,CDM,CDM,CM,NP,3,3,1,3
4676,CDM,CDM,CM,NP,3,2,2,2
