player_id,power,shot_power,jumping,stamina,strength,long_shots
2355,339,72,44,84,71,68
2356,362,73,79,79,60,71
2357,348,71,68,79,66,64
2358,374,75,80,75,70,74
2359,320,68,50,78,58,66
2360,374,80,68,72,80,74
2361,361,68,72,88,71,62
2362,354,80,57,65,77,75
2363,307,57,63,74,59,54
2364,311,77,66,62,35,71
2365,308,68,43,76,61,60
2366,343,77,68,72,53,73
2367,354,77,67,73,74,63
2368,378,73,78,83,83,61
2369,205,53,52,21,66,13
2370,362,64,79,88,76,55
2371,236,55,61,31,81,8
2372,356,74,77,87,53,65
2373,352,64,90,79,68,51
2374,365,81,72,63,82,67
2375,358,82,68,54,81,73
2376,361,76,67,68,77,73
2377,375,78,81,78,69,69
2378,372,80,72,74,72,74
2379,340,57,80,82,70,51
2380,185,56,41,15,60,13
2381,356,76,65,70,71,74
2382,324,67,69,75,49,64
2383,362,71,79,69,77,66
2384,359,78,56,81,67,77
2385,359,72,86,74,57,70
2386,338,77,46,78,63,74
2387,370,69,81,82,64,74
2388,306,28,63,73,84,58
2389,327,45,81,72,87,42
2390,340,74,55,67,70,74
2391,306,31,86,69,79,41
2392,304,51,58,87,73,35
2393,366,68,92,81,58,67
2394,290,68,74,33,67,48
2395,300,70,44,73,40,73
2396,357,79,78,78,55,67
2397,318,52,90,68,79,29
2398,340,70,56,81,60,73
2399,288,47,50,75,88,28
2400,223,52,65,24,69,13
2401,311,78,62,57,38,76
2402,370,71,64,90,72,73
2403,339,74,58,75,65,67
2404,366,64,78,89,70,65
2405,379,72,82,79,77,69
2406,316,81,34,60,62,79
2407,353,67,74,80,65,67
2408,334,49,80,67,79,59
2409,344,61,70,83,68,62
2410,399,76,92,79,81,71
2411,343,68,69,75,64,67
2412,310,71,55,75,39,70
2413,368,73,72,87,66,70
2414,361,75,68,73,67,78
2415,349,62,68,79,79,61
2416,318,64,73,68,83,30
2417,328,59,78,69,77,45
2418,325,60,66,80,60,59
2419,324,65,55,73,66,65
2420,318,76,45,67,57,73
2421,373,76,71,84,67,75
2422,348,68,67,75,67,71
2423,196,52,52,27,53,12
2424,336,68,65,74,70,59
2425,300,50,81,61,74,34
2426,363,79,71,72,70,71
2427,372,69,88,76,82,57
2428,351,80,55,74,80,62
2429,372,74,68,73,89,68
2430,349,70,78,76,61,64
2431,233,52,61,36,79,5
2432,329,61,69,74,72,53
2433,368,72,72,75,75,74
2434,285,66,46,66,45,62
2435,313,69,53,68,48,75
2436,336,79,59,70,63,65
2437,367,82,73,70,70,72
2438,291,52,74,78,46,41
2439,372,76,87,77,58,74
2440,351,75,70,72,62,72
2441,376,77,80,74,75,70
2442,377,80,80,76,70,71
2443,235,50,80,35,57,13
2444,374,83,71,64,79,77
2445,234,49,72,30,71,12
2446,226,56,64,33,62,11
2447,300,77,31,68,55,69
2448,294,69,64,55,29,77
2449,307,56,70,63,77,41
2450,382,75,73,90,68,76
2451,344,81,61,44,88,70
2452,311,48,66,83,75,39
2453,348,65,80,87,65,51
2454,386,81,73,82,81,69
2455,325,69,61,70,58,67
2456,188,52,44,23,54,15
2457,185,50,50,29,42,14
2458,332,66,62,75,70,59
2459,360,64,68,78,90,60
2460,320,58,55,91,49,67
2461,220,54,56,27,68,15
2462,276,71,39,66,39,61
2463,357,63,78,78,79,59
2464,377,79,74,74,70,80
2465,298,41,62,76,88,31
2466,243,53,69,42,66,13
2467,370,75,72,89,69,65
2468,338,73,52,60,80,73
2469,237,47,69,34,74,13
2470,308,60,74,67,74,33
2471,363,73,71,73,72,74
2472,347,75,67,74,63,68
2473,354,75,74,74,60,71
2474,318,63,69,76,72,38
2475,382,78,77,82,73,72
2476,341,76,71,79,41,74
2477,371,79,81,61,74,76
2478,328,83,44,63,56,82
2479,388,72,90,87,72,67
2480,300,40,73,71,86,30
2481,363,82,70,62,67,82
2482,291,70,65,54,35,67
2483,339,60,67,74,70,68
2484,331,77,64,66,54,70
2485,225,52,47,35,81,10
2486,343,75,66,71,63,68
2487,383,73,77,85,76,72
2488,358,69,82,78,62,67
2489,352,71,83,73,57,68
2490,363,65,86,76,73,63
2491,315,57,82,72,77,27
2492,379,73,83,91,69,63
2493,346,75,71,72,60,68
2494,204,54,65,22,51,12
2495,380,77,81,79,71,72
2496,391,76,81,85,81,68
2497,237,53,58,36,77,13
2498,335,78,63,59,55,80
2499,312,63,59,77,53,60
2500,348,78,63,71,66,70
2501,330,75,74,59,47,75
2502,377,74,81,77,76,69
2503,369,78,76,75,80,60
2504,362,75,68,92,57,70
2505,373,75,80,76,73,69
2506,332,64,56,80,85,47
2507,322,67,57,72,60,66
2508,339,67,66,79,64,63
2509,310,58,80,83,51,38
2510,385,76,91,74,72,72
2511,357,71,72,79,67,68
2512,333,60,67,81,70,55
2513,326,74,65,59,58,70
2514,307,73,44,63,57,70
2515,326,61,53,82,70,60
2516,345,74,73,67,59,72
2517,294,64,55,65,44,66
2518,322,54,88,71,78,31
2519,366,69,87,80,70,60
2520,334,50,80,82,73,49
2521,336,67,47,84,67,71
2522,300,55,69,57,62,57
2523,382,75,80,90,70,67
2524,340,73,43,78,76,70
2525,340,72,62,76,78,52
2526,376,79,82,69,73,73
2527,325,63,57,76,72,57
2528,326,77,57,75,47,70
2529,209,51,51,25,67,15
2530,325,62,69,79,73,42
2531,318,65,59,76,63,55
2532,304,62,66,53,79,44
2533,342,74,60,73,58,77
2534,352,83,74,33,90,72
2535,289,55,53,64,52,65
2536,358,78,65,69,72,74
2537,311,49,73,69,74,46
2538,318,54,83,72,86,23
2539,354,77,61,73,68,75
2540,323,78,63,60,47,75
2541,341,82,59,66,64,70
2542,238,55,55,42,68,18
2543,342,63,60,74,80,65
2544,361,74,78,69,70,70
2545,358,69,88,67,69,65
2546,321,52,80,72,79,38
2547,373,67,87,86,74,59
2548,318,63,66,64,68,57
2549,333,59,60,86,70,58
2550,292,36,84,64,77,31
2551,313,77,52,50,63,71
2552,340,79,51,65,68,77
2553,338,74,66,73,58,67
2554,253,50,67,40,79,17
2555,355,75,68,70,66,76
2556,337,70,71,54,82,60
2557,226,59,69,34,54,10
2558,234,50,73,43,53,15
2559,245,64,65,30,70,16
2560,349,68,73,77,73,58
2561,356,75,65,73,76,67
2562,312,42,78,75,78,39
2563,336,77,62,68,56,73
2564,374,79,62,79,86,68
2565,354,77,67,58,82,70
2566,216,51,60,25,72,8
2567,206,51,41,38,61,15
2568,335,63,64,83,63,62
2569,330,72,57,78,63,60
2570,352,75,79,66,61,71
2571,380,64,82,85,87,62
2572,264,65,43,56,33,67
2573,310,44,72,73,84,37
2574,311,56,66,72,71,46
2575,315,60,60,82,68,45
2576,194,52,41,31,56,14
2577,346,81,45,78,68,74
2578,344,77,62,53,70,82
2579,332,74,45,74,73,66
2580,291,72,65,55,33,66
2581,235,47,70,38,70,10
2582,258,50,76,40,79,13
2583,330,64,72,78,54,62
2584,384,74,84,72,85,69
2585,230,50,67,32,72,9
2586,369,65,71,83,80,70
2587,339,64,66,79,70,60
2588,356,80,66,75,62,73
2589,315,43,71,72,73,56
2590,372,74,73,78,72,75
2591,292,70,70,34,50,68
2592,358,69,80,72,77,60
2593,370,76,77,67,78,72
2594,357,72,74,85,68,58
2595,360,74,67,74,77,68
2596,290,38,71,75,78,28
2597,381,78,80,68,83,72
2598,309,51,76,71,74,37
2599,288,68,43,77,32,68
2600,340,74,65,61,67,73
2601,367,70,76,77,79,65
2602,323,65,59,71,63,65
2603,357,71,68,73,72,73
2604,357,73,85,79,69,51
2605,391,80,85,73,84,69
2606,330,54,76,71,65,64
2607,294,73,34,68,56,63
2608,350,67,58,89,70,66
2609,358,77,74,68,78,61
2610,326,66,74,76,66,44
2611,353,81,73,54,70,75
2612,337,67,83,70,74,43
2613,352,68,57,90,73,64
2614,214,47,63,41,49,14
2615,342,64,90,76,85,27
2616,373,73,69,87,76,68
2617,331,52,76,74,73,56
2618,350,71,70,75,60,74
2619,313,67,50,67,64,65
2620,365,72,91,78,69,55
2621,251,50,74,38,70,19
2622,368,78,70,70,77,73
2623,296,70,73,54,30,69
2624,314,73,49,59,63,70
2625,338,62,69,77,68,62
2626,336,73,69,57,72,65
2627,342,82,53,54,76,77
2628,227,34,32,51,83,27
2629,345,79,64,72,60,70
2630,320,57,55,78,67,63
2631,225,50,76,26,67,6
2632,336,64,69,73,65,65
2633,355,75,81,68,58,73
2634,316,70,56,64,59,67
2635,245,51,73,31,74,16
2636,348,71,66,70,71,70
2637,346,77,56,64,73,76
2638,302,60,74,70,39,59
2639,331,62,72,74,74,49
2640,319,45,70,82,63,59
2641,302,53,73,67,75,34
2642,302,74,59,56,53,60
2643,359,74,79,63,69,74
2644,320,50,83,71,83,33
2645,329,59,61,77,75,57
2646,346,64,53,92,66,71
2647,352,67,85,92,49,59
2648,197,50,60,23,58,6
2649,377,75,90,79,59,74
2650,322,56,82,68,76,40
2651,220,47,63,28,70,12
2652,340,74,58,80,60,68
2653,328,72,65,63,87,41
2654,374,78,81,69,80,66
2655,372,76,77,74,76,69
2656,372,77,84,82,56,73
2657,331,70,55,69,63,74
2658,238,57,64,41,65,11
2659,290,68,37,48,66,71
2660,347,76,46,64,89,72
2661,375,73,92,65,76,69
2662,364,76,80,63,81,64
2663,361,72,71,76,70,72
2664,380,84,67,76,77,76
2665,235,47,66,30,78,14
2666,305,68,57,70,60,50
2667,330,55,90,81,67,37
2668,276,36,72,55,74,39
2669,340,73,77,68,55,67
2670,285,57,52,41,84,51
2671,341,69,64,80,58,70
2672,327,57,89,66,84,31
2673,291,66,49,47,57,72
2674,345,66,66,80,75,58
2675,292,64,51,68,56,53
2676,365,71,92,73,58,71
2677,289,76,53,49,44,67
2678,354,70,81,84,67,52
2679,374,75,78,74,76,71
2680,297,63,83,53,35,63
2681,323,77,54,62,60,70
2682,338,55,79,78,83,43
2683,302,51,66,71,76,38
2684,339,69,64,68,78,60
2685,361,73,65,82,67,74
2686,340,73,69,71,62,65
2687,286,68,37,62,45,74
2688,359,61,80,78,81,59
2689,365,75,70,73,81,66
2690,362,74,83,72,74,59
2691,286,45,68,61,86,26
2692,319,53,80,66,76,44
2693,299,59,70,69,45,56
2694,336,65,73,74,69,55
2695,360,73,77,92,69,49
2696,379,76,77,79,76,71
2697,240,53,53,36,83,15
2698,253,50,75,43,72,13
2699,364,72,78,71,66,77
2700,360,68,81,63,70,78
2701,356,76,73,65,79,63
2702,354,77,55,71,77,74
2703,341,69,74,82,50,66
2704,366,70,64,87,72,73
2705,305,74,47,55,58,71
2706,369,71,83,89,69,57
2707,341,66,76,75,64,60
2708,339,66,81,71,80,41
2709,313,65,55,64,63,66
2710,378,70,72,91,70,75
2711,300,63,54,57,62,64
2712,366,70,90,70,61,75
2713,208,50,53,29,60,16
2714,304,49,80,72,65,38
2715,378,80,81,75,82,60
2716,358,72,74,65,75,72
2717,376,75,81,78,78,64
2718,368,72,76,91,67,62
2719,302,72,49,80,34,67
2720,239,50,65,38,68,18
2721,290,74,43,61,40,72
2722,327,58,67,80,66,56
2723,361,72,58,92,69,70
2724,362,76,66,70,74,76
2725,354,68,66,87,64,69
2726,318,58,58,72,58,72
2727,329,71,65,61,61,71
2728,287,53,55,52,85,42
2729,327,58,72,76,76,45
2730,289,60,57,66,48,58
2731,345,71,69,75,58,72
2732,341,75,64,68,63,71
2733,314,43,82,88,72,29
2734,376,73,84,85,67,67
2735,290,70,45,73,32,70
2736,264,37,67,68,63,29
2737,320,58,71,65,73,53
2738,379,85,79,66,74,75
2739,375,76,76,72,86,65
2740,341,80,67,63,60,71
2741,344,72,66,63,77,66
2742,284,71,65,33,44,71
2743,352,73,59,78,68,74
2744,168,51,58,17,37,5
2745,362,68,72,76,77,69
2746,363,74,71,72,71,75
2747,233,47,51,44,73,18
2748,347,69,66,81,66,65
2749,368,77,71,86,62,72
2750,200,53,55,21,60,11
2751,316,50,88,80,72,26
2752,369,75,77,79,64,74
2753,353,79,69,68,65,72
2754,345,73,83,72,86,31
2755,245,49,74,34,76,12
2756,356,77,73,62,69,75
2757,303,57,73,72,61,40
2758,330,55,57,87,86,45
2759,328,79,68,52,54,75
2760,337,57,80,76,84,40
2761,337,59,83,65,90,40
2762,365,74,78,76,66,71
2763,350,71,75,86,54,64
2764,387,70,91,89,69,68
2765,340,58,78,79,75,50
2766,353,76,71,75,57,74
2767,367,75,81,71,71,69
2768,206,51,60,25,58,12
2769,382,76,88,77,75,66
2770,384,78,81,63,91,71
2771,314,78,44,56,60,76
2772,340,76,56,71,58,79
2773,229,50,70,26,68,15
2774,302,70,42,66,89,35
2775,341,74,77,80,71,39
2776,369,77,59,87,77,69
2777,342,68,56,83,67,68
2778,239,50,67,31,76,15
2779,357,68,75,80,67,67
2780,371,76,72,75,76,72
2781,329,75,56,69,56,73
2782,346,60,65,90,63,68
2783,322,71,75,60,80,36
2784,320,62,75,70,81,32
2785,366,76,75,70,69,76
2786,229,50,58,30,81,10
2787,355,72,65,78,72,68
2788,357,71,71,73,80,62
2789,220,54,69,28,60,9
2790,254,68,71,25,70,20
2791,356,84,56,63,76,77
2792,338,53,85,75,67,58
2793,369,76,65,77,83,68
2794,310,63,48,73,62,64
2795,297,66,60,69,45,57
2796,392,79,79,86,76,72
2797,344,75,67,68,66,68
2798,315,71,56,60,58,70
2799,321,74,70,73,37,67
2800,288,48,59,76,65,40
2801,349,84,67,56,66,76
2802,348,66,70,79,79,54
2803,350,65,70,81,71,63
2804,364,74,81,84,64,61
2805,364,73,72,76,71,72
2806,348,71,61,68,73,75
2807,364,73,73,74,69,75
2808,303,68,32,77,68,58
2809,321,72,57,64,60,68
2810,301,64,43,74,83,37
2811,359,74,61,70,85,69
2812,321,61,83,71,73,33
2813,352,71,74,74,68,65
2814,336,74,52,57,91,62
2815,340,71,73,58,71,67
2816,196,51,61,20,54,10
2817,340,66,70,70,76,58
2818,303,52,74,68,77,32
2819,345,77,56,56,91,65
2820,325,68,72,71,46,68
2821,328,70,69,87,44,58
2822,298,42,77,64,75,40
2823,350,67,78,79,66,60
2824,330,65,81,64,67,53
2825,324,60,74,72,61,57
2826,312,51,71,76,74,40
2827,325,68,67,75,51,64
2828,348,73,66,68,73,68
2829,372,81,52,86,78,75
2830,332,70,70,65,59,68
2831,350,73,59,72,74,72
2832,321,70,55,72,56,68
2833,313,69,52,72,64,56
2834,305,70,55,65,77,38
2835,397,68,90,91,75,73
2836,216,53,57,28,63,15
2837,362,72,72,75,75,68
2838,320,67,78,62,51,62
2839,326,50,76,77,70,53
2840,215,50,57,25,67,16
2841,370,73,84,78,61,74
2842,355,76,70,68,76,65
2843,362,76,68,76,65,77
2844,351,71,77,67,77,59
2845,317,69,51,70,60,67
2846,220,49,67,32,57,15
2847,362,72,83,68,70,69
2848,343,70,71,66,66,70
2849,336,74,57,74,61,70
2850,329,63,58,69,87,52
2851,317,74,54,53,62,74
2852,355,84,50,87,59,75
2853,223,53,64,30,64,12
2854,338,73,72,74,75,44
2855,257,27,55,73,76,26
2856,310,60,70,67,71,42
2857,319,56,80,57,84,42
2858,295,52,79,62,84,18
2859,321,65,68,73,72,43
2860,342,73,69,66,67,67
2861,361,75,82,79,61,64
2862,339,70,67,69,66,67
2863,322,66,75,71,64,46
2864,306,70,31,67,65,73
2865,340,74,47,66,73,80
2866,321,44,88,81,78,30
2867,307,70,38,53,79,67
2868,364,78,78,62,73,73
2869,297,52,72,72,77,24
2870,179,55,37,20,57,10
2871,329,73,47,68,75,66
2872,312,50,82,64,75,41
2873,338,80,56,63,61,78
2874,214,46,47,34,76,11
2875,344,62,85,81,68,48
2876,345,57,86,77,76,49
2877,333,67,64,79,53,70
2878,201,52,58,30,49,12
2879,334,67,76,68,74,49
2880,350,76,84,75,45,70
2881,343,69,57,60,92,65
2882,324,65,61,75,61,62
2883,303,53,69,64,84,33
2884,333,63,66,85,68,51
2885,346,80,44,74,78,70
2886,369,76,70,61,90,72
2887,315,69,60,68,58,60
2888,329,60,70,73,72,54
2889,354,72,68,80,65,69
2890,381,75,83,75,81,67
2891,302,45,83,67,76,31
2892,159,53,34,19,36,17
2893,293,47,77,71,59,39
2894,377,70,81,84,77,65
2895,293,64,62,57,53,57
2896,308,67,67,65,40,69
2897,357,70,57,91,77,62
2898,320,55,70,87,74,34
2899,346,71,67,70,65,73
2900,343,69,65,90,70,49
2901,332,61,61,85,62,63
2902,208,52,65,40,42,9
2903,326,60,91,78,71,26
2904,292,71,32,64,68,57
2905,386,75,92,76,79,64
2906,277,52,71,31,88,35
2907,328,75,67,54,67,65
2908,379,80,65,80,78,76
2909,347,71,64,70,69,73
2910,384,80,83,66,83,72
2911,314,56,60,76,70,52
2912,361,80,57,66,87,71
2913,336,74,62,61,69,70
2914,308,73,48,68,44,75
2915,342,77,57,80,62,66
2916,380,73,84,91,61,71
2917,201,56,58,34,42,11
2918,349,67,72,74,77,59
2919,337,64,71,81,71,50
2920,355,77,59,71,77,71
2921,351,64,77,89,68,53
2922,325,71,63,55,63,73
2923,257,50,79,32,77,19
2924,342,75,76,61,58,72
2925,257,47,33,80,58,39
2926,374,82,74,60,86,72
2927,356,68,80,70,76,62
2928,336,76,54,65,77,64
2929,317,61,49,91,65,51
2930,347,73,75,69,60,70
2931,274,46,49,79,64,36
2932,355,62,78,86,75,54
2933,352,80,73,66,67,66
2934,320,55,75,88,54,48
2935,350,67,78,85,57,63
2936,341,72,65,79,56,69
2937,227,50,68,43,52,14
2938,360,86,33,81,80,80
2939,382,80,79,78,78,67
2940,358,73,76,74,69,66
2941,322,76,40,76,56,74
2942,183,51,32,25,64,11
2943,338,49,80,83,79,47
2944,333,61,77,77,73,45
2945,329,52,88,74,78,37
2946,351,81,67,60,63,80
2947,385,79,80,75,85,66
2948,313,71,58,61,53,70
2949,360,70,82,89,74,45
2950,306,68,43,76,51,68
2951,271,36,86,34,80,35
2952,371,74,81,89,62,65
2953,365,81,58,81,71,74
2954,279,77,32,30,80,60
2955,308,59,71,74,57,47
2956,344,74,61,73,69,67
2957,316,63,53,78,70,52
2958,248,70,31,45,41,61
2959,354,73,67,74,71,69
2960,349,73,81,65,62,68
2961,206,50,56,26,63,11
2962,317,76,53,65,46,77
2963,318,55,62,90,62,49
2964,340,62,61,75,65,77
2965,364,69,80,68,70,77
2966,320,72,61,67,50,70
2967,336,62,71,78,67,58
2968,349,72,73,65,70,69
2969,305,58,65,71,74,37
2970,304,65,62,62,85,30
2971,237,46,68,43,65,15
2972,301,71,44,51,92,43
2973,363,78,82,61,73,69
2974,380,70,81,84,84,61
2975,352,78,79,66,57,72
2976,356,77,64,69,68,78
2977,211,49,64,28,55,15
2978,379,67,91,77,70,74
2979,375,79,74,78,70,74
2980,345,75,68,63,65,74
2981,292,72,76,30,73,41
2982,289,53,62,64,59,51
2983,359,74,71,73,72,69
2984,305,62,42,69,67,65
2985,361,62,89,65,90,55
2986,353,73,67,70,80,63
2987,304,61,59,74,50,60
2988,335,60,78,62,91,44
2989,358,81,79,68,57,73
2990,308,52,70,69,90,27
2991,324,71,61,57,66,69
2992,320,52,58,91,69,50
2993,321,63,58,77,59,64
2994,315,55,65,69,66,60
2995,322,59,63,82,70,48
2996,340,59,77,83,62,59
2997,335,68,62,70,65,70
2998,359,70,73,72,75,69
2999,343,65,73,77,64,64
3000,365,75,80,50,88,72
3001,309,65,74,74,65,31
3002,316,73,59,66,56,62
3003,212,49,63,32,52,16
3004,247,52,68,30,79,18
3005,260,52,66,34,76,32
3006,361,77,64,75,69,76
3007,340,67,74,81,77,41
3008,371,75,79,81,76,60
3009,362,76,70,71,80,65
3010,334,78,44,75,63,74
3011,283,73,46,66,34,64
3012,317,50,73,90,65,39
3013,350,75,62,72,70,71
3014,290,39,70,76,67,38
3015,345,77,66,63,74,65
3016,306,52,71,67,81,35
3017,329,66,72,72,53,66
3018,317,54,69,72,85,37
3019,308,42,71,84,67,44
3020,342,78,59,70,59,76
3021,328,65,56,83,72,52
3022,358,84,63,60,71,80
3023,363,73,75,66,80,69
3024,318,72,55,53,74,64
3025,355,78,68,77,60,72
3026,355,70,73,67,85,60
3027,293,63,43,76,57,54
3028,252,54,69,40,76,13
3029,372,66,79,80,77,70
3030,309,69,64,71,41,64
3031,346,61,80,68,77,60
3032,310,43,92,80,61,34
3033,339,63,52,86,70,68
3034,353,78,69,61,72,73
3035,331,62,70,70,71,58
3036,353,70,73,72,72,66
3037,315,60,42,77,70,66
3038,353,72,73,74,63,71
3039,314,55,79,67,78,35
3040,325,72,75,58,62,58
3041,273,40,78,50,80,25
3042,303,52,74,68,77,32
3043,282,45,76,43,86,32
3044,367,76,70,73,76,72
3045,338,70,65,68,66,69
3046,360,76,75,70,71,68
3047,272,32,87,56,65,32
3048,317,73,64,78,32,70
3049,341,59,75,81,77,49
3050,306,42,82,78,65,39
3051,305,53,72,67,76,37
3052,323,74,64,51,60,74
3053,335,77,49,71,70,68
3054,371,76,87,76,62,70
3055,279,62,58,69,34,56
3056,363,79,69,65,85,65
3057,352,74,64,80,61,73
3058,396,88,62,87,90,69
3059,198,47,65,30,45,11
3060,351,69,70,79,73,60
3061,324,67,61,92,55,49
3062,345,64,72,88,71,50
3063,322,58,82,77,63,42
3064,343,66,77,71,69,60
3065,328,63,77,61,73,54
3066,326,65,77,68,47,69
3067,180,54,46,22,43,15
3068,305,58,76,75,60,36
3069,337,69,65,75,70,58
3070,341,70,71,74,74,52
3071,367,67,73,85,79,63
3072,348,75,73,76,56,68
3073,319,74,33,78,68,66
3074,236,51,69,42,62,12
3075,337,67,78,68,75,49
3076,335,53,74,72,81,55
3077,357,73,68,71,75,70
3078,378,78,82,73,77,68
3079,336,59,56,84,72,65
3080,348,76,68,65,65,74
3081,304,55,74,70,75,30
3082,332,69,70,82,49,62
3083,293,68,56,54,50,65
3084,352,68,93,69,66,56
3085,339,80,50,74,65,70
3086,335,78,71,66,76,44
3087,337,61,75,85,70,46
3088,226,48,65,33,68,12
3089,355,77,69,64,76,69
3090,227,51,58,35,69,14
3091,345,78,68,73,61,65
3092,302,73,55,62,49,63
3093,287,57,54,76,42,58
3094,306,68,58,62,54,64
3095,371,75,81,79,71,65
3096,301,53,66,75,70,37
3097,301,44,82,53,71,51
3098,293,58,50,69,53,63
3099,303,68,69,59,47,60
3100,326,58,71,72,69,56
3101,187,53,55,28,40,11
3102,397,81,81,89,81,65
3103,280,55,66,72,45,42
3104,164,47,32,16,54,15
3105,351,72,67,67,83,62
3106,313,57,75,77,66,38
3107,290,48,72,66,79,25
3108,328,63,72,76,74,43
3109,360,70,92,75,77,46
3110,206,48,54,30,63,11
3111,340,66,68,80,68,58
3112,327,47,83,78,80,39
3113,310,71,53,77,55,54
3114,325,64,79,51,79,52
3115,341,75,70,58,63,75
3116,320,60,61,69,60,70
3117,314,70,32,71,73,68
3118,301,59,54,66,63,59
3119,382,78,81,77,78,68
3120,331,73,71,53,68,66
3121,342,67,58,87,67,63
3122,353,68,74,74,74,63
3123,360,75,92,64,60,69
3124,309,74,56,68,43,68
3125,334,68,66,72,63,65
3126,345,73,46,74,78,74
3127,304,42,69,78,79,36
3128,366,74,65,86,76,65
3129,359,74,70,76,76,63
3130,375,77,67,86,73,72
3131,332,75,70,55,61,71
3132,327,51,81,90,67,38
3133,384,82,91,52,90,69
3134,309,75,51,56,57,70
3135,368,74,88,81,64,61
3136,327,68,59,63,79,58
3137,297,58,56,73,52,58
3138,281,67,41,67,52,54
3139,287,66,52,61,46,62
3140,313,67,61,85,35,65
3141,315,52,74,71,67,51
3142,358,74,71,70,73,70
3143,322,67,57,73,77,48
3144,344,75,78,59,60,72
3145,320,65,64,77,59,55
3146,360,78,58,77,74,73
3147,315,42,65,70,89,49
3148,334,75,59,76,56,68
3149,346,73,70,65,69,69
3150,349,66,59,86,76,62
3151,352,65,74,73,79,61
3152,222,52,67,31,59,13
3153,310,54,75,67,69,45
3154,275,42,71,57,73,32
3155,372,78,73,77,81,63
3156,363,71,75,82,66,69
3157,365,74,69,75,83,64
3158,286,60,46,68,49,63
3159,370,78,62,83,78,69
3160,350,75,73,71,61,70
3161,339,72,67,66,61,73
3162,225,54,59,41,56,15
3163,387,78,71,88,78,72
3164,352,69,69,80,68,66
3165,306,74,70,32,56,74
3166,307,51,63,68,68,57
3167,293,50,68,64,81,30
3168,319,44,87,76,73,39
3169,312,56,73,61,82,40
3170,374,71,80,81,67,75
3171,220,50,54,42,56,18
3172,246,36,58,68,49,35
3173,314,77,50,66,53,68
3174,355,71,68,74,74,68
3175,333,74,54,49,86,70
3176,339,74,58,65,74,68
3177,346,74,69,65,71,67
3178,314,71,47,64,60,72
3179,335,75,58,73,63,66
3180,325,72,65,58,64,66
3181,319,73,67,73,35,71
3182,320,63,70,68,60,59
3183,256,33,77,52,76,18
3184,327,84,45,31,88,79
3185,292,60,58,69,49,56
3186,315,68,59,51,82,55
3187,260,56,71,41,81,11
3188,363,74,85,78,78,48
3189,378,80,90,66,68,74
3190,291,63,35,68,75,50
3191,302,51,65,70,72,44
3192,305,66,48,62,61,68
3193,370,76,76,70,77,71
3194,372,78,73,82,73,66
3195,357,73,74,71,77,62
3196,349,68,66,85,68,62
3197,286,51,73,68,69,25
3198,357,72,70,74,75,66
3199,329,60,73,70,72,54
3200,256,56,69,43,73,15
3201,275,36,61,68,90,20
3202,334,70,65,74,63,62
3203,291,50,67,72,70,32
3204,373,80,82,55,87,69
3205,348,76,80,65,58,69
3206,310,57,65,83,41,64
3207,351,73,66,74,71,67
3208,304,40,87,70,84,23
3209,382,79,69,85,79,70
3210,366,72,77,70,81,66
3211,336,66,76,85,64,45
3212,190,52,48,30,46,14
3213,313,70,59,58,58,68
3214,286,50,71,70,57,38
3215,317,51,75,75,69,47
3216,296,70,46,49,63,68
3217,302,85,40,67,33,77
3218,308,44,82,68,73,41
3219,284,34,76,74,78,22
3220,291,50,66,75,77,23
3221,354,76,68,66,78,66
3222,274,55,46,80,59,34
3223,399,83,83,82,88,63
3224,278,55,54,76,44,49
3225,351,72,57,71,81,70
3226,374,76,76,74,79,69
3227,302,64,62,72,45,59
3228,339,60,65,78,77,59
3229,215,45,75,20,59,16
3230,293,70,33,65,58,67
3231,354,76,62,73,63,80
3232,297,48,81,68,73,27
3233,223,50,60,23,75,15
3234,303,47,67,70,68,51
3235,362,73,73,90,59,67
3236,239,53,75,40,60,11
3237,359,67,79,76,71,66
3238,280,26,67,84,73,30
3239,340,71,72,71,72,54
3240,350,72,59,74,71,74
3241,349,81,68,62,70,68
3242,251,53,71,35,72,20
3243,280,38,70,69,82,21
3244,365,76,76,80,67,66
3245,363,76,87,69,60,71
3246,308,55,67,66,54,66
3247,348,74,65,68,75,66
3248,361,72,74,62,86,67
3249,351,75,84,63,64,65
3250,331,58,74,76,61,62
3251,374,68,72,90,80,64
3252,375,82,67,78,79,69
3253,355,74,69,70,73,69
3254,292,58,56,70,82,26
3255,268,54,51,36,58,69
3256,332,54,82,69,74,53
3257,362,78,75,68,80,61
3258,337,60,74,84,64,55
3259,361,83,74,72,65,67
3260,318,74,50,69,50,75
3261,322,59,64,87,73,39
3262,338,67,60,71,75,65
3263,204,52,54,35,49,14
3264,327,72,50,74,61,70
3265,284,62,60,51,75,36
3266,362,63,80,84,71,64
3267,385,74,80,77,82,72
3268,353,50,81,74,91,57
3269,315,51,71,70,63,60
3270,267,66,54,66,27,54
3271,324,61,76,74,59,54
3272,353,73,71,72,67,70
3273,283,62,46,61,79,35
3274,299,40,69,81,89,20
3275,329,57,79,84,60,49
3276,357,69,76,83,66,63
3277,347,82,56,74,63,72
3278,290,41,63,77,76,33
3279,241,53,73,25,72,18
3280,341,74,63,73,63,68
3281,338,72,51,82,68,65
3282,388,80,75,86,77,70
3283,290,66,64,61,34,65
3284,316,64,76,75,76,25
3285,311,68,51,68,54,70
