player_id,goalkeeping,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
4191,57,11,10,13,13,10
4192,54,9,15,14,8,8
4193,353,73,67,73,68,72
4194,59,12,12,11,12,12
4195,57,11,12,5,14,15
4196,56,11,10,14,10,11
4197,56,8,13,15,9,11
4198,53,14,6,7,11,15
4199,351,71,73,67,71,69
4200,50,9,11,8,12,10
4201,51,13,12,6,7,13
4202,71,14,15,14,14,14
4203,50,8,11,9,9,13
4204,56,10,13,8,11,14
4205,33,6,5,8,9,5
4206,57,9,14,11,8,15
4207,55,7,11,16,15,6
4208,68,15,15,16,9,13
4209,58,12,14,8,13,11
4210,41,9,8,5,11,8
4211,44,10,8,7,13,6
4212,45,8,7,7,9,14
4213,50,14,13,11,5,7
4214,61,15,13,7,14,12
4215,55,14,13,11,9,8
4216,56,8,14,11,14,9
4217,53,5,13,13,8,14
4218,358,72,68,74,70,74
4219,342,72,66,60,70,74
4220,65,12,15,15,11,12
4221,57,16,11,7,10,13
4222,55,10,10,16,7,12
4223,54,14,14,8,7,11
4224,35,5,11,6,6,7
4225,50,7,9,7,13,14
4226,49,9,9,11,14,6
4227,347,71,67,65,67,77
4228,51,7,10,11,15,8
4229,57,14,11,7,11,14
4230,65,16,10,15,8,16
4231,38,7,7,9,5,10
4232,57,8,10,14,9,16
4233,55,12,9,6,15,13
4234,46,8,6,6,11,15
4235,51,12,6,12,15,6
4236,61,8,7,16,14,16
4237,351,68,70,69,73,71
4238,60,15,10,16,13,6
4239,59,10,16,14,7,12
4240,341,73,66,60,65,77
4241,43,6,11,8,9,9
4242,47,9,12,7,12,7
4243,56,10,9,11,11,15
4244,51,9,7,8,14,13
4245,56,14,11,11,9,11
4246,52,10,9,11,7,15
4247,51,5,14,7,10,15
4248,53,12,13,5,14,9
4249,47,6,9,16,6,10
4250,49,11,10,8,8,12
4251,71,16,15,14,10,16
4252,56,16,14,12,7,7
4253,55,8,10,14,12,11
4254,57,13,14,14,11,5
4255,342,68,70,64,70,70
4256,354,72,70,68,74,70
4257,46,8,6,12,14,6
4258,50,11,10,8,9,12
4259,48,9,8,10,12,9
4260,50,7,11,7,12,13
4261,20,4,4,4,4,4
4262,43,7,7,11,10,8
4263,55,10,6,15,10,14
4264,42,15,9,6,6,6
4265,353,74,68,66,72,73
4266,53,7,14,9,16,7
4267,343,71,69,60,68,75
4268,48,11,9,7,9,12
4269,47,8,11,11,11,6
4270,353,71,68,71,71,72
4271,49,8,6,10,10,15
4272,58,10,11,15,15,7
4273,57,9,11,14,11,12
4274,343,72,67,62,70,72
4275,46,9,13,7,9,8
4276,353,73,69,68,71,72
4277,58,10,14,12,10,12
4278,55,11,12,15,9,8
4279,45,10,9,5,13,8
4280,52,7,12,8,14,11
4281,71,13,13,14,13,18
4282,350,71,69,68,70,72
4283,48,14,10,8,10,6
4284,62,15,13,10,9,15
4285,52,12,8,11,7,14
4286,45,8,10,13,7,7
4287,54,11,6,14,12,11
4288,54,11,12,13,9,9
4289,40,9,5,6,14,6
4290,58,11,16,11,12,8
4291,53,8,10,13,12,10
4292,348,71,70,62,73,72
4293,47,10,9,6,10,12
4294,39,8,8,9,7,7
4295,69,15,12,16,12,14
4296,57,11,6,10,16,14
4297,52,13,10,10,9,10
4298,62,14,11,12,9,16
4299,56,15,13,11,8,9
4300,56,13,11,14,10,8
4301,37,5,9,8,8,7
4302,355,70,68,74,70,73
4303,44,9,7,13,8,7
4304,59,15,12,12,13,7
4305,54,13,8,10,12,11
4306,64,15,13,15,13,8
4307,52,13,10,8,10,11
4308,48,10,6,9,11,12
4309,50,13,8,6,9,14
4310,62,8,12,14,14,14
4311,347,73,68,64,69,73
4312,44,7,11,6,6,14
4313,53,7,14,13,8,11
4314,55,8,15,14,8,10
4315,43,7,10,8,7,11
4316,50,8,11,15,10,6
4317,58,10,15,9,13,11
4318,363,71,72,72,76,72
4319,44,7,10,14,6,7
4320,41,5,7,10,5,14
4321,59,14,12,9,10,14
4322,59,11,7,16,16,9
4323,67,11,15,16,9,16
4324,58,14,10,11,8,15
4325,350,69,69,70,70,72
4326,51,7,9,8,14,13
4327,44,7,6,12,12,7
4328,56,11,9,7,15,14
4329,57,14,9,14,12,8
4330,45,6,10,8,15,6
4331,46,8,6,8,14,10
4332,57,10,14,9,15,9
4333,64,15,14,12,15,8
4334,350,70,68,72,69,71
4335,57,14,8,15,14,6
4336,67,14,13,12,15,13
4337,44,8,13,7,9,7
4338,54,14,6,13,10,11
4339,62,15,13,6,16,12
4340,47,8,13,9,11,6
4341,53,7,15,8,11,12
4342,54,8,13,13,9,11
4343,52,14,9,12,12,5
4344,52,6,13,14,14,5
4345,44,8,12,10,8,6
4346,56,10,14,10,12,10
4347,354,73,66,72,70,73
4348,46,6,15,12,6,7
4349,61,6,13,15,13,14
4350,44,9,8,6,9,12
4351,55,11,9,15,13,7
4352,39,13,9,5,6,6
4353,61,10,14,14,14,9
4354,72,15,12,15,15,15
4355,52,15,6,9,7,15
4356,49,8,10,12,10,9
4357,48,9,11,11,10,7
4358,357,61,77,76,70,73
4359,47,12,10,11,9,5
4360,62,11,15,16,11,9
4361,54,14,11,6,15,8
4362,46,10,13,8,7,8
4363,44,10,7,8,7,12
4364,50,9,6,13,9,13
4365,44,8,12,9,7,8
4366,48,11,11,8,11,7
4367,55,7,14,11,9,14
4368,55,13,15,6,15,6
4369,51,11,10,14,9,7
4370,56,8,15,9,13,11
4371,61,11,13,9,14,14
4372,57,14,8,15,8,12
4373,63,13,15,14,10,11
4374,347,74,67,66,68,72
4375,51,6,8,12,12,13
4376,54,10,10,12,11,11
4377,53,10,13,9,8,13
4378,46,15,6,8,6,11
4379,44,6,12,9,5,12
4380,50,11,10,12,8,9
4381,61,11,15,9,13,13
4382,44,8,11,9,6,10
4383,55,10,15,10,14,6
4384,46,7,7,12,6,14
4385,55,8,12,16,12,7
4386,57,12,13,16,8,8
4387,62,11,12,10,16,13
4388,55,13,8,6,13,15
4389,69,16,12,13,13,15
4390,54,8,13,15,7,11
4391,51,14,12,9,5,11
4392,57,8,16,9,12,12
4393,50,11,7,9,11,12
4394,54,8,7,16,9,14
4395,62,13,12,10,13,14
4396,52,15,6,12,8,11
4397,57,9,14,13,12,9
4398,54,12,11,15,10,6
4399,56,13,12,8,8,15
4400,54,15,10,12,7,10
4401,53,9,10,11,13,10
4402,50,7,9,14,11,9
4403,44,6,9,13,5,11
4404,349,70,69,70,68,72
4405,60,15,11,8,14,12
4406,40,7,11,6,8,8
4407,56,8,16,8,14,10
4408,55,10,14,10,8,13
4409,57,5,15,12,14,11
4410,58,15,12,8,12,11
4411,49,9,7,13,9,11
4412,52,9,6,14,16,7
4413,348,71,66,63,74,74
4414,56,12,11,10,10,13
4415,352,68,68,71,72,73
4416,57,14,12,6,16,9
4417,47,10,6,11,7,13
4418,359,71,69,73,73,73
4419,52,8,15,14,9,6
4420,63,12,8,16,16,11
4421,63,14,13,12,12,12
4422,46,12,7,12,8,7
4423,62,10,12,13,12,15
4424,360,71,69,83,66,71
4425,51,10,13,7,14,7
4426,56,13,15,11,8,9
4427,60,15,10,14,14,7
4428,61,12,8,16,9,16
4429,61,13,9,13,14,12
4430,55,11,9,9,12,14
4431,345,72,65,63,71,74
4432,55,9,15,11,13,7
4433,56,16,11,8,12,9
4434,51,11,6,14,9,11
4435,354,71,70,67,73,73
4436,54,10,14,12,12,6
4437,52,13,15,13,5,6
4438,57,8,14,12,11,12
4439,54,12,7,8,13,14
4440,55,11,14,6,13,11
4441,54,10,16,7,11,10
4442,49,15,9,8,10,7
4443,60,16,8,16,7,13
4444,46,9,7,8,10,12
4445,63,7,13,12,15,16
4446,49,8,8,9,14,10
4447,63,13,13,16,12,9
4448,42,14,6,7,8,7
4449,55,10,7,9,14,15
4450,347,73,70,62,67,75
4451,42,10,6,7,12,7
4452,54,11,9,16,12,6
4453,52,8,11,14,10,9
4454,50,10,8,12,9,11
4455,50,6,11,11,13,9
4456,41,10,7,6,6,12
4457,52,11,9,12,13,7
4458,54,8,16,11,13,6
4459,53,11,10,13,6,13
4460,62,10,14,12,13,13
4461,49,7,12,9,14,7
4462,354,72,69,70,69,74
4463,53,15,14,6,7,11
4464,62,15,13,15,8,11
4465,37,6,7,9,7,8
4466,54,11,13,8,9,13
4467,62,14,14,7,16,11
4468,351,73,70,70,63,75
4469,51,12,10,9,9,11
4470,38,8,10,8,4,8
4471,56,13,12,13,10,8
4472,64,13,13,9,13,16
4473,50,9,7,9,13,12
4474,61,12,14,14,8,13
4475,51,10,6,14,7,14
4476,63,15,10,12,15,11
4477,63,13,12,13,10,15
4478,45,8,11,11,8,7
4479,50,15,8,9,11,7
4480,351,71,72,67,71,70
4481,57,10,16,8,8,15
4482,56,8,11,14,13,10
4483,54,11,16,8,9,10
4484,345,71,68,64,72,70
4485,54,15,11,9,10,9
4486,63,12,13,9,13,16
4487,43,12,8,7,8,8
4488,54,7,7,14,15,11
4489,57,15,13,9,9,11
4490,50,7,6,13,13,11
4491,54,11,10,9,8,16
4492,60,11,11,8,15,15
4493,64,16,15,16,7,10
4494,51,9,7,14,7,14
4495,41,9,10,9,7,6
4496,57,11,13,7,14,12
4497,28,9,5,4,6,4
4498,50,8,8,10,14,10
4499,48,8,7,11,8,14
4500,51,6,13,14,9,9
4501,48,8,11,10,12,7
4502,347,72,67,64,69,75
4503,55,11,6,16,6,16
4504,48,13,6,7,10,12
4505,44,8,7,9,10,10
4506,54,12,10,13,9,10
4507,36,9,7,7,6,7
4508,119,22,22,28,24,23
4509,54,8,10,14,14,8
4510,58,15,13,11,10,9
4511,347,73,71,60,69,74
4512,64,15,14,9,15,11
4513,53,13,8,12,10,10
4514,355,68,70,75,73,69
4515,356,71,70,74,72,69
4516,62,14,10,12,16,10
4517,60,15,12,11,7,15
4518,53,12,9,10,10,12
4519,46,9,6,8,9,14
4520,54,12,11,9,12,10
4521,57,11,13,9,12,12
4522,58,10,11,14,9,14
4523,43,7,9,12,8,7
4524,41,8,6,6,15,6
4525,42,10,9,6,7,10
4526,56,6,15,14,8,13
4527,68,10,16,15,15,12
4528,57,10,15,13,12,7
4529,355,69,68,75,69,74
4530,55,8,13,12,15,7
4531,42,5,12,9,7,9
4532,57,9,15,7,12,14
4533,53,8,16,12,10,7
4534,57,11,8,13,14,11
4535,62,8,14,14,13,13
4536,52,9,14,7,7,15
4537,56,14,16,9,7,10
4538,45,7,6,6,13,13
4539,48,10,6,13,9,10
4540,54,7,14,15,12,6
4541,60,15,12,16,6,11
4542,58,16,10,8,9,15
4543,47,6,7,13,11,10
4544,53,12,11,12,7,11
4545,349,72,66,65,72,74
4546,58,13,13,10,16,6
4547,62,10,12,10,15,15
4548,49,9,7,9,15,9
4549,53,7,7,13,13,13
4550,48,12,7,12,7,10
4551,60,12,7,13,15,13
4552,63,15,14,10,15,9
4553,51,12,7,8,15,9
4554,38,7,6,11,8,6
4555,55,14,13,10,10,8
4556,50,6,14,12,7,11
4557,343,70,68,66,71,68
4558,45,8,11,11,6,9
4559,50,11,13,8,8,10
4560,51,12,9,12,7,11
4561,56,16,13,10,10,7
4562,60,8,15,13,9,15
4563,57,11,13,15,6,12
4564,64,16,14,11,12,11
4565,39,12,7,7,7,6
4566,59,12,16,13,8,10
4567,53,7,12,12,15,7
4568,60,15,6,11,14,14
4569,53,7,10,8,13,15
4570,57,11,12,14,14,6
4571,53,15,10,8,6,14
4572,53,8,8,14,8,15
4573,344,70,68,67,68,71
4574,50,11,15,8,7,9
4575,54,15,11,6,14,8
4576,347,66,70,69,70,72
4577,51,9,11,9,10,12
4578,52,11,14,6,8,13
4579,59,12,12,7,15,13
4580,56,15,9,13,7,12
4581,351,71,68,71,68,73
4582,55,9,10,16,7,13
4583,48,7,11,12,9,9
4584,60,7,8,15,15,15
4585,337,72,70,60,67,68
4586,36,8,7,6,6,9
4587,52,15,10,8,8,11
4588,54,12,10,10,9,13
4589,338,68,66,61,72,71
4590,45,7,14,6,7,11
4591,55,13,7,12,10,13
4592,55,12,11,9,8,15
4593,345,70,68,66,69,72
4594,62,13,13,13,15,8
4595,57,9,14,14,9,11
4596,61,11,11,11,14,14
4597,33,7,9,5,6,6
4598,54,8,15,8,11,12
4599,48,13,10,7,8,10
4600,53,9,11,9,11,13
4601,344,64,68,69,68,75
4602,351,71,70,73,66,71
4603,56,14,10,14,9,9
4604,50,8,14,9,11,8
4605,349,70,66,72,70,71
4606,48,12,10,11,9,6
4607,63,14,14,11,9,15
4608,66,13,16,11,14,12
4609,40,9,5,7,12,7
4610,55,14,9,10,12,10
4611,57,13,15,12,6,11
4612,46,8,10,13,6,9
4613,54,11,9,13,10,11
4614,72,13,15,15,16,13
4615,54,14,6,12,12,10
4616,46,11,8,12,9,6
4617,49,11,9,9,12,8
4618,51,8,13,11,10,9
4619,54,13,11,11,10,9
4620,46,7,9,9,13,8
4621,47,7,8,9,12,11
4622,54,11,9,10,10,14
4623,56,15,5,14,14,8
4624,58,10,10,13,15,10
4625,67,16,12,14,16,9
4626,337,71,65,61,67,73
4627,61,6,14,13,13,15
4628,62,15,12,16,9,10
4629,64,13,15,9,16,11
4630,49,7,11,6,13,12
4631,337,69,73,58,63,74
4632,50,9,15,10,7,9
4633,46,6,12,11,9,8
4634,348,69,68,68,69,74
4635,46,9,8,8,9,12
4636,57,12,13,7,14,11
4637,43,8,8,7,14,6
4638,345,68,68,68,71,70
4639,340,69,66,65,69,71
4640,45,11,15,6,6,7
4641,344,70,66,64,70,74
4642,52,8,9,16,6,13
4643,52,11,8,16,9,8
4644,47,7,9,16,8,7
4645,55,7,12,15,15,6
4646,44,12,10,8,7,7
4647,46,7,6,8,14,11
4648,55,11,12,13,12,7
4649,51,7,8,13,13,10
4650,54,9,15,10,8,12
4651,49,13,7,9,13,7
4652,345,70,69,65,72,69
4653,64,16,14,14,10,10
4654,57,15,12,7,11,12
4655,43,8,9,9,8,9
4656,57,9,10,11,14,13
4657,61,10,14,7,16,14
4658,34,6,5,11,6,6
4659,46,9,6,13,7,11
4660,40,10,9,7,9,5
4661,48,8,7,9,12,12
4662,58,13,10,11,11,13
4663,51,6,9,14,9,13
4664,65,13,14,14,9,15
4665,59,7,16,12,15,9
4666,62,12,11,15,15,9
4667,47,12,11,9,6,9
4668,43,14,5,8,8,8
4669,40,6,10,10,6,8
4670,48,15,8,12,6,7
4671,48,7,11,6,12,12
4672,56,7,10,12,16,11
4673,53,10,10,13,11,9
4674,58,9,12,7,15,15
4675,47,13,8,14,6,6
4676,55,7,14,10,12,12
4677,346,72,64,72,70,68
4678,50,13,12,8,10,7
4679,67,11,15,14,13,14
4680,56,10,13,14,12,7
4681,48,8,10,9,8,13
4682,63,10,14,8,16,15
4683,345,72,67,66,67,73
4684,340,71,65,62,67,75
4685,53,14,11,6,15,7
4686,42,8,10,6,11,7
4687,54,14,8,14,11,7
4688,65,14,13,12,14,12
4689,345,73,64,70,67,71
4690,63,13,11,13,11,15
4691,55,14,11,6,11,13
4692,60,14,12,6,12,16
4693,47,12,12,7,8,8
4694,46,11,9,7,7,12
4695,338,70,68,60,70,70
4696,57,10,15,14,11,7
4697,62,12,12,12,14,12
4698,60,15,7,15,7,16
4699,51,9,8,9,11,14
4700,43,5,11,12,8,7
4701,44,11,9,7,12,5
4702,57,13,10,11,14,9
4703,53,10,12,11,5,15
4704,50,10,9,8,14,9
4705,50,12,7,8,13,10
4706,71,16,14,15,12,14
4707,59,14,7,15,9,14
4708,50,11,7,13,8,11
4709,35,8,7,8,6,6
4710,68,11,13,12,16,16
4711,56,14,12,10,10,10
4712,43,6,6,6,14,11
4713,49,8,15,12,8,6
4714,98,23,17,18,23,17
4715,53,7,16,6,10,14
4716,71,15,16,15,16,9
4717,57,12,9,12,8,16
4718,341,69,68,63,70,71
4719,53,7,12,15,11,8
4720,52,15,12,7,10,8
4721,59,15,8,10,7,19
4722,49,9,11,5,12,12
4723,51,10,8,12,14,7
4724,66,12,10,18,12,14
4725,345,73,69,63,69,71
4726,50,14,6,6,11,13
4727,49,15,10,7,10,7
4728,61,14,12,11,10,14
4729,43,7,5,13,11,7
4730,45,11,7,5,13,9
4731,50,8,7,10,10,15
4732,39,9,8,9,7,6
4733,53,14,10,6,14,9
4734,46,9,6,7,16,8
4735,42,8,9,7,8,10
4736,51,14,12,6,7,12
4737,64,15,11,14,10,14
4738,40,8,6,7,9,10
4739,47,7,11,10,8,11
4740,51,9,11,7,12,12
4741,50,15,7,9,7,12
4742,43,6,10,9,11,7
4743,59,15,10,7,11,16
4744,342,70,69,62,71,70
4745,339,73,67,57,63,79
4746,67,16,13,14,13,11
4747,42,7,5,15,10,5
4748,56,14,14,10,9,9
4749,44,5,6,11,10,12
4750,335,70,67,57,68,73
4751,56,13,13,10,8,12
4752,42,7,7,10,11,7
4753,74,18,13,15,11,17
4754,46,11,9,8,8,10
4755,351,72,67,64,73,75
4756,55,7,13,10,11,14
4757,54,16,12,9,7,10
4758,52,10,10,10,9,13
4759,58,10,15,12,9,12
4760,50,12,12,6,7,13
4761,350,70,66,74,67,73
4762,55,13,8,10,10,14
4763,53,14,7,13,7,12
4764,55,10,11,9,13,12
4765,51,12,14,8,8,9
4766,348,68,69,70,70,71
4767,44,8,8,7,10,11
4768,53,8,8,13,13,11
4769,65,15,10,12,14,14
4770,55,11,13,12,9,10
4771,64,14,14,11,12,13
4772,53,14,12,6,7,14
4773,58,15,10,9,11,13
4774,63,15,9,15,14,10
4775,52,8,13,13,7,11
4776,46,13,7,7,12,7
4777,346,69,69,68,69,71
4778,47,6,10,14,9,8
4779,60,12,14,14,12,8
4780,56,13,9,9,10,15
4781,44,10,7,9,8,10
4782,48,13,9,10,11,5
4783,57,14,12,11,9,11
4784,39,7,6,9,10,7
4785,53,9,8,16,13,7
4786,44,8,8,7,9,12
4787,49,8,10,5,13,13
4788,53,14,9,11,13,6
4789,44,11,9,7,9,8
4790,52,7,6,10,16,13
4791,349,69,67,68,70,75
4792,53,10,9,7,13,14
4793,44,7,14,11,6,6
4794,39,11,7,6,6,9
4795,49,8,15,8,12,6
4796,50,10,8,15,10,7
4797,56,12,11,9,11,13
4798,345,71,68,69,69,68
4799,44,7,10,12,7,8
4800,52,9,12,15,8,8
4801,55,16,6,9,10,14
4802,48,13,6,8,12,9
4803,60,14,14,6,15,11
4804,58,13,12,13,14,6
4805,42,7,10,9,7,9
4806,57,9,14,13,9,12
4807,53,8,11,12,13,9
4808,53,5,13,14,8,13
4809,54,7,9,13,13,12
4810,50,7,10,16,7,10
4811,62,14,12,14,11,11
4812,50,7,14,8,8,13
4813,65,16,15,13,7,14
4814,39,7,10,6,8,8
4815,49,11,8,14,8,8
4816,58,8,11,13,13,13
4817,64,14,12,9,13,16
4818,66,12,12,15,13,14
4819,47,7,14,6,6,14
4820,54,15,12,8,13,6
4821,45,6,12,11,6,10
4822,39,7,5,5,13,9
4823,55,7,7,11,15,15
4824,52,8,11,9,10,14
4825,42,9,10,7,6,10
4826,62,16,11,11,10,14
4827,338,69,66,59,71,73
4828,61,12,13,9,11,16
4829,55,7,9,14,10,15
4830,60,15,15,8,15,7
4831,47,7,14,7,8,11
4832,51,8,11,8,16,8
4833,324,72,65,44,70,73
4834,43,6,6,12,5,14
4835,57,14,8,8,14,13
4836,345,75,63,64,70,73
4837,58,8,14,15,14,7
4838,50,9,6,13,6,16
4839,58,8,14,16,7,13
4840,51,8,12,11,8,12
4841,56,14,14,7,10,11
4842,67,16,12,8,16,15
4843,61,10,11,14,16,10
4844,51,10,11,8,8,14
4845,56,10,13,9,15,9
4846,59,16,12,16,6,9
4847,57,12,12,11,12,10
4848,46,15,8,10,7,6
4849,40,6,10,6,7,11
4850,57,11,13,11,11,11
4851,44,10,10,13,5,6
4852,63,14,7,15,12,15
4853,58,14,15,8,8,13
4854,57,13,10,8,14,12
4855,62,13,13,12,12,12
4856,349,71,71,67,70,70
4857,44,7,7,10,10,10
4858,61,11,14,10,14,12
4859,56,12,16,12,8,8
4860,38,7,7,7,11,6
4861,342,68,67,66,70,71
4862,52,11,8,11,11,11
4863,60,12,13,12,11,12
4864,53,9,7,7,14,16
4865,53,7,11,12,8,15
4866,42,8,6,8,8,12
4867,49,7,12,12,9,9
4868,47,10,15,7,6,9
4869,63,14,9,15,13,12
4870,50,9,15,9,9,8
4871,49,15,8,9,7,10
4872,55,14,9,12,6,14
4873,48,7,7,11,9,14
4874,64,14,11,13,15,11
4875,56,13,8,13,9,13
4876,67,16,14,13,9,15
4877,53,10,9,15,13,6
4878,54,11,12,9,10,12
4879,58,12,7,16,9,14
4880,43,6,12,9,10,6
4881,44,10,10,5,9,10
4882,352,71,68,72,70,71
4883,44,6,11,11,11,5
4884,38,10,5,8,6,9
4885,59,13,7,15,14,10
4886,343,67,68,69,70,69
4887,63,14,8,15,8,18
4888,53,13,7,7,16,10
4889,56,13,14,11,10,8
4890,50,12,6,13,7,12
4891,53,15,8,9,14,7
4892,39,11,7,7,7,7
4893,50,9,10,8,8,15
4894,48,13,7,8,10,10
4895,49,5,8,11,13,12
4896,57,11,6,14,16,10
4897,42,7,7,13,6,9
4898,52,9,10,14,5,14
4899,61,13,8,12,14,14
4900,55,9,8,16,7,15
4901,60,12,16,12,10,10
4902,76,16,16,16,12,16
4903,55,6,15,12,8,14
4904,57,9,12,13,12,11
4905,350,69,66,73,71,71
4906,52,8,9,9,14,12
4907,51,12,10,11,6,12
4908,352,70,70,74,69,69
4909,50,16,9,7,8,10
4910,55,10,16,10,11,8
4911,50,9,10,8,11,12
4912,64,13,15,9,14,13
4913,51,8,8,13,9,13
4914,349,70,67,73,68,71
4915,56,7,13,16,12,8
4916,69,13,14,15,16,11
4917,347,69,70,69,71,68
4918,58,13,12,10,9,14
4919,52,9,12,15,7,9
4920,48,6,14,13,9,6
4921,56,9,14,13,10,10
4922,38,8,8,7,9,6
4923,52,5,6,14,14,13
4924,62,11,15,14,9,13
4925,51,8,7,14,11,11
4926,64,13,13,9,13,16
4927,56,15,6,14,9,12
4928,53,8,9,12,13,11
4929,54,13,12,11,9,9
4930,54,10,8,11,15,10
4931,65,11,11,12,12,19
4932,42,6,12,8,9,7
4933,347,70,67,70,69,71
4934,53,10,8,15,9,11
4935,45,6,8,13,8,10
4936,55,7,12,16,10,10
4937,61,11,16,14,10,10
4938,57,14,14,13,10,6
4939,38,8,6,7,9,8
4940,62,14,15,6,12,15
4941,64,15,12,12,13,12
4942,248,40,57,40,66,45
4943,51,14,7,11,6,13
4944,52,7,10,13,8,14
4945,49,8,10,9,13,9
4946,46,10,6,11,13,6
4947,49,10,6,15,12,6
4948,62,15,14,15,8,10
4949,42,9,7,11,8,7
4950,49,6,11,8,14,10
4951,346,71,70,68,67,70
4952,53,8,12,8,14,11
4953,342,70,66,67,67,72
4954,49,16,11,8,7,7
4955,47,10,7,8,7,15
4956,49,9,13,7,9,11
4957,58,13,10,13,10,12
4958,60,11,14,9,14,12
4959,42,10,12,7,7,6
4960,49,11,10,11,10,7
4961,58,10,7,12,13,16
4962,51,7,14,15,8,7
4963,51,7,11,16,9,8
4964,49,10,14,12,6,7
4965,50,12,5,13,11,9
4966,44,7,6,12,6,13
4967,51,12,8,6,15,10
4968,53,13,7,10,10,13
4969,44,8,7,14,8,7
4970,54,6,11,12,14,11
4971,58,14,9,14,10,11
4972,64,10,14,12,14,14
4973,41,10,8,7,9,7
4974,49,13,7,8,7,14
4975,55,16,8,14,8,9
4976,50,7,10,10,15,8
4977,58,7,14,8,14,15
4978,56,13,11,9,15,8
4979,56,14,11,12,7,12
4980,48,6,7,8,15,12
4981,51,8,12,15,6,10
4982,67,14,9,15,14,15
4983,57,10,12,7,13,15
4984,42,7,12,10,8,5
4985,48,9,8,10,8,13
4986,51,15,8,7,9,12
4987,45,7,6,6,11,15
4988,348,68,67,70,72,71
4989,60,16,9,12,11,12
4990,348,71,68,71,68,70
4991,51,7,10,14,8,12
4992,61,16,8,13,12,12
4993,50,7,8,13,8,14
4994,51,11,9,7,13,11
4995,53,7,14,8,14,10
4996,56,11,8,10,11,16
4997,53,7,8,13,11,14
4998,46,12,13,6,9,6
4999,70,9,15,16,15,15
5000,69,13,12,14,16,14
5001,36,6,6,5,5,14
5002,57,11,9,13,10,14
5003,51,12,10,13,7,9
5004,62,10,14,12,15,11
5005,42,11,8,10,7,6
5006,55,6,12,10,16,11
5007,57,15,6,13,11,12
5008,56,13,13,8,10,12
5009,46,8,8,8,8,14
5010,49,9,10,10,8,12
5011,46,7,6,15,9,9
5012,54,13,14,6,9,12
5013,65,16,15,16,8,10
5014,50,11,11,7,13,8
5015,55,16,10,8,8,13
5016,55,12,13,12,10,8
5017,55,9,7,12,12,15
5018,62,15,15,15,7,10
5019,47,11,6,5,11,14
5020,48,13,7,9,9,10
5021,52,10,11,10,9,12
5022,57,11,15,11,9,11
5023,338,69,65,60,70,74
5024,342,73,67,62,65,75
5025,55,14,14,8,8,11
5026,341,71,68,63,70,69
5027,53,13,7,12,10,11
5028,50,12,8,7,16,7
5029,57,15,8,15,8,11
5030,55,11,11,7,12,14
5031,56,12,8,13,12,11
5032,58,12,7,16,9,14
5033,48,7,9,9,14,9
5034,53,14,7,12,13,7
5035,49,10,13,7,11,8
5036,44,12,7,7,7,11
5037,62,7,8,16,16,15
5038,49,9,13,9,7,11
5039,61,15,14,10,9,13
5040,52,12,9,11,12,8
5041,44,6,8,8,10,12
5042,60,11,9,15,10,15
5043,35,6,8,7,6,8
5044,53,6,14,13,8,12
5045,62,14,12,12,14,10
5046,52,8,14,12,11,7
5047,61,13,14,12,14,8
5048,58,11,15,10,12,10
5049,347,72,67,66,70,72
5050,53,14,11,11,8,9
5051,46,8,7,15,7,9
5052,56,12,10,13,7,14
5053,47,9,8,8,10,12
5054,60,15,9,11,15,10
5055,67,12,14,11,15,15
5056,347,68,65,73,68,73
5057,58,14,11,15,11,7
5058,55,15,7,10,13,10
5059,61,15,14,13,9,10
5060,64,15,13,13,16,7
5061,65,14,13,13,14,11
5062,54,12,10,7,10,15
5063,47,5,11,10,13,8
5064,62,12,11,14,11,14
5065,52,10,15,8,13,6
5066,50,8,13,8,7,14
5067,65,11,14,15,12,13
5068,52,8,12,15,12,5
5069,52,10,13,15,7,7
5070,62,15,10,12,11,14
5071,56,13,8,8,16,11
5072,53,13,11,10,10,9
5073,47,10,8,14,6,9
5074,60,6,6,16,16,16
5075,344,73,65,68,66,72
5076,48,7,9,8,15,9
5077,55,13,15,10,8,9
5078,58,9,12,9,15,13
5079,32,6,8,5,7,6
5080,50,8,8,10,12,12
5081,57,13,13,5,12,14
5082,341,74,64,65,64,74
5083,47,6,9,7,12,13
5084,343,68,71,62,73,69
5085,47,5,15,6,11,10
5086,339,71,67,62,66,73
5087,52,16,7,7,16,6
5088,46,6,13,11,10,6
5089,40,10,7,6,7,10
5090,49,10,9,13,7,10
5091,67,14,14,13,13,13
5092,56,9,7,12,16,12
5093,43,10,11,5,8,9
5094,58,13,13,15,7,10
5095,59,16,7,10,13,13
5096,52,14,5,11,10,12
5097,58,15,13,9,9,12
5098,60,14,14,12,10,10
5099,61,13,10,13,16,9
5100,57,12,13,6,11,15
5101,48,12,9,11,9,7
5102,58,7,8,16,13,14
5103,46,8,7,15,10,6
5104,35,6,6,6,11,6
5105,60,11,8,14,14,13
5106,61,8,9,14,15,15
5107,334,71,68,53,70,72
5108,56,14,8,13,13,8
5109,58,14,9,14,14,7
5110,53,10,13,11,6,13
5111,48,6,7,11,12,12
5112,55,11,12,13,9,10
5113,55,13,8,12,13,9
5114,39,6,9,10,9,5
5115,45,8,9,13,5,10
5116,50,14,12,6,11,7
5117,53,12,9,14,12,6
5118,15,3,3,3,3,3
5119,50,11,9,8,14,8
5120,346,72,70,65,68,71
