player_id,skill,dribbling,curve,fk_accuracy,long_passing,ball_control
4483,252,43,25,55,64,65
4484,67,10,12,13,19,13
4485,380,73,80,78,75,74
4486,330,68,65,68,59,70
4487,325,69,55,55,72,74
4488,345,73,65,63,73,71
4489,283,70,52,32,59,70
4490,376,67,82,78,76,73
4491,335,71,59,66,68,71
4492,281,63,60,31,62,65
4493,301,65,59,51,59,67
4494,332,75,60,55,67,75
4495,342,67,67,70,69,69
4496,329,75,68,54,60,72
4497,297,59,69,47,62,60
4498,296,73,53,42,57,71
4499,329,74,64,62,59,70
4500,213,43,21,26,62,61
4501,296,63,65,42,58,68
4502,82,15,12,12,21,22
4503,271,65,43,33,59,71
4504,314,72,60,49,61,72
4505,253,45,46,41,64,57
4506,304,52,60,76,56,60
4507,373,69,80,82,71,71
4508,291,59,55,51,63,63
4509,277,67,47,33,64,66
4510,250,48,42,39,63,58
4511,110,18,13,12,36,31
4512,341,69,65,65,70,72
4513,229,38,39,35,63,54
4514,72,8,14,10,28,12
4515,43,8,7,10,9,9
4516,343,69,66,64,71,73
4517,332,70,57,55,77,73
4518,202,38,32,25,50,57
4519,241,66,40,29,38,68
4520,357,73,75,64,71,74
4521,363,64,83,78,68,70
4522,227,64,36,34,27,66
4523,339,75,68,63,60,73
4524,318,56,58,67,71,66
4525,312,63,58,61,63,67
4526,339,66,55,69,74,75
4527,284,56,53,45,65,65
4528,312,66,52,49,77,68
4529,94,13,21,10,20,30
4530,283,68,55,35,61,64
4531,337,72,63,58,72,72
4532,266,66,42,22,66,70
4533,354,71,66,69,74,74
4534,323,70,70,47,64,72
4535,268,60,44,32,66,66
4536,344,69,68,68,70,69
4537,192,34,30,34,45,49
4538,284,63,47,39,68,67
4539,314,69,59,60,58,68
4540,248,61,28,29,65,65
4541,284,68,46,41,62,67
4542,348,71,65,68,70,74
4543,268,68,52,49,45,54
4544,220,45,39,29,52,55
4545,110,16,17,21,35,21
4546,312,72,67,42,63,68
4547,313,74,64,48,54,73
4548,283,75,48,44,43,73
4549,346,79,68,62,60,77
4550,316,70,68,46,62,70
4551,327,71,57,51,74,74
4552,291,67,67,38,54,65
4553,284,71,54,32,59,68
4554,340,72,64,68,69,67
4555,189,25,33,25,54,52
4556,273,70,48,43,47,65
4557,97,12,13,15,34,23
4558,295,63,48,47,64,73
4559,304,52,67,68,62,55
4560,217,54,24,29,55,55
4561,353,69,73,73,67,71
4562,298,70,21,69,66,72
4563,318,70,66,53,60,69
4564,333,68,66,65,63,71
4565,296,66,39,58,64,69
4566,308,63,56,52,69,68
4567,336,72,65,64,63,72
4568,314,73,58,50,60,73
4569,295,65,58,49,59,64
4570,288,70,57,38,53,70
4571,304,75,65,38,55,71
4572,311,67,63,57,52,72
4573,75,12,16,18,13,16
4574,340,70,62,66,70,72
4575,289,64,48,45,65,67
4576,90,13,14,15,22,26
4577,291,65,42,48,67,69
4578,274,58,44,49,61,62
4579,242,56,41,35,55,55
4580,214,48,35,26,48,57
4581,77,12,10,10,23,22
4582,343,68,71,70,65,69
4583,265,41,66,51,65,42
4584,306,74,54,55,53,70
4585,66,11,13,12,20,10
4586,229,60,37,32,32,68
4587,306,50,62,65,66,63
4588,312,66,57,50,69,70
4589,74,11,14,11,18,20
4590,329,63,67,69,65,65
4591,279,57,47,47,65,63
4592,341,69,68,66,67,71
4593,84,12,20,12,26,14
4594,322,71,58,66,57,70
4595,182,33,25,23,46,55
4596,282,56,55,30,69,72
4597,308,74,70,34,54,76
4598,200,32,29,33,50,56
4599,252,41,45,43,71,52
4600,315,70,60,57,58,70
4601,51,7,11,10,15,8
4602,110,14,14,12,40,30
4603,332,66,64,71,65,66
4604,331,53,70,66,75,67
4605,83,11,13,13,23,23
4606,338,70,60,64,71,73
4607,302,66,70,60,38,68
4608,245,45,26,47,62,65
4609,333,76,59,59,66,73
4610,338,66,67,66,71,68
4611,288,57,48,61,61,61
4612,293,65,59,48,55,66
4613,271,68,50,34,52,67
4614,304,72,64,36,59,73
4615,269,61,46,33,61,68
4616,283,64,56,37,56,70
4617,301,78,46,51,54,72
4618,175,42,13,19,45,56
4619,321,66,65,60,59,71
4620,319,69,73,74,36,67
4621,257,65,45,29,53,65
4622,282,68,46,39,57,72
4623,359,74,73,68,69,75
4624,243,61,49,32,42,59
4625,264,62,60,36,40,66
4626,86,14,11,12,24,25
4627,348,74,71,67,64,72
4628,326,65,70,66,60,65
4629,296,53,60,60,69,54
4630,271,39,46,55,69,62
4631,76,9,9,23,18,17
4632,265,70,39,40,49,67
4633,354,81,65,64,72,72
4634,82,12,12,12,21,25
4635,292,53,48,54,73,64
4636,365,72,77,72,73,71
4637,204,46,29,34,36,59
4638,101,17,20,10,34,20
4639,86,14,12,10,27,23
4640,277,65,45,42,56,69
4641,78,15,14,12,23,14
4642,355,73,77,70,61,74
4643,230,49,49,42,41,49
4644,322,67,62,68,60,65
4645,280,63,33,35,73,76
4646,236,52,21,35,64,64
4647,305,69,60,41,65,70
4648,314,74,61,55,62,62
4649,279,54,61,41,62,61
4650,293,66,54,43,63,67
4651,315,57,70,69,57,62
4652,77,9,12,15,23,18
4653,374,74,79,79,69,73
4654,306,71,57,47,61,70
4655,342,72,65,61,70,74
4656,367,72,82,81,60,72
4657,284,62,59,35,57,71
4658,266,58,44,42,63,59
4659,339,76,66,59,65,73
4660,223,56,27,21,65,54
4661,289,59,45,51,71,63
4662,287,67,56,37,59,68
4663,208,48,28,23,48,61
4664,230,59,33,20,55,63
4665,335,76,69,58,61,71
4666,242,64,38,31,43,66
4667,299,61,55,46,65,72
4668,287,68,47,40,64,68
4669,321,66,64,64,58,69
4670,180,33,33,25,26,63
4671,317,73,60,55,59,70
4672,268,59,48,32,64,65
4673,306,75,58,45,58,70
4674,225,48,29,33,56,59
4675,341,64,72,67,70,68
4676,312,60,58,53,71,70
4677,88,15,13,18,27,15
4678,305,67,67,42,61,68
4679,317,66,66,48,67,70
4680,344,78,75,64,51,76
4681,337,69,71,57,69,71
4682,363,67,77,76,72,71
4683,123,20,32,24,24,23
4684,100,18,18,16,21,27
4685,295,64,64,48,58,61
4686,293,66,68,46,46,67
4687,345,76,66,66,67,70
4688,326,73,55,58,69,71
4689,78,20,17,13,14,14
4690,298,65,53,53,59,68
4691,322,69,65,67,55,66
4692,311,68,59,49,66,69
4693,299,70,66,40,54,69
4694,283,64,44,42,72,61
4695,81,11,11,18,21,20
4696,305,70,51,44,68,72
4697,284,67,46,35,68,68
4698,323,65,62,64,65,67
4699,289,78,60,37,44,70
4700,283,78,44,42,51,68
4701,324,72,66,55,60,71
4702,252,53,52,36,53,58
4703,322,67,67,55,64,69
4704,304,56,62,58,64,64
4705,302,62,65,40,68,67
4706,349,70,70,70,68,71
4707,344,70,74,69,59,72
4708,335,71,64,62,68,70
4709,315,65,56,56,70,68
4710,337,64,77,65,65,66
4711,316,66,64,52,64,70
4712,268,55,54,36,63,60
4713,363,70,74,73,73,73
4714,305,70,59,39,67,70
4715,321,65,67,60,60,69
4716,314,73,42,53,70,76
4717,339,71,68,63,66,71
4718,99,19,21,13,26,20
4719,324,60,65,70,64,65
4720,262,62,49,33,52,66
4721,292,63,62,40,77,50
4722,340,74,63,64,69,70
4723,223,57,28,22,53,63
4724,227,50,46,31,47,53
4725,76,12,12,13,24,15
4726,321,57,68,64,70,62
4727,338,70,69,58,72,69
4728,305,75,74,36,48,72
4729,327,67,64,68,56,72
4730,339,71,69,70,59,70
4731,278,63,59,32,58,66
4732,280,65,65,37,45,68
4733,262,58,34,35,74,61
4734,238,50,40,36,52,60
4735,245,60,37,24,59,65
4736,344,67,66,75,69,67
4737,243,72,47,32,21,71
4738,325,76,73,65,39,72
4739,288,68,47,56,47,70
4740,302,69,63,44,60,66
4741,321,71,67,52,62,69
4742,298,65,49,53,64,67
4743,314,69,67,68,39,71
4744,94,16,24,14,26,14
4745,82,12,12,12,25,21
4746,185,40,29,30,36,50
4747,333,70,58,70,65,70
4748,257,62,39,31,60,65
4749,272,65,41,44,54,68
4750,100,14,13,18,40,15
4751,327,69,71,56,64,67
4752,314,71,62,42,67,72
4753,279,52,57,45,63,62
4754,351,74,73,71,63,70
4755,108,16,19,20,30,23
4756,366,71,78,72,71,74
4757,296,65,46,55,55,75
4758,284,64,32,55,67,66
4759,281,65,41,43,61,71
4760,242,51,32,32,65,62
4761,113,22,22,15,30,24
4762,300,69,54,52,54,71
4763,330,74,52,55,74,75
4764,267,66,46,39,50,66
4765,353,71,73,72,65,72
4766,81,11,12,11,25,22
4767,283,69,49,33,63,69
4768,287,61,55,55,54,62
4769,266,62,48,64,28,64
4770,269,74,44,40,43,68
4771,334,70,64,63,64,73
4772,318,66,60,64,63,65
4773,309,70,62,50,57,70
4774,291,61,51,56,59,64
4775,354,70,71,72,68,73
4776,306,65,58,53,60,70
4777,72,10,7,11,22,22
4778,343,69,70,65,64,75
4779,316,77,64,52,45,78
4780,221,42,28,26,69,56
4781,271,68,54,35,52,62
4782,312,74,72,43,53,70
4783,314,73,63,55,54,69
4784,309,65,65,57,52,70
4785,232,51,46,30,49,56
4786,342,72,72,64,62,72
4787,293,71,58,36,58,70
4788,245,46,41,40,56,62
4789,324,68,65,55,68,68
4790,217,33,45,23,60,56
4791,84,13,19,15,19,18
4792,302,71,61,48,57,65
4793,279,65,46,33,65,70
4794,230,55,27,24,58,66
4795,291,62,61,42,66,60
4796,274,66,48,48,46,66
4797,325,67,59,57,73,69
4798,81,11,11,15,30,14
4799,319,68,67,65,47,72
4800,350,71,75,73,59,72
4801,324,69,64,55,67,69
4802,329,72,65,55,67,70
4803,296,51,46,57,72,70
4804,249,58,35,29,62,65
4805,257,68,36,27,59,67
4806,356,74,69,69,69,75
4807,294,71,66,42,46,69
4808,371,71,74,80,73,73
4809,342,77,65,66,61,73
4810,246,57,34,23,70,62
4811,336,66,71,67,64,68
4812,238,48,36,32,63,59
4813,201,31,42,39,44,45
4814,293,67,64,39,53,70
4815,357,74,71,68,68,76
4816,337,67,71,60,68,71
4817,336,63,69,68,68,68
4818,303,66,57,49,63,68
4819,347,72,66,73,66,70
4820,274,58,46,50,55,65
4821,283,65,52,38,60,68
4822,278,67,55,36,54,66
4823,306,73,64,32,65,72
4824,323,69,64,63,60,67
4825,297,56,52,54,72,63
4826,323,70,62,58,60,73
4827,87,18,10,10,24,25
4828,284,68,53,43,56,64
4829,311,74,55,53,59,70
4830,327,65,65,56,69,72
4831,268,61,32,49,60,66
4832,291,69,56,39,59,68
4833,75,12,11,12,23,17
4834,242,57,25,32,68,60
4835,292,73,51,45,55,68
4836,84,14,13,12,28,17
4837,317,58,66,52,74,67
4838,342,72,72,64,67,67
4839,364,72,81,65,72,74
4840,300,71,59,42,57,71
4841,290,63,52,40,66,69
4842,309,66,55,57,66,65
4843,341,66,66,70,67,72
4844,324,64,67,64,64,65
4845,352,72,80,67,63,70
4846,297,59,64,46,59,69
4847,339,75,63,64,66,71
4848,306,73,58,46,59,70
4849,334,61,73,65,69,66
4850,352,70,67,73,68,74
4851,345,74,66,68,65,72
4852,216,51,30,30,52,53
4853,297,68,39,55,67,68
4854,317,71,61,59,60,66
4855,314,59,58,63,65,69
4856,101,19,15,20,24,23
4857,260,70,37,25,61,67
4858,254,72,35,34,45,68
4859,327,70,58,63,66,70
4860,352,76,74,73,55,74
4861,99,15,12,15,33,24
4862,246,59,38,28,55,66
4863,359,68,76,72,68,75
4864,335,70,64,60,69,72
4865,234,70,31,27,38,68
4866,245,60,45,26,49,65
4867,315,66,54,55,68,72
4868,329,69,60,57,72,71
4869,365,71,80,72,73,69
4870,347,71,73,67,66,70
4871,295,76,59,34,53,73
4872,308,59,58,62,65,64
4873,324,73,75,53,53,70
4874,317,65,58,60,67,67
4875,340,70,66,61,69,74
4876,331,69,57,67,67,71
4877,343,73,66,60,74,70
4878,308,77,43,56,62,70
4879,352,70,73,72,68,69
4880,237,46,37,30,55,69
4881,285,62,41,39,72,71
4882,91,13,17,14,15,32
4883,301,65,53,62,50,71
4884,345,73,71,61,65,75
4885,283,66,54,34,61,68
4886,107,19,18,6,38,26
4887,355,67,74,75,65,74
4888,315,66,55,62,67,65
4889,217,43,29,32,59,54
4890,313,67,58,45,72,71
4891,329,74,68,65,50,72
4892,311,67,67,54,56,67
4893,342,70,75,55,70,72
4894,352,73,68,73,64,74
4895,352,74,68,67,71,72
4896,336,70,68,64,61,73
4897,290,74,54,34,57,71
4898,362,73,74,73,69,73
4899,321,72,64,56,60,69
4900,306,68,58,50,62,68
4901,300,69,48,67,45,71
4902,224,48,26,32,59,59
4903,307,67,52,57,58,73
4904,348,73,65,73,64,73
4905,80,11,10,14,29,16
4906,349,68,73,68,70,70
4907,245,71,31,25,43,75
4908,105,11,13,10,60,11
4909,338,71,63,68,69,67
4910,329,69,69,68,54,69
4911,201,38,25,28,49,61
4912,307,72,58,47,61,69
4913,314,71,65,46,63,69
4914,80,20,17,15,12,16
4915,238,62,38,33,35,70
4916,315,71,59,63,52,70
4917,88,17,18,16,17,20
4918,216,44,34,28,44,66
4919,337,75,66,52,69,75
4920,356,71,72,69,70,74
4921,348,70,75,72,61,70
4922,368,65,78,77,77,71
4923,302,71,63,40,59,69
4924,271,66,53,25,63,64
4925,321,77,67,49,56,72
4926,343,70,72,59,70,72
4927,311,65,65,54,59,68
4928,330,65,62,81,57,65
4929,353,74,72,65,67,75
4930,222,54,32,20,55,61
4931,330,55,53,75,78,69
4932,310,75,68,38,56,73
4933,100,13,16,18,21,32
4934,355,68,73,71,71,72
4935,309,70,55,65,52,67
4936,291,67,52,46,57,69
4937,252,55,46,46,44,61
4938,281,58,60,40,59,64
4939,277,71,52,44,42,68
4940,284,63,52,41,59,69
4941,353,73,70,68,70,72
4942,292,67,46,35,73,71
4943,318,73,57,50,66,72
4944,297,71,56,45,57,68
4945,337,67,69,67,67,67
4946,311,66,60,48,68,69
4947,319,69,65,68,49,68
4948,325,66,65,52,69,73
4949,331,68,69,58,66,70
4950,350,74,68,64,71,73
4951,104,19,16,20,22,27
4952,217,37,25,42,56,57
4953,111,25,24,14,28,20
4954,289,57,47,60,65,60
4955,277,55,54,38,64,66
4956,346,71,73,64,70,68
4957,193,33,30,26,42,62
4958,358,67,81,70,70,70
4959,308,66,58,44,71,69
4960,338,74,70,63,62,69
4961,344,68,67,62,75,72
4962,277,65,42,39,66,65
4963,339,73,71,65,59,71
4964,326,69,64,61,62,70
4965,280,64,46,35,65,70
4966,280,57,55,52,52,64
4967,296,64,49,48,65,70
4968,220,47,28,31,62,52
4969,314,62,59,60,65,68
4970,265,61,42,55,42,65
4971,349,59,78,83,64,65
4972,212,49,30,17,60,56
4973,357,75,73,74,64,71
4974,359,73,74,75,62,75
4975,337,70,67,64,65,71
4976,360,73,74,73,68,72
4977,347,72,67,68,70,70
4978,345,69,71,73,64,68
4979,345,73,63,68,70,71
4980,340,72,67,66,65,70
4981,301,68,47,45,71,70
4982,350,67,70,72,67,74
4983,221,44,34,24,66,53
4984,296,72,47,58,50,69
4985,249,69,44,30,40,66
4986,312,74,57,45,62,74
4987,343,69,70,68,65,71
4988,69,11,10,14,20,14
4989,340,71,66,61,69,73
4990,96,14,18,23,23,18
4991,331,63,67,70,62,69
4992,228,53,29,27,59,60
4993,369,74,74,72,74,75
4994,299,77,49,43,57,73
4995,291,68,48,41,66,68
4996,321,66,63,59,68,65
4997,216,50,31,29,45,61
4998,350,68,66,75,68,73
4999,250,57,39,29,64,61
5000,249,52,37,32,66,62
5001,293,72,63,40,50,68
5002,269,46,55,49,56,63
5003,367,67,78,72,75,75
5004,344,64,70,59,78,73
5005,294,74,58,58,33,71
5006,322,57,59,71,70,65
5007,320,72,57,56,65,70
5008,279,65,51,45,48,70
5009,307,69,62,41,67,68
5010,321,73,59,54,66,69
5011,322,73,52,53,72,72
5012,258,65,48,31,53,61
5013,316,67,70,50,61,68
5014,221,45,33,28,59,56
5015,327,74,64,52,64,73
5016,273,74,41,31,54,73
5017,309,67,53,57,66,66
5018,342,73,66,63,69,71
5019,304,75,59,55,47,68
5020,343,75,64,60,71,73
5021,368,72,75,75,72,74
5022,219,55,28,28,52,56
5023,89,17,19,13,24,16
5024,110,23,14,13,30,30
5025,300,65,47,48,70,70
5026,111,14,16,22,40,19
5027,267,58,48,33,61,67
5028,324,66,72,59,60,67
5029,281,51,69,37,60,64
5030,278,70,38,29,68,73
5031,329,70,64,62,61,72
5032,238,33,24,58,50,73
5033,293,74,68,33,45,73
5034,239,44,32,43,53,67
5035,229,53,25,32,57,62
5036,329,76,64,60,52,77
5037,338,71,70,69,58,70
5038,222,44,30,23,59,66
5039,321,67,66,62,57,69
5040,331,73,76,64,43,75
5041,293,72,55,51,45,70
5042,237,72,32,34,28,71
5043,283,54,58,55,58,58
5044,254,60,44,41,46,63
5045,230,55,22,24,67,62
5046,306,68,54,40,70,74
5047,317,64,59,54,70,70
5048,275,75,61,31,40,68
5049,96,17,15,19,27,18
5050,233,47,30,22,68,66
5051,296,75,40,65,44,72
5052,322,70,66,54,64,68
5053,278,67,54,47,45,65
5054,185,42,23,24,48,48
5055,282,48,52,56,65,61
5056,88,15,15,13,20,25
5057,223,45,32,25,67,54
5058,326,72,62,61,64,67
5059,214,41,34,30,56,53
5060,269,64,45,30,65,65
5061,327,71,66,61,59,70
5062,290,61,56,45,64,64
5063,315,67,65,54,60,69
5064,331,63,68,72,67,61
5065,280,64,53,47,49,67
5066,284,65,60,34,59,66
5067,295,75,59,53,42,66
5068,262,62,31,37,66,66
5069,267,63,53,36,48,67
5070,270,49,52,53,58,58
5071,314,69,55,56,63,71
5072,325,75,67,60,53,70
5073,319,66,57,61,67,68
5074,352,70,74,67,70,71
5075,77,12,14,14,19,18
5076,301,65,59,55,55,67
5077,310,68,58,57,56,71
5078,247,63,42,31,46,65
5079,257,41,39,54,55,68
5080,342,74,67,68,58,75
5081,293,59,56,46,70,62
5082,99,15,9,10,36,29
5083,349,66,71,74,69,69
5084,77,11,14,10,23,19
5085,285,70,66,37,40,72
5086,107,18,19,15,41,14
5087,247,42,50,47,50,58
5088,316,64,59,49,75,69
5089,303,72,47,47,71,66
5090,318,70,63,53,61,71
5091,337,67,72,68,62,68
5092,292,70,51,49,51,71
5093,375,73,77,77,73,75
5094,262,56,43,44,58,61
5095,300,72,62,35,60,71
5096,329,71,61,60,66,71
5097,287,65,41,42,71,68
5098,238,55,30,37,56,60
5099,263,66,36,31,60,70
5100,213,47,35,31,44,56
5101,309,72,40,63,64,70
5102,279,68,58,32,54,67
5103,303,67,64,43,60,69
5104,308,69,59,49,59,72
5105,278,61,54,42,57,64
5106,324,66,58,63,68,69
5107,95,14,19,17,23,22
5108,271,52,34,45,65,75
5109,360,72,70,76,68,74
5110,329,77,66,58,58,70
5111,337,67,68,67,65,70
5112,311,69,65,47,62,68
5113,288,71,57,35,59,66
5114,321,66,70,53,59,73
5115,332,73,65,56,67,71
5116,282,69,59,27,59,68
5117,332,72,60,58,65,77
5118,334,72,69,69,52,72
5119,269,59,41,41,65,63
5120,96,13,14,11,35,23
5121,359,70,75,78,68,68
5122,314,72,69,39,58,76
5123,339,73,67,66,62,71
5124,274,61,52,49,42,70
5125,308,67,69,34,67,71
5126,97,15,18,12,31,21
5127,273,64,52,34,53,70
5128,91,13,16,12,25,25
5129,300,71,63,34,64,68
5130,336,73,61,70,65,67
5131,320,68,64,57,60,71
5132,323,71,66,61,56,69
5133,301,54,58,59,59,71
5134,300,71,55,48,58,68
5135,331,73,70,67,50,71
5136,346,72,71,73,59,71
5137,256,41,46,54,61,54
5138,364,70,78,78,70,68
5139,212,46,26,31,52,57
5140,296,73,54,52,55,62
5141,317,55,68,60,68,66
5142,90,13,20,15,19,23
5143,328,69,69,58,64,68
5144,204,49,24,28,47,56
5145,317,71,65,54,56,71
5146,290,67,60,56,38,69
5147,323,67,66,58,63,69
5148,274,57,55,29,64,69
5149,339,64,65,72,68,70
5150,347,70,71,72,64,70
5151,215,43,26,25,58,63
5152,285,73,49,51,44,68
5153,356,69,70,70,74,73
5154,339,65,72,68,66,68
5155,292,66,53,45,58,70
5156,321,68,60,58,63,72
5157,298,61,65,41,66,65
5158,314,69,61,48,67,69
5159,304,65,59,65,50,65
5160,328,62,62,66,73,65
5161,323,73,73,67,39,71
5162,302,67,68,40,55,72
5163,327,65,71,56,67,68
5164,355,72,68,72,68,75
5165,329,65,66,56,69,73
5166,326,72,68,50,66,70
5167,305,67,64,44,60,70
5168,353,75,64,67,73,74
5169,291,68,55,34,63,71
5170,117,21,12,16,49,19
5171,213,46,30,26,51,60
5172,318,65,59,56,70,68
5173,332,72,66,61,64,69
5174,97,20,18,14,21,24
5175,301,70,61,49,56,65
5176,197,40,28,31,50,48
5177,280,71,60,28,53,68
5178,322,72,56,57,66,71
5179,285,66,57,35,58,69
5180,217,44,25,21,67,60
5181,309,70,56,59,54,70
5182,301,71,63,48,51,68
5183,265,60,55,30,58,62
5184,264,57,22,66,57,62
5185,215,29,43,43,45,55
5186,100,16,21,18,22,23
5187,321,59,70,66,61,65
5188,363,71,76,75,70,71
5189,353,74,70,75,60,74
5190,242,64,32,29,54,63
5191,322,69,65,57,64,67
5192,347,71,67,65,70,74
5193,290,69,60,64,33,64
5194,336,60,73,61,72,70
5195,336,63,65,73,69,66
5196,267,67,47,41,43,69
5197,247,65,55,35,25,67
5198,328,70,61,64,65,68
5199,342,73,65,65,66,73
5200,339,72,69,66,62,70
5201,345,74,71,65,65,70
5202,287,63,52,41,68,63
5203,365,70,77,75,70,73
5204,211,41,35,30,47,58
5205,338,74,71,67,56,70
5206,97,14,19,14,29,21
5207,360,72,78,72,66,72
5208,301,67,49,52,66,67
5209,270,66,53,31,52,68
5210,363,72,72,72,72,75
5211,317,70,59,40,74,74
5212,261,63,53,35,44,66
5213,283,73,56,27,62,65
5214,355,71,70,72,71,71
5215,348,68,72,72,67,69
5216,238,68,44,23,38,65
5217,252,47,48,31,59,67
5218,283,69,66,28,46,74
5219,287,73,48,54,40,72
5220,192,43,20,20,49,60
5221,312,66,54,64,63,65
5222,127,23,19,17,42,26
5223,304,69,68,47,52,68
5224,314,76,51,60,55,72
5225,337,73,70,65,55,74
5226,346,73,69,58,71,75
5227,300,68,50,45,67,70
5228,314,69,57,47,71,70
5229,357,64,74,79,69,71
5230,230,36,35,68,31,60
5231,86,12,16,14,22,22
5232,267,60,51,32,61,63
5233,329,72,64,64,59,70
5234,303,72,58,46,57,70
5235,353,76,73,70,59,75
5236,339,67,65,60,76,71
5237,316,59,58,59,70,70
5238,247,60,30,34,61,62
5239,283,58,42,52,66,65
5240,200,48,20,22,57,53
5241,280,70,60,41,41,68
5242,233,40,28,35,63,67
5243,261,60,50,30,56,65
5244,322,60,67,65,65,65
5245,276,69,45,41,53,68
5246,250,61,27,24,73,65
5247,234,47,48,23,54,62
5248,313,67,64,58,52,72
5249,95,18,19,12,21,25
5250,94,17,12,12,23,30
5251,314,63,62,64,61,64
5252,306,72,57,42,62,73
5253,320,74,59,52,64,71
5254,291,66,45,53,63,64
5255,316,74,65,57,54,66
5256,238,59,29,34,55,61
5257,338,68,73,75,57,65
5258,314,65,67,58,56,68
5259,345,72,75,61,63,74
5260,237,52,23,41,59,62
5261,345,64,74,66,71,70
5262,224,36,30,40,65,53
5263,273,61,41,49,59,63
5264,351,69,75,71,65,71
5265,238,61,32,25,61,59
5266,331,72,66,70,56,67
5267,351,71,70,67,71,72
5268,284,62,42,40,70,70
5269,247,71,50,26,34,66
5270,314,68,59,44,70,73
5271,320,69,64,56,63,68
5272,90,20,19,19,22,10
5273,347,70,72,66,66,73
5274,351,72,73,67,65,74
5275,290,75,64,33,44,74
5276,297,64,53,54,59,67
5277,300,69,63,49,50,69
5278,354,68,68,64,80,74
5279,347,69,74,71,65,68
5280,107,19,14,15,44,15
5281,247,51,36,32,69,59
5282,267,69,52,38,37,71
5283,376,72,77,78,74,75
5284,305,58,58,52,70,67
5285,348,70,71,68,67,72
5286,287,69,59,25,71,63
5287,207,51,36,27,37,56
5288,294,70,51,38,68,67
5289,322,74,56,60,60,72
5290,273,66,49,39,49,70
5291,169,31,25,16,53,44
5292,270,54,46,33,69,68
5293,333,68,59,64,71,71
5294,252,58,31,30,67,66
5295,281,63,36,37,72,73
5296,340,66,72,63,65,74
5297,329,60,67,66,66,70
5298,320,74,53,47,70,76
5299,90,12,16,13,32,17
5300,101,20,12,10,33,26
5301,252,40,59,25,65,63
5302,298,63,60,46,63,66
5303,277,65,59,26,59,68
5304,261,64,34,35,60,68
5305,259,64,53,33,44,65
5306,291,65,61,49,50,66
5307,299,67,52,58,57,65
5308,198,36,24,22,61,55
5309,335,72,60,63,67,73
5310,283,65,55,44,53,66
5311,353,69,73,72,68,71
5312,301,62,46,62,63,68
5313,223,58,36,33,34,62
5314,323,72,68,57,56,70
5315,308,68,71,41,59,69
5316,285,59,38,52,69,67
5317,244,68,32,39,34,71
5318,239,42,46,39,61,51
5319,324,73,61,51,66,73
5320,97,14,12,15,36,20
5321,93,14,12,20,24,23
5322,352,79,71,65,60,77
5323,348,71,70,66,68,73
5324,330,67,74,66,59,64
5325,326,71,68,61,57,69
5326,355,71,65,76,69,74
5327,301,57,61,59,65,59
5328,309,71,55,47,63,73
5329,84,18,10,10,27,19
5330,357,76,73,68,71,69
5331,326,74,81,41,57,73
5332,345,70,77,73,57,68
5333,362,71,71,77,69,74
5334,200,37,21,26,63,53
5335,220,32,34,37,55,62
5336,195,22,31,28,45,69
5337,121,11,17,19,40,34
5338,252,69,39,50,29,65
5339,264,59,28,47,65,65
5340,282,67,50,46,52,67
5341,290,69,38,41,71,71
5342,355,72,79,69,65,70
5343,225,57,27,26,54,61
5344,317,70,56,51,68,72
5345,279,64,42,41,61,71
5346,363,74,75,72,68,74
5347,313,65,70,41,70,67
5348,376,71,81,82,68,74
5349,339,73,68,62,62,74
5350,293,62,51,61,53,66
5351,321,63,55,53,76,74
5352,261,51,55,40,56,59
5353,321,75,66,53,57,70
5354,236,45,37,38,61,55
5355,272,67,30,38,68,69
5356,332,74,70,59,55,74
5357,284,43,64,54,61,62
5358,346,70,71,70,70,65
5359,260,60,43,29,63,65
5360,297,76,50,40,59,72
5361,96,17,14,13,34,18
5362,280,67,49,58,38,68
5363,302,70,61,47,55,69
5364,375,68,81,78,76,72
5365,214,50,35,32,45,52
5366,298,66,49,42,70,71
5367,196,22,33,49,44,48
5368,193,39,37,20,52,45
5369,92,16,15,14,28,19
5370,307,67,66,53,51,70
5371,335,71,73,52,70,69
5372,296,65,44,47,69,71
5373,235,52,25,42,54,62
5374,368,72,81,75,66,74
5375,119,19,27,21,25,27
5376,252,65,50,31,34,72
5377,305,71,57,43,64,70
5378,293,60,64,40,63,66
5379,299,68,61,39,63,68
5380,205,34,27,34,49,61
5381,98,10,16,14,35,23
5382,369,72,75,77,72,73
5383,359,75,81,59,71,73
5384,342,68,68,66,67,73
5385,199,40,33,35,48,43
5386,233,46,37,40,55,55
5387,286,65,54,48,51,68
5388,258,56,42,31,65,64
5389,294,65,60,35,66,68
5390,312,67,72,44,57,72
5391,360,68,75,74,70,73
5392,359,73,72,70,70,74
5393,342,72,73,66,61,70
5394,337,70,68,65,66,68
5395,322,71,62,50,70,69
5396,364,75,71,70,73,75
5397,244,49,43,45,54,53
5398,265,66,33,31,64,71
5399,244,59,45,22,60,58
5400,302,71,48,45,71,67
5401,254,69,44,29,44,68
5402,332,63,70,58,75,66
5403,301,70,63,41,57,70
5404,74,11,11,15,17,20
5405,284,72,44,41,58,69
5406,314,71,66,45,63,69
5407,301,61,51,62,64,63
5408,322,59,68,57,69,69
5409,331,71,61,60,66,73
5410,262,58,43,44,52,65
5411,235,36,33,45,53,68
5412,311,68,57,51,66,69
5413,356,73,80,68,64,71
